Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Notes,Non-Buy Month Invoice,Item Number,Description,Net Case EO,Net Cs EO/Unit,Avg Retail,Avg Club,Avg Sale,Competitor,Neilsen Ranking,Total Wine Price,Cub Price,RP,Multiple Prices,Kosher,item classification,Color,Remove
Piper Heidseick Brut,667505000470,Wine,750ml,6,Folio,Oxford Street Merchants,,All,34.371367521367524,206.22820512820513,288,71.99,44.646875,0.23015065396251086,240, , ,1152333,1 free bottle on a case,206.22820512820513,34.371367521367524,59.24,44.646875,0,,,,,4,,,Piper Heidsieck Brut 750ml,,
Piper Sonoma Brut,877397005266,Wine,750ml,12,Folio,Oxford Street Merchants,,All,12.513888888888888,150.16666666666666,192,23.99,,0.4783706173868742,172, , ,1801348,2 free cases of Brut on 13 ,150.16666666666666,12.513888888888888,,,,,,,,,,,,,
Piper Sonoma Brut Rose,877397005280,Wine,750ml,12,Folio,Oxford Street Merchants,,All,12.513888888888888,150.16666666666666,192,23.99,,0.4783706173868742,172, , ,1382586,2 free cases of Brut on 13 ,150.16666666666666,12.513888888888888,,,,,,,,,,,,,
Pizzolato Cabernet NSA 750ml,185554000352,Wine,750ml,12,Amass,Oxford Street Merchants,,ALL,8.424999999999999,101.1,136,16.99,16.960000000000004,0.5032429245283021,120,0, ,22481,1 free 5 on Cab M/M with Rosso & PG (Pizzolato Stills - Cab FG) Buyer's Select,101.1,8.424999999999999,18.990000000000002,16.960000000000004,0,,,,,16,,,Pizzolato 750ml,,
Pizzolato Cabernet NSA 750ml,185554000352,Wine,750ml,12,Amass,Oxford Street Merchants,,Feb/April/August/Sept/Nov/Dec,7.986403508771929,95.83684210526314,136,16.99,16.960000000000004,0.5291035666997684,120,0,,22481,4 free on 15 Cab M/M with Rosso & PG (Pizzolato Stills -Cab FG),95.83684210526314,7.986403508771929,18.990000000000002,16.960000000000004,0,,,,,16,,,Pizzolato 750ml,,
Pizzolato Muse Moscato 187ml,812949027273,Wine,187ml,24,Amass,Oxford Street Merchants,,All,3.4249999999999994,82.19999999999999,112,6.99,6.959999999999997,0.5079022988505746,81.1,0,,1466355,Buyer's Select Program M/M all Pizzolato - 56 cases for a 2 month period,82.19999999999999,3.4249999999999994,7.989999999999998,6.959999999999997,0,,,,,16,,,,,
Pizzolato Muse Moscato 750ml,185554000963,Wine,750ml,12,Amass,Oxford Street Merchants,,All,9.6275,115.53,136,16.99,18.96,0.49222046413502113,114.43,0,,22477,Buyer's Select Program M/M all Pizzolato - 56 cases for a 2 month period,115.53,9.6275,22.490000000000006,18.96,0,,,,,16,,,,,
Pizzolato Muse Prosecco 187ml,185554000000,Wine,187ml,24,Amass,Oxford Street Merchants,,All,3.4249999999999994,82.19999999999999,112,6.99,6.959999999999997,0.5079022988505746,81.1,0,,1751626,Buyer's Select Program M/M all Pizzolato - 56 cases for a 2 month period,82.19999999999999,3.4249999999999994,7.989999999999998,6.959999999999997,0,,,,,16,,,,,
Pizzolato Muse Prosecco 750ml,185554000987,Wine,750ml,12,Amass,Oxford Street Merchants,,All,9.6275,115.53,136,16.99,18.96,0.49222046413502113,114.43,0,,1479875,Buyer's Select Program M/M all Pizzolato - 56 cases for a 2 month period,115.53,9.6275,21.990000000000006,18.96,0,,,,,16,,,,,
Pizzolato Muse Rose 187ml,185554000727,Wine,187ml,24,Amass,Oxford Street Merchants,,All,3.4249999999999994,82.19999999999999,112,6.99,6.959999999999997,0.5079022988505746,81.1,0,,1843920,Buyer's Select Program M/M all Pizzolato - 56 cases for a 2 month period,82.19999999999999,3.4249999999999994,7.989999999999998,6.959999999999997,0,,,,,16,,,,,
Pizzolato Muse Rose 750ml,185554000062,Wine,750ml,12,Amass,Oxford Street Merchants,,All,9.6275,115.53,136,16.99,18.96,0.49222046413502113,114.43,0,,1901454,Buyer's Select Program M/M all Pizzolato - 56 cases for a 2 month period,115.53,9.6275,22.490000000000006,18.96,0,,,,,16,,,,,
Pizzolato Rosso NSA 750ml,185554000529,Wine,750ml,12,Amass,Oxford Street Merchants,,ALL,8.424999999999999,101.1,136,16.99,16.960000000000004,0.5032429245283021,120,0, ,22479,1 free on 5 Rosso M/M with Cab & PG (Pizzolato Stills - Cab FG) Buyer's Select,101.1,8.424999999999999,19.990000000000002,16.960000000000004,0,,,,,16,,,Pizzolato 750ml,,
Pizzolato Rosso NSA 750ml,185554000529,Wine,750ml,12,Amass,Oxford Street Merchants,,Feb/April/August/Sept/Nov/Dec,7.986403508771929,95.83684210526314,136,16.99,16.960000000000004,0.5291035666997684,120,0,,22479,4 free on 15 Rosso M/M with Cab & PG (Pizzolato Stils - Cab FG),95.83684210526314,7.986403508771929,19.990000000000002,16.960000000000004,0,,,,,16,,,Pizzolato 750ml,,
Portlandia Cabernet 750ml,182442000487,Wine,750 ml,12,Bronco,Oxford Street Merchants,,all,11.024999999999999,132.29999999999998,160,19.99,15.96,0.3092105263157896,144,0, ,1728268,1 free case of Pinot Gris or SB on 10,132.29999999999998,11.024999999999999,19.990000000000002,16.960000000000004,0,,508,15.99,17.99,16,,,Portlandia 750ml,,
Portlandia Pinot Gris 750ml,182442000418,Wine,750 ml,12,Bronco,Oxford Street Merchants,,all,9.788636363636362,117.46363636363635,144,17.99,14.960000000000006,0.3456793874574627,128,0, ,1856924,1 free case of Pinot Gris on 10,117.46363636363635,9.788636363636362,17.990000000000002,14.960000000000006,0,,,,,15,,,Portlandia 750ml,,
Portlandia Pinot Noir 750ml,182442000401,Wine,750 ml,12,Bronco,Oxford Street Merchants,,all,11.024999999999999,132.29999999999998,160,19.99,15.96,0.3092105263157896,144,0, ,1109966,1 free case of Pinot Gris on 10,132.29999999999998,11.024999999999999,20.990000000000002,17.960000000000004,0,,416,17.99,17.99,15,,,Portlandia 750ml,,
Querciabella Mongrana,8031481004661,Wine,750 ml,12,MMD CRU,Oxford Street Merchants,,ALL,17.091666666666665,205.1,227,27.99,22.959999999999997,0.2555894308943089,204,0, ,1675150,Case 1,205.1,17.091666666666665,27.990000000000006,22.959999999999997,0,,,,,0,,,,,
Quilt Napa Cabernet Sauvignon,859889006005,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,ALL,31.313833333333335,375.766,440,54.99,,0.43055404012850823,400,0, ,001534012,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,375.766,31.313833333333335,41.99,34.959999999999994,0,17.03000000000001,243,39.97,51.99,16,,,Copper Cane 750ml,,
Quilt Napa Cabernet Sauvignon,859889006005,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,April|June |August,30.89166666666667,370.70000000000005,440,54.99,,0.43823119355034246,400,0,,001534012,2 free Boen Tri-App Pinot Noir on 8 Cases M/M all Copper Cane Portfolio,370.70000000000005,30.89166666666667,41.99,34.959999999999994,0,17.03000000000001,243,39.97,51.99,16,,,Copper Cane 750ml,,
Quilt Napa Cabernet Sauvignon,859889006005,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,May|July|Sept|October|December,24.84166666666667,298.1,440,54.99,,0.5482511971873674,396,0,,001534012,1 free Like Good on 3 cases of Quilt,298.1,24.84166666666667,41.99,34.959999999999994,0,17.03000000000001,243,39.97,51.99,16,,,Copper Cane 750ml,,
Quilt Napa Chardonnay,859889006210,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,ALL,17.9805,215.766,320,39.99,25.959999999999994,0.3073767334360553,240,0,,001962229,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,215.766,17.9805,30.990000000000006,25.959999999999994,0,,,,,3,,,Copper Cane 750ml,,
Quilt Napa Chardonnay,859889006210,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,April|June |August,17.558333333333334,210.7,320,39.99,25.959999999999994,0.323638931689779,240,0,,001962229,2 free Boen Tri-App Pinot Noir on 8 Cases M/M all Copper Cane Portfolio,210.7,17.558333333333334,30.990000000000006,25.959999999999994,0,,,,,3,,,Copper Cane 750ml,,
Quilt Napa Valley Pinot Noir 750ml,859889006906,Wine,750ml,12,Copper Cane,Oxford Street Merchants,,ALL,17.9805,215.766,320,39.99,,0.5503750937734434,240,0,,1962229,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,215.766,17.9805,28.990000000000006,24.959999999999997,0,,,,,4,,,Copper Cane 750ml,,
Quilt Red Blend,859889006302,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,ALL,17.9805,215.766,320,39.99,,0.5503750937734434,240,0,,001399229,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,215.766,17.9805,23.990000000000006,19.96,0,,,,,0,,,Copper Cane 750ml,,
Quilt Red Blend,859889006302,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,April|June |August,17.558333333333334,210.7,320,39.99,,0.5609318996415771,240,0,,001399229,2 free Boen Tri-App Pinot Noir on 8 Cases M/M all Copper Cane Portfolio,210.7,17.558333333333334,23.990000000000006,19.96,0,,,,,0,,,Copper Cane 750ml,,
Quilt Red Blend,859889006302,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,May|July|Sept|October|December,15.091666666666667,181.1,320,39.99,,0.6226139868300408,240,0,,001399229,1 free Like Good on 3 cases of Quilt,181.1,15.091666666666667,23.990000000000006,19.96,0,,,,,0,,,Copper Cane 750ml,,
Quilt Reserve Cabernet Sauvignon,859889006111,Wine,750 ml,6,Copper Cane CRU,Oxford Street Merchants,,ALL,62.62766666666667,375.766,440,109.99,,0.43060581264963477,400,0,,001883258,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,375.766,62.62766666666667,81.99,67.96000000000001,0,,,,,0,,,Copper Cane 750ml,,
Quilt Reserve Cabernet Sauvignon,859889006111,Wine,750 ml,6,Copper Cane CRU,Oxford Street Merchants,,April|June |August,61.78333333333334,370.70000000000005,440,109.99,,0.43828226808497733,400,0,,001883258,2 free Boen Tri-App Pinot Noir on 8 Cases M/M all Copper Cane Portfolio,370.70000000000005,61.78333333333334,81.99,67.96000000000001,0,,,,,0,,,Copper Cane 750ml,,
Quilt Reserve Cabernet Sauvignon,859889006111,Wine,750 ml,6,Copper Cane CRU,Oxford Street Merchants,,May|July|Sept|October|December,50.18333333333334,301.1,440,109.99,,0.5437464011879868,400,0,,001883258,1 free Like Good on 3 cases of Quilt,301.1,50.18333333333334,81.99,67.96000000000001,0,,,,,0,,,Copper Cane 750ml,,
Quilt Threadcount Red 750ml,860009046009,Wine,750ml,12,Copper Cane CRU,Oxford Street Merchants,,All,11.313833333333333,135.766,200,24.99,,0.547265572895825,160,0,,1233133,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,135.766,11.313833333333333,18.990000000000002,15.960000000000006,0,,622,22.99,19.99,3,,,Copper Cane 750ml,,
Quilt Threadcount Red 750ml,860009046009,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,April|June |August,10.891666666666666,130.7,200,24.99,,0.5641589969321061,160,0,,1233133,2 free Boen Tri-App Pinot Noir on 8 Cases M/M all Copper Cane Portfolio,130.7,10.891666666666666,18.990000000000002,15.960000000000006,0,,622,22.99,19.99,3,,,Copper Cane 750ml,,
Quilt Threadcount Sauvignon Blanc 750ml,860009046030,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,ALL,9.9805,119.76599999999999,160,19.99,13.960000000000006,0.2850644699140405,144,0,,1220208,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,119.76599999999999,9.9805,15.990000000000004,13.960000000000006,0,,,,,1,,,Copper Cane 750ml,,
Quilt Threadcount Sauvignon Blanc 750ml,860009046030,Wine,750 ml,12,Copper Cane CRU,Oxford Street Merchants,,April|June |August,9.558333333333332,114.69999999999999,160,19.99,13.960000000000006,0.31530563514804244,144,0,,1220208,2 free Boen Tri-App Pinot Noir on 8 Cases M/M all Copper Cane Portfolio,114.69999999999999,9.558333333333332,15.990000000000004,13.960000000000006,0,,,,,1,,,Copper Cane 750ml,,
Raeburn NC Sauvignon Blanc 750ml,851718000628,WINE,750ml,12,Crimson,Oxford Street Merchants,,ALL,10.091666666666667,121.1,160,19.99,,0.49516424879106213,144,0,,1163958,1 free on 5 M/M,121.1,10.091666666666667,,,,,,,,,,,,,
Raeburn RSV Chardonnay 750 ML,851718000604,WINE,750ml,6,Crimson,Oxford Street Merchants,,ALL,18.183333333333334,109.1,108,26.99,,0.3262936890206249,108,0,,1270654,,109.1,18.183333333333334,,,,,,,,,,,,,
Raeburn RSV Pinot noir 750ml,851718000758,WINE,750ml,6,Crimson,Oxford Street Merchants,,ALL,20.183333333333334,121.1,120,29.99,,0.3269978881849505,120,0,,1739133,,121.1,20.183333333333334,,,,,,,,,,,,,
Raeburn Son Cty Cabernet 750ML,851718000536,WINE,750ml,12,Crimson,Oxford Street Merchants,,ALL,13.024999999999999,156.29999999999998,200,24.99,,0.4787915166066427,184, , ,1489379,1 free on 5 M/M,156.29999999999998,13.024999999999999,,,,,,,,,,,,,
Raeburn Son Cty Chardonnay 750ml,851718000970,WINE,750ml,12,Crimson,Oxford Street Merchants,,ALL,10.091666666666667,121.1,160,19.99,15.96,0.3676900584795322,144, , ,1023156,1 free on 5 M/M,121.1,10.091666666666667,19.990000000000002,15.960000000000006,0,,393,18.49,19.99,8,,,Raeburn 750ml,,
Raeburn Son Cty Pinot Noir 750ml,851718000987,WINE,750ml,12,Crimson,Oxford Street Merchants,,ALL,13.024999999999999,156.29999999999998,200,24.99,,0.4787915166066427,184, , ,1750347,1 free on 5 M/M,156.29999999999998,13.024999999999999,,,,,,,,,,,,,
Ramos 10 Year Tawny,769692000124,Wine,750 ml,6,MMD CRU,Oxford Street Merchants,,ALL,32.18333333333333,193.1,192,47.99,,0.32937417517538387,192,0,,000068528,Case 1,193.1,32.18333333333333,51.99,42.96,0,,,,,0,,,,,
Ramos Pinto 30 Year Tawny,769692000810,Wine,750 ml,6,MMD CRU,Oxford Street Merchants,,ALL,103.51666666666667,621.1,620,154.99,,0.33210744779233076,620,0,,000067157,Case 1,621.1,103.51666666666667,,,,,,,,,,,,,
Ramos Pinto Collector,769692005020,Wine,750 ml,6,MMD CRU,Oxford Street Merchants,,ALL,16.183333333333334,97.1,102,25.99,,0.377324612030268,96,0, ,000061242,Case 1,97.1,16.183333333333334,,,,,,,,,,,,,
Ramos Ruby Porto,769692000308,Wine,750 ml,6,MMD CRU,Oxford Street Merchants,,ALL,13.183333333333332,79.1,84,20.99,,0.3719231380022233,78,0,,63974,Case 1,79.1,13.183333333333332,23.990000000000006,19.96,0,,,,,0,,,,,
Ramos Tawny Porto,769692000100,Wine,750 ml,6,MMD CRU,Oxford Street Merchants,,ALL,14.183333333333332,85.1,90,22.99,21.959999999999997,0.3541287188828172,84,0,,68338,Case 1,85.1,14.183333333333332,25.990000000000006,21.959999999999997,0,,,,,1,,,,,
Renato Ratti Barbera D'Asti,811882009117,Wine,750 ml,12,Lux/Gallo,Oxford Street Merchants,,all,16.091666666666665,193.1,200,24.99,,0.3560757636387889,192, ,,28191, ,193.1,16.091666666666665,29.990000000000006,24.959999999999997,0,,,,,0,,,,,
Risata Amare Pinot Grigio 750ml,084279978437,Wine,750ml,12,Prestige,Oxford Street Merchants,,ALL,6.214083333333332,74.56899999999999,104,12.99,8.960000000000004,0.30646391369047665,104,0,,1986079,15 Risata MDA on 50 Risata,74.56899999999999,6.214083333333332,9.99,8.960000000000004,0,,,,,11,,,Risata 750ml,,
Risata Amare White Blend 750ml,084279009315,Wine,750ml,12,Prestige,Oxford Street Merchants,,ALL,6.214083333333332,74.56899999999999,104,12.99,8.960000000000004,0.30646391369047665,104,0,,1957204,15 Risata MDA on 50 Risata,74.56899999999999,6.214083333333332,9.99,8.960000000000004,0,,,,,11,,,Risata 750ml,,
Risata Moscato d'Asti 1.5L,084279989266,Wine,1.5 L,6,Prestige,Oxford Street Merchants,,All,17.30333333333333,103.82,132.6,32.99,29.96,0.42245215843346695,128.4,0, ,21658,1 free 1.5 on 4 cases of Risata 1.5's,103.82,17.30333333333333,31.990000000000006,26.959999999999994,0,,304,23.97,32.99,16,,,Risata 1.5L,,
Risata Moscato D'Asti 187ml,084279002507,Wine,187 ml,24,Prestige,Oxford Street Merchants,,All,2.39775,57.546,112,6.99,4.959999999999999,0.5165826612903225,96,0, ,1604465,1 free on 5 + 1 free Risata MDA 750ml,57.546,2.39775,5.989999999999999,4.959999999999999,0,,,,,16,,,Risata 187ml,,
Risata Moscato d'Asti 375ml,084279009391,Wine,750ml,12,Prestige,Oxford Street Merchants,,All,5.925,71.1,84,10.99,8.960000000000004,0.33872767857142894,84,0,,1467652,1 free on 5 (for new distro 1 btl Risata MDA 750ML nc on a case),71.1,5.925,9.99,8.960000000000004,0,,,,,10,,,Risata 375ml,,
Risata Moscato d'Asti 750ml,084279977638,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,NOV/DEC 2025  ,7.966666666666668,95.60000000000001,157.2,19.99,12.835000000000004,0.3793013894299443,132.3,0, ,1785945,40 Risata on 100 Risata,95.60000000000001,7.966666666666668,14.990000000000004,12.835000000000004,0,,,,,16,,,Risata 750ml,0, 
Risata Moscato d'Asti 750ml,084279977638,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,All,8.572435897435897,102.86923076923077,157.2,19.99,12.835000000000004,0.3321047216645194,132.3,0, ,1785945,15 Risata MDA on 50 Risata,102.86923076923077,8.572435897435897,14.990000000000004,12.835000000000004,0,3.154999999999996,17,11.47,15.99,16,No,,Risata 750ml,0, 
Risata Moscato d'Asti 750ml,084279977638,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,May|August|October,8.258333333333335,99.10000000000001,157.2,19.99,,0.5868767717191928,132.3,0, ,1785945,15 Risata MDA on 50 Risata Plus a Loader OR 5 addional cases of Risata Pink ,99.10000000000001,8.258333333333335,14.990000000000004,12.835000000000004,0,3.154999999999996,17,11.47,15.99,16,No,,Risata 750ml,0, 
Risata Pink Moscato 750ml,084279988108,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,NOV/DEC 2025  ,7.966666666666668,95.60000000000001,157.2,19.99,12.960000000000006,0.38528806584362163,132.3,0, ,1616584,40 Risata on 100 Risata,95.60000000000001,7.966666666666668,14.990000000000004,12.960000000000006,0,,,,,16,,,Risata 750ml,0, 
Risata Pink Moscato 750ml,084279988108,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,All,8.572416666666667,102.869,157.2,19.99,12.96,0.33854809670781894,132.3,0, ,1616584,15 Risata MDA on 50 Risata,102.869,8.572416666666667,14.990000000000004,12.960000000000006,0,3.029999999999994,218,12.99,15.99,16,No,,Risata 750ml,0, 
Risata Pink Moscato 750ml,084279988108,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,May|August|October,8.148375000000001,97.78050000000002,157.2,19.99,,0.5923774387193596,132.3,0, ,1616584,15 Risata MDA on 50 Risata Plus a Loader OR 5 addional cases of Risata Pink ,97.78050000000002,8.148375000000001,14.990000000000004,12.960000000000006,0,3.029999999999994,218,12.99,15.99,16,No,,Risata 750ml,0, 
Risata Prosecco 187ml,084279007175,Wine,187 ml,24,Prestige,Oxford Street Merchants,,All,2.39775,57.546,112,6.99,4.959999999999999,0.5165826612903225,96,0, ,1528430,1 free on 5 + 1 free Risata MDA 750ml,57.546,2.39775,5.989999999999999,4.959999999999999,0,,,,,16,,,Risata 187ml,,
Risata Prosecco 750ml,084279992464,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,NOV/DEC 2025  ,5.863333333333332,70.35999999999999,124,15.99,10.960000000000004,0.4650243309002436,107.5,0, ,1924595,40 Risata on 100 Risata,70.35999999999999,5.863333333333332,12.990000000000002,10.960000000000004,0,,,,,15,,,Risata 750ml,0, 
Risata Prosecco 750ml,084279992464,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,All,6.505749999999999,78.06899999999999,124,15.99,11.96,0.4560409698996657,107.5,0, ,1924595,15 Risata MDA on 50 Risata,78.06899999999999,6.505749999999999,12.990000000000002,10.960000000000004,0,,273,12.99,11.99,15,,,Risata 750ml,0, 
Risata Red Moscato 750ml,084279999951,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,NOV/DEC 2025  ,7.966666666666668,95.60000000000001,157.2,19.99,12.960000000000006,0.38528806584362163,132.3,0, ,1670416,40 Risata on 100 Risata,95.60000000000001,7.966666666666668,14.990000000000004,12.960000000000006,0,,,,,16,,,Risata 750ml,0, 
Risata Red Moscato 750ml,084279999951,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,All,8.572416666666667,102.869,157.2,19.99,12.960000000000006,0.3385480967078192,132.3,0, ,1670416,15 Risata MDA on 50 Risata,102.869,8.572416666666667,14.990000000000004,12.960000000000006,0,,282,14.99,15.99,16,No,,Risata 750ml,0, 
Risata Red Moscato 750ml,084279999951,Wine,750 ml,12,Prestige,Oxford Street Merchants,40 Risata on 100 Risata,May|August|October,8.148375000000001,97.78050000000002,157.2,19.99,,0.5923774387193596,132.3,0, ,1670416,15 Risata MDA on 50 Risata Plus a Loader OR 5 addional cases of Risata Pink ,97.78050000000002,8.148375000000001,14.990000000000004,12.960000000000006,0,,282,14.99,15.99,16,No,,Risata 750ml,0, 
Rivarose Brut Rose,3304020006217,Wine,750 ml,12,USA Wine West,Oxford Street Merchants,,all,13.424999999999999,161.1,160,19.99,,0.3284142071035518,160,0,,1008121,,161.1,13.424999999999999,17.990000000000002,0,0,,,,,0,,,,,
Roco RM Brut 750ml,899166002115,Wine,750ml,6,Herita USA,Oxford Street Merchants,,ALL,36.445,218.67,240,59.99,55.96000000000001,0.34873123659756977,220,0, ,1257486,Buy 5 cases and receive 1 case SMPG NC,218.67,36.445,66.99,55.96000000000001,0,,,,,1,,,,,
Roederer Estate Brut,097546102008,Wine,750 ml,12,MMD CRU,Oxford Street Merchants,,ALL,17.508333333333333,210.1,286,35.99,23.959999999999997,0.269268224819143,240, , ,63677,M/M 6 cases of Roederer Estate Rose & Brut and Scharffenberger Brut & Rose and receive 1 cs Scharf Brut NC,210.1,17.508333333333333,27.990000000000006,23.959999999999997,0,,590,24.99,34.99,3,,,Roederer-Scharff 750ml,,
Roederer Estate Brut 375 mnl,097546101001,WINE,375ml,24,MMD Cru,Oxford Street Merchants,,ALL,9.900583333333334,237.614,272,16.99,14.960000000000006,0.3381963012477721,272,0,,24055,"M/M 5 cases of Moet, Veuve, Ruinart & Roedere 5 cases and receive 1 case of WA Rose 750 NC",237.614,9.900583333333334,17.490000000000002,14.960000000000006,0,,,,,3,,,Splits 375ml,,
Roederer Estate Ermitage Brut,097546152898,Wine,750 ml,6,MMD CRU,Oxford Street Merchants,,ALL,59.68333333333334,358.1,366,91.99,74.96000000000001,0.2037975809320527,357,0, ,1082445,Case 1,358.1,59.68333333333334,87.99,74.96000000000001,0,,,,,0,,,,,
Roederer Estate Rose,097546182000,Wine,750 ml,12,MMD CRU,Oxford Street Merchants,,ALL,23.008333333333336,276.1,330,40.99,30.959999999999994,0.256836778639104,306,0, ,12179,M/M 6 cases of Roederer Estate Rose & Brut and Scharffenberger Brut & Rose and receive 1 cs Scharf Brut NC,276.1,23.008333333333336,36.99,30.959999999999994,0,,,,,0,,,Roederer-Scharff 750ml,,
Rombauer Cabernet Sauvignon,097921872106,Wine,750 ml,6,Rombauer,Oxford Street Merchants,,all,56.18333333333334,337.1,336,83.99,54.96000000000001,-0.022258612324114427,336, , ,1603295, ,337.1,56.18333333333334,76.115,54.96000000000001,0,,,,,0,,,,,
Rombauer Chardonnay,097921970109,Wine,750 ml,12,Rombauer,Oxford Street Merchants,,All,30.21291666666667,362.555,384,47.99,35.022499999999994,0.13732838413400889,384,0, ,1752747,2 free Romb  Sauv blanc on 25 cases M/M. 1 on 10 if needed,362.555,30.21291666666667,41.0525,35.022499999999994,0,,,,,16,,,Rombauer 750ml,,
Rombauer Chardonnay,097921970109,Wine,750 ml,12,Rombauer,Oxford Street Merchants,,all,32.09166666666667,385.1,384,47.99,35.022499999999994,0.08368429818925907,384, ,,1752747, ,385.1,32.09166666666667,41.0525,35.022499999999994,0,8.967500000000008,57,35.97,43.99,16,,,Rombauer 750ml,,
Rombauer Merlot,097921871307,Wine,750 ml,6,Rombauer,Oxford Street Merchants,,All,42.18333333333333,253.1,252,62.99,52.95937500000001,0.20347750831022227,252,0, ,1617510, ,253.1,42.18333333333333,58.6775,52.95937500000001,0,,,,,0,,,,,
Rombauer Pinot Noir 750ml,097921176105,Wine,750ml,6,Rombaur,Oxford Street Merchants,,ALL,41.516666666666666,249.1,248,61.99,49.96000000000001,0.16900186816119578,248,0,,1630555,,249.1,41.516666666666666,58.99,49.96000000000001,0,,,,,3,,,Rombauer 750ml,,
Rombauer Pinot Noir 750ml,097921176105,Wine,750ml,6,Rombaur,Oxford Street Merchants,,All,37.759166666666665,226.555,248,61.99,49.96000000000001,0.24421203629570337,248,0,,1630555,2 free Romb  Sauv blanc on 25 cases M/M. 1 on 10 if needed,226.555,37.759166666666665,58.99,49.96000000000001,0,,,,,3,,,Rombauer 750ml,,
Substance Pinot Noir,184745333330,Wine,750ml,12,O'NEILL VINTNERS-WINE,Breakthru Beverage,,All,9.429166666666667,113.15,144,17.99,,0.4758662219751713,112, ,144,9758591,10cs purchase in a month,113.15,9.429166666666667,,,,,,,,,,,,,
Substance Red Blend,184745003097,Wine,750ml,12,O'NEILL VINTNERS-WINE,Breakthru Beverage,,All,9.429166666666667,113.15,144,17.99,,0.4758662219751713,112,0,144,9758455,10cs purchase in a month,113.15,9.429166666666667,,,,,,,,,,,,,
Rombauer Zinfandel,097921978105,Wine,750 ml,12,Rombauer,Oxford Street Merchants,,All,26.879583333333333,322.555,360,44.99,34.959999999999994,0.23113319984744457,344,0, ,41327,2 free Romb  Sauv blanc on 25 cases M/M. 1 on 10 if needed,322.555,26.879583333333333,40.99,34.959999999999994,0,,,,,14,,,Rombauer 750ml,,
Rombauer Zinfandel,097921978105,Wine,750 ml,12,Rombauer,Oxford Street Merchants,,all,28.758333333333336,345.1,360,44.99,34.959999999999994,0.17739321128909205,344, ,,41327, ,345.1,28.758333333333336,40.99,34.959999999999994,0,,369,34.99,41.99,14,,,Rombauer 750ml,,
Round Pond Kith & Kin,856246002045,Wine,750 ml,12,Round Pond,Oxford Street Merchants,,All,26.09166666666667,313.1,400,49.99,39.96,0.3470553887220554,312,0, ,001538944, ,313.1,26.09166666666667,47.99,39.96,0,,,,,0,,,,,
Round Pond NV Sauv Blanc,856246002052,Wine,750 ml,12,Round Pond,Oxford Street Merchants,,all,16.091666666666665,193.1,224,27.99,,0.4250922948672145,192,0, ,1103812, ,193.1,16.091666666666665,29.990000000000006,24.959999999999997,0,,,,,0,,,,,
Ruinart Blanc de Blanc,088076167223,Wine,750 ml,6,Moet Hennessey,Oxford Street Merchants,,all,86.18333333333334,517.1,516,128.99,102.96000000000002,0.16294353794353808,516,0, ,14475, ,517.1,86.18333333333334,123.99,102.96000000000002,0,,,,,3,,,,,
Ruinart Brut Rose,088076167353,Wine,750 ml,6,Moet Hennessey,Oxford Street Merchants,,all,86.18333333333334,517.1,516,128.99,99.96000000000002,0.13782179538482076,516,0,,14474, ,517.1,86.18333333333334,128.4275,99.96000000000002,0,,,,,0,,,,,
