upc,Department,Retail,GM %,Deal,Deal Unit Cost,Unit Cost
82184090466,Spirits,18.28,1828,218.25,,
82184090527,Spirits,5.52,552,263.99,,
82184000052,Spirits,1.52,152,181.49,,
82184083598,Spirits,49.37,4937,62.99,,7.94
859975003598,Spirits,12.5,1250,72,,
859975003017,Spirits,13.0,1300,153,,
859975003321,Spirits,8.5,850,99,,
859975003062,Spirits,13.0,1300,153,,
859975003383,Spirits,0.75,75,,,
859975003307,Spirits,6.67,667,37,,
859975003000,Spirits,13.0,1300,153,,
851355006021,Spirits,43.42,4342,520,,
855400005267,Spirits,15.47,1547,101,,0.1
855400005281,Spirits,1.77,176,115,,0.09
855400005014,Spirits,15.47,1547,101,,0.1
855400005083,Spirits,15.47,1547,101,,0.1
855400005151,Spirits,1.77,176,115,,0.09
855400005045,Spirits,15.47,1547,101,,0.1
855400005113,Spirits,15.47,1547,101,,0.1
855400005236,Spirits,1.77,176,115,,0.09
855400005038,Spirits,15.47,1547,101,,0.1
855400005168,Spirits,1.77,176,115,,0.09
855400005007,Spirits,15.47,1547,101,,0.1
855400005021,Spirits,15.47,1547,101,,0.1
80660582436,Spirits,8.1,810,96,,
83089520422,Spirits,18.39,1839,219.7,,
83089524001,Spirits,21.62,2162,258.5,,
83089660112,Spirits,1.84,184,219.6,,
83089660174,Spirits,39.75,3975,237.5,,
83089660358,Spirits,9.09,909,217.25,,
83089660402,Spirits,5.67,567,271,,
83089660150,Spirits,18.07,1807,216,,
83089660303,Spirits,3.34,334,159.4,,
83089660501,Spirits,5.9,590,70,,
83089660105,Spirits,1.63,163,194.5,,
83089000338,Spirits,12.48,1248,74.1,,
83089000123,Spirits,19.35,1935,115.32,,
83089999892,Spirits,8.68,868,103.4,,
80432000069,Spirits,8.17,817,48.25,,
80432117538,Spirits,8.17,817,48.25,,
80432107263,Spirits,27.54,2704,377.54,,0.06
80432115114,Spirits,17.91,1791,214.1,,
80432107294,Spirits,30.32,2932,229.04,,0.1
80432112199,Spirits,20.78,2028,296.52,,0.08
80432113134,Spirits,14.38,1438,344.42,,
80432113318,Spirits,14.38,1438,344.42,,
80432115619,Spirits,13.11,1211,125.76,,0.17
80432404041,Spirits,123.05,12105,416.25,,0.06
80432500125,Spirits,6.72,672,160.59,,
80432500149,Spirits,11.42,1142,273.24,,
80432500118,Spirits,23.58,2308,330.12,,0.07
80432500170,Spirits,19.09,1859,276.16,,0.09
80432500187,Spirits,33.4,3240,247.5,,0.09
80432500101,Spirits,2.34,234,280.22,,
80432117330,Spirits,13.39,1239,127.47,,0.17
80432117439,Spirits,17.37,1637,151.32,,0.14
80432117446,Spirits,33.4,3240,247.5,,0.09
80432117491,Spirits,2.34,234,280.22,,
80432000083,Spirits,8.17,784,48.25,,
80432000779,Spirits,8.17,817,48.25,,
80432002117,Spirits,22.57,2257,270,,
198593266012,Spirits,15.44,1544,89.64,,
195983199037,Spirits,15.44,1544,89.64,,
198593202034,Spirits,15.44,1544,89.64,,
814794011650,Spirits,80.38,7972,481.5,,
814794010646,Spirits,58.76,5809,351.76,,
814794011261,Spirits,58.76,5809,351.76,,
655709000013,Spirits,42.88,4222,256.51,,
655709000303,Spirits,22.01,2134,131.26,,
814794011797,Spirits,225.13,22447,1350,,
814794010974,Spirits,46.83,4683,280,,
814794011605,Spirits,60.13,5947,360.01,,
814794010684,Spirits,22.63,2197,135,,
21037010190,Spirits,19.21,1921,228,,
850995005753,Spirits,1.52,152,180,,
24400633897,Spirits,4.38,438,51.5,,
24400633859,Spirits,5.0,500,29,,
24400633880,Spirits,3.75,375,44,,
24400633873,Spirits,3.75,375,44,,
24400633842,Spirits,5.0,500,29,,
80686006589,Spirits,6.67,667,79.19999999999999,,
80686006572,Spirits,8.36,836,199.92,,
80686043577,Spirits,25.12,2112,149.9,,
80686034902,Spirits,1.25,125,148.73,,
80686021889,Spirits,14.35,1435,171.43,,
80686005018,Spirits,14.96,1496,178.70999999999998,,
80686005025,Spirits,18.4,1840,220.05,,
80686005049,Spirits,1.25,125,148.73,,
80686018087,Spirits,18.4,1840,220.05,,
80686018094,Spirits,14.96,1496,178.70999999999998,,
80686006060,Spirits,12.56,1256,149.92,,
80686006077,Spirits,15.92,1592,190.27,,
80686006091,Spirits,6.67,667,79.19999999999999,,
80686006084,Spirits,8.36,836,199.92,,
80686021780,Spirits,12.56,1256,149.92,,
80686021797,Spirits,15.92,1592,190.27,,
80686021810,Spirits,6.67,667,79.19999999999999,,
80686021148,Spirits,12.56,1256,149.92,,
80686021155,Spirits,15.92,1592,190.27,,
80686021179,Spirits,6.67,667,79.19999999999999,,
80686021162,Spirits,8.36,836,199.92,,
80686043591,Spirits,25.12,2112,149.9,,
80686004042,Spirits,30.13,3013,180,,
80686006855,Spirits,12.56,1256,149.92,,
80686006862,Spirits,15.92,1592,190.27,,
80686006893,Spirits,6.67,667,79.19999999999999,,
80686007753,Spirits,19.56,1873,233.91,,
80686007777,Spirits,30.13,2847,180,,
80686007760,Spirits,11.12,1028,132.62,,
80686007715,Spirits,1.2,112,143.1,,
80686007746,Spirits,17.32,1648,207,,
80686001102,Spirits,24.83,2483,148,,0.15
80686001607,Spirits,7.75,775,185,,
80686001430,Spirits,13.0,1300,155,,0.06
80686001201,Spirits,15.92,1592,190.27,,
80686001409,Spirits,12.56,1256,149.92,,
80686001904,Spirits,6.67,667,79.19999999999999,,
80686001706,Spirits,3.98,398,190.42,,
80686001119,Spirits,25.12,2112,149.9,,
80686006596,Spirits,25.12,2112,149.9,,
80686006558,Spirits,12.56,1256,149.92,,
80686006565,Spirits,15.92,1592,190.27,,
80686021186,Spirits,25.12,2112,149.9,,
80686009139,Spirits,19.68,1968,235.34,,
80686019237,Spirits,6.8,680,40,,
80686019251,Spirits,6.8,680,40,,
80686006381,Spirits,12.56,1256,149.92,,
80686006398,Spirits,15.92,1592,190.27,,
80686006367,Spirits,6.67,667,79.19999999999999,,
80686006626,Spirits,12.56,1256,149.92,,
80686005865,Spirits,15.92,1592,190.27,,
80686005872,Spirits,12.56,1256,149.92,,
854647002008,Spirits,4.5,450,53,,
854647002022,Spirits,4.5,450,53,,
87647111962,Spirits,15.42,1542,184,,
87647112334,Spirits,21.18,2118,126,,
87647112327,Spirits,17.51,1751,209,,
88076181366,Spirits,71.43,7143,427.5,,
88110011192,Spirits,14.46,1446,346,,
8811001100,Spirits,1.1,110,131,,
88076163171,Spirits,48.85,4885,292,,
88110011307,Spirits,26.38,2638,315.5,,0.01
88110011406,Spirits,33.5,3350,401,,0.01
88076190955,Spirits,25.09,2509,300,,0.01
88076181595,Spirits,15.08,1508,180,,
88110070052,Spirits,146.68,14668,879,,
88076189911,Spirits,186.5,18650,745,,
88076189416,Spirits,225.37,22537,675,,
88076186088,Spirits,273.67,27367,820,,
88076179226,Spirits,58.17,5817,348,,
88076177703,Spirits,39.05,3905,233.3,,
88076178243,Spirits,43.5,4350,260,,
88076190030,Spirits,52.68,5268,315,,
88076162624,Spirits,46.83,4683,280,,
88076186286,Spirits,27.09,2709,324,,
88076171480,Spirits,443.7,44370,1330,,
88110021092,Spirits,10.45,1045,249.65,,
88110021139,Spirits,6.21,621,148,,
8911302,Spirits,9.01,901,107,,
88076163164,Spirits,29.43,2943,175.5,,
88110021306,Spirits,17.74,1774,211.9,,0.01
88110021405,Spirits,19.57,1958,233.9,,0.01
84279007960,Spirits,10.97,1098,51.36,,0.44
853797003309,Spirits,7.32,732,51.36,,0.44
853797003262,Spirits,7.32,732,51.36,,0.44
84279003375,Spirits,7.32,732,51.36,,0.44
853797003286,Spirits,7.32,732,51.36,,0.44
84279007267,Spirits,7.32,732,51.36,,0.44
76381123454,Spirits,2.31,231,26.73,,
811538012836,Spirits,10.0,1000,78.5,,0.04
82000758723,Spirits,10.0,1000,78.5,,0.04
811538011006,Spirits,10.0,1000,78.5,,0.04
811538011013,Spirits,10.0,1000,78.5,,0.04
82000190325,Spirits,10.0,1000,78.5,,0.04
811538019651,Spirits,10.0,1000,78.5,,0.04
818844026441,Spirits,10.0,1000,78.5,,0.04
811538011037,Spirits,10.0,1000,78.5,,0.04
82000754909,Spirits,10.0,1000,78.5,,0.04
8256801,Spirits,1.28,128,153,,
811538010764,Spirits,28.83,2883,172,,
811538010801,Spirits,17.25,1725,205.95,,
811538010832,Spirits,14.33,1432,170.9,,
811538010894,Spirits,7.33,733,87,,
82000192954,Spirits,4.21,421,200.96,,
811538010887,Spirits,7.3,730,174,,
82000730361,Spirits,14.33,1433,97,,0.07
811538018760,Spirits,14.33,1433,97,,0.07
811538011587,Spirits,13.27,1327,78.5,,
811538011082,Spirits,6.84,684,81,,
811538011181,Spirits,6.35,635,37,,
811538011167,Spirits,6.35,635,37,,
811538011211,Spirits,4.22,422,49.5,,
811538011150,Spirits,6.35,635,37,,
811538010825,Spirits,17.25,1725,205.95,,
811538010856,Spirits,14.33,1432,170.9,,
82000743750,Spirits,21.44,2144,153.05,,0.14
811538010870,Spirits,7.3,730,174,,
811538010917,Spirits,7.34,734,87,,0.01
811538010955,Spirits,1.17,117,138.9,,
811538013314,Spirits,14.33,1433,97,,0.07
811538011143,Spirits,6.35,635,37,,
811538011396,Spirits,20.98,2098,149.4,,0.06
811538011372,Spirits,14.72,1472,234,,0.01
811538011426,Spirits,13.97,1397,225,,0.01
789764331048,Spirits,22.79,2279,135.25,,
753677291362,Spirits,17.15,1715,205,,
4841500024,Spirits,33.93,3393,202.45,,
4841500017,Spirits,18.84,1884,224.9,,
48415540346,Spirits,41.05,4105,245.48,,
48415540605,Spirits,16.54,1654,197.73,,
88352100272,Spirits,10.36,1036,123.5,,
88352109985,Spirits,4.56,456,53.9,,
850057177350,Spirits,20.17,2017,132,,0.04
600280010029,Spirits,27.5,2750,164,,
87647081425,Spirits,42.67,4267,255,,
87647113447,Spirits,34.92,3492,222,,0.04
87647113287,Spirits,72.25,7225,446,,0.02
87647114000,Spirits,141.83,14183,863.45,,0.01
87647113270,Spirits,53.47,5347,333.29,,0.03
811751023190,Spirits,49.17,4917,294,,
811751023213,Spirits,38.83,3883,232,,
811751022148,Spirits,44.17,4417,264,,
89540122694,Spirits,40.32,4032,240.9,,
89540122700,Spirits,26.08,2608,312,,
89540122717,Spirits,22.29,2229,266.45,,
89540145631,Spirits,10.5,1050,250.95,,
89540122731,Spirits,5.23,502,124.75,,
89540122748,Spirits,1.38,138,164.4,,
89540535548,Spirits,18.04,1804,267.06,,0.08
89540540085,Spirits,18.04,1804,267.06,,0.08
89540416373,Spirits,4.16,416,75.49,,0.28
89540423241,Spirits,4.16,416,75.49,,0.28
89540504926,Spirits,18.04,1804,267.06,,0.08
89540540092,Spirits,18.04,1804,267.06,,0.08
80686487203,Spirits,6.25,625,74.18,,
80686160212,Spirits,5.88,588,69.72,,
80686160106,Spirits,8.66,866,51.160000000000004,,
80686160434,Spirits,4.64,464,54.87,,
80686250128,Spirits,18.62,1862,110.6,,
80686250401,Spirits,10.46,1046,124.75,,
80686250203,Spirits,13.42,1342,160,,
89708000888,Spirits,15.19,1519,90,,
84279184265,Spirits,3.63,363,86,,
84279184289,Spirits,2.15,215,102,,
84279184227,Spirits,8.73,873,56.4,,3.33
84279184241,Spirits,5.88,588,76.36,,0.06
84279187631,Spirits,4.57,457,64.5,,0.2
84279912677,Spirits,4.57,457,64.5,,0.2
842790083180,Spirits,1.16,116,64,,0.11
852935001818,Spirits,20.62,2062,122.95,,
850030494023,Spirits,55.37,5537,337.5,,0.07
850030494955,Spirits,37.68,3768,225,,
850030494498,Spirits,1.8,180,128.5,,
850030494009,Spirits,20.08,2008,126,,0.25
850030494504,Spirits,1.8,180,128.5,,
850030494108,Spirits,25.05,2505,157.5,,0.18
850030494436,Spirits,21.6,2160,128.5,,
850030494764,Spirits,19.37,1937,121.5,,0.25
400000018744,Spirits,225.18,22518,1350,,
857361007229,Spirits,30.18,3018,180,,
857361007205,Spirits,30.18,3018,180,,
680203060072,Spirits,30.18,3018,180,,
80686042204,Spirits,9.07,907,108,,
80686042129,Spirits,15.09,1509,89.75,,
85156850006,Spirits,1.34,134,159.28,,
85156750009,Spirits,1.34,134,159.28,,
85156650002,Spirits,1.34,134,159.28,,
85156875009,Spirits,14.41,1441,171.82,,
85156675005,Spirits,14.41,1441,171.82,,
85156007509,Spirits,14.41,1441,171.82,,
85156017508,Spirits,28.02,2802,167,,
85156010004,Spirits,21.76,2176,260,,
88076188648,Spirits,9.09,909,107.95,,
88076188655,Spirits,17.4,1740,207.69,,
85156810000,Spirits,21.76,2176,260,,
88076188662,Spirits,9.09,909,107.95,,
88076188679,Spirits,17.4,1740,207.69,,
85156775002,Spirits,14.41,1441,171.82,,
85156710003,Spirits,21.76,2176,260,,
82000809838,Spirits,9.09,909,107.95,,
82000809845,Spirits,17.4,1740,207.69,,
85156475001,Spirits,14.41,1441,171.82,,
85156410002,Spirits,21.76,2176,260,,
85156610006,Spirits,21.76,2176,260,,
88076185050,Spirits,9.83,983,57.86,,
88076185098,Spirits,9.83,983,57.86,,
85156122158,Spirits,10.26,1026,122,,
85156404957,Spirits,1.34,134,159.28,,
85156803682,Spirits,25.02,2502,155,,0.1
85156515417,Spirits,14.1,1410,168.25,,0.03
85156610419,Spirits,23.58,2358,281.99,,0.02
857459003003,Spirits,4.6,460,54,,
682131859995,Spirits,7.49,749,88.75,,
682131859858,Spirits,7.49,749,88.75,,
682131859834,Spirits,7.49,749,88.75,,
682131859889,Spirits,7.49,749,88.75,,
682131859827,Spirits,7.49,749,88.75,,
682131860038,Spirits,7.49,749,88.75,,
682131859971,Spirits,7.49,749,88.75,,
5099357000936,Spirits,15.09,1509,207,,0.01
80686187240,Spirits,18.18,1818,135,,0.01
832032043126,Spirits,47.92,4792,286,,0.02
892032045360,Spirits,75.25,7525,450,,
892032044141,Spirits,56.92,5692,340,,0.01
610854008598,Spirits,78.75,7875,470,,
610854011079,Spirits,82.08,8208,490,,
860012407118,Spirits,23.44,2344,139.5,,
853396007463,Spirits,147.17,14717,880,,
87229174019,Spirits,27.17,2717,162,,
853396007227,Spirits,72.5,7250,432,,
853396007494,Spirits,38.5,3850,228,,
853396007241,Spirits,96.5,9650,576,,
853396007258,Spirits,72.5,7250,432,,
863396007302,Spirits,40.5,4050,240,,
853396007616,Spirits,75.5,7550,450,,
853396007203,Spirits,53.17,5317,316,,
853396007180,Spirits,53.17,5317,316,,
97485000090,Spirits,100.0,10000,599,,
84279002101,Spirits,10.42,1042,76.74,,0.05
84279002118,Spirits,0.51,51,80,,0.03
84279991528,Spirits,0.51,51,80,,0.03
84279991535,Spirits,10.42,1042,76.74,,0.05
84279005560,Spirits,0.51,51,80,,0.03
84279005553,Spirits,10.42,1042,76.74,,0.05
84279008561,Spirits,0.51,51,80,,0.03
84279996684,Spirits,0.51,51,80,,0.03
84279996714,Spirits,10.42,1042,76.74,,0.05
84279992105,Spirits,6.76,676,80,,
84279008837,Spirits,13.52,1352,80,,
84279989457,Spirits,6.76,676,80,,
84279008578,Spirits,0.51,51,80,,0.03
84279008004,Spirits,10.42,1042,76.74,,0.05
84279008011,Spirits,0.51,51,80,,0.03
84279983431,Spirits,10.42,1042,76.74,,0.05
84279985978,Spirits,0.51,51,80,,0.03
84279998343,Spirits,0.51,51,80,,0.03
84279998350,Spirits,10.42,1042,76.74,,0.05
84279009025,Spirits,0.51,51,80,,0.03
84279009049,Spirits,0.51,51,80,,0.03
856442005093,Spirits,34.17,3417,204,,
856442005109,Spirits,43.17,4317,258,,
856442005086,Spirits,28.17,2817,168,,
667368288817,Spirits,13.67,1367,81,,
80686008613,Spirits,150.12,15012,899.94,,0.0
80686007562,Spirits,130.63,12963,783,,
80686016045,Spirits,45.13,4413,270,,
80686016823,Spirits,45.13,4413,270,,
80686016793,Spirits,25.63,2463,152.98,,
80686016601,Spirits,14.32,1382,171,,
80686016946,Spirits,45.13,4413,270,,
80686016786,Spirits,45.13,4413,269.98,,
80686016878,Spirits,33.87,3287,202.42,,
80686016762,Spirits,25.63,2463,152.98,,
80686014256,Spirits,33.88,3388,202.45,,
80686010760,Spirits,48.58,4758,290.7,,
80686004486,Spirits,45.13,4413,270,,
80686016618,Spirits,14.32,1382,171,,
80686004424,Spirits,25.63,2463,152.98,,
860001753417,Spirits,97.68,9768,585,,
860001753448,Spirits,82.68,8268,495,,
84704000078,Spirits,9.56,956,125.91,,0.08
84704000115,Spirits,9.56,956,125.91,,0.08
84704010152,Spirits,3.03,303,71.82,,
84704000085,Spirits,11.14,1114,143.91,,0.07
84704000290,Spirits,17.63,1763,116.95,,0.08
86104000535,Spirits,12.56,1256,161.91,,0.07
84704100518,Spirits,18.38,1838,121.45,,0.09
850786006075,Spirits,22.68,2268,135,,
850786006464,Spirits,22.68,2268,135,,
850786006006,Spirits,27.93,2793,166.5,,
811538013024,Spirits,15.75,1575,188,,
811538013000,Spirits,13.93,1393,103.5,,0.06
811538013017,Spirits,18.18,1818,125.95,,0.04
793573950772,Spirits,21.08,2108,252,,
812459011984,Spirits,14.53,1453,56.959999999999994,,
76841130114,Spirits,15.08,1508,180,,
851884005366,Spirits,18.79,1879,111.75,,
851884005380,Spirits,1.62,162,96,,
400000013947,Spirits,90.5,9050,540,,
816136024595,Spirits,31.63,3163,189,,
40232247552,Spirits,34.5,3450,204,,
859026001221,Spirits,40.12,4012,480,,
40232290688,Spirits,34.5,3450,204,,
51497044565,Spirits,20.44,2044,121.5,,0.02
51497240240,Spirits,33.69,3369,201,,0.0
51497130695,Spirits,20.44,2044,121.5,,0.02
88076190641,Spirits,52.68,5268,315,,0.0
88076187771,Spirits,116.0,11600,695,,
88110140052,Spirits,69.25,6925,830,,0.0
88076180635,Spirits,40.5,4050,242,,
88076171664,Spirits,93.85,9385,562,,
84848100306,Spirits,15.1,1510,180,,
811041030013,Spirits,30.54,3054,193.5,,0.04
80686813019,Spirits,40.5,4050,485,,
80686813347,Spirits,66.0,6600,395,,
5010019000026,Spirits,81.97,8197,491,,
80686813033,Spirits,54.51,5450,326.23,,
80686813064,Spirits,34.74,3474,207.66,,
96749002658,Spirits,48.5,4850,290,,
96749031559,Spirits,17.46,1713,208.73,,
96749031535,Spirits,37.13,3647,222,,
84848720313,Spirits,20.17,2017,120,,
84848728302,Spirits,20.17,2017,120,,
84848722300,Spirits,20.17,2017,120,,
84848721310,Spirits,20.17,2017,120,,
850987001015,Spirits,17.38,1738,103.5,,
810000120239,Spirits,22.88,2288,272,,
7500326359149,Spirits,27.62,2762,330,,
80686000181,Spirits,172.62,17262,1034.94,,
80686024019,Spirits,32.38,3238,193.5,,
814789001512,Spirits,24.25,2425,290,,
80686092209,Spirits,10.65,1065,126.75,,
80686097129,Spirits,18.35,1835,109.1,,
80686097204,Spirits,10.65,1065,126.75,,
80686097709,Spirits,2.35,235,112,,
87116007703,Spirits,4.44,444,105.67,,
87116009073,Spirits,8.34,834,99,,
87116007673,Spirits,15.93,1593,94.5,,
80686138204,Spirits,7.58,758,90,,
5512513015,Spirits,22.67,2267,266,,
860148000108,Spirits,25.17,2517,296,,
860148000115,Spirits,22.33,2233,262,,
860148000177,Spirits,25.5,2550,300,,
860010474587,Spirits,35.38,3538,456,,0.01
736040539742,Spirits,19.68,1968,264,,0.01
736040007425,Spirits,28.38,2838,372,,0.01
700697229776,Spirits,9.0,900,105,,
5061029440227,Spirits,13.5,1350,78,,
614409550181,Spirits,11.5,1150,135,,
614409550167,Spirits,11.5,1150,135,,
5061029440241,Spirits,13.5,1350,78,,
614409550303,Spirits,12.1,1210,142.2,,
5061029440401,Spirits,13.5,1350,78,,
700697229769,Spirits,11.5,1150,135,,
5061029440265,Spirits,13.5,1350,78,,
700697229714,Spirits,11.5,1150,135,,
29929115411,Spirits,21.33,2133,255,,
83664866281,Spirits,15.35,1535,183.36,,
817469010101,Spirits,19.67,1967,235,,
850477005172,Spirits,10.18,1018,60,,
850477005028,Spirits,10.18,1018,60,,
850477005066,Spirits,10.18,1018,60,,
850477005059,Spirits,10.18,1018,60,,
80686008675,Spirits,150.13,15013,900,,
80686004370,Spirits,112.63,11263,675,,
80686007814,Spirits,112.63,11263,675,,
816136027893,Spirits,22.63,2263,135,,
816136027909,Spirits,0.13,13,,,
852955008132,Spirits,9.85,985,116.75,,
852955008156,Spirits,9.85,985,116.75,,
852955008118,Spirits,9.85,985,116.75,,
852955008125,Spirits,17.5,1750,103.5,,
860272001484,Spirits,10.42,1042,40.9,,
860007994111,Spirits,10.42,1042,40.9,,
860272001477,Spirits,10.42,1042,40.9,,
860272001446,Spirits,10.42,1042,40.9,,
860272001439,Spirits,10.42,1042,40.9,,
610854011789,Spirits,82.08,8208,490,,
19962669811,Spirits,12.54,1254,168,,0.04
19962670114,Spirits,12.54,1254,168,,0.04
644216998005,Spirits,20.08,2008,138,,0.04
787790209645,Spirits,16.07,1607,106,,0.08
19962670312,Spirits,12.54,1254,168,,0.04
732388689002,Spirits,16.07,1607,106,,0.08
732388688906,Spirits,16.07,1607,106,,0.08
787790209041,Spirits,16.02,1602,111,,0.05
787790208945,Spirits,16.02,1602,111,,0.05
787790209348,Spirits,16.02,1602,111,,0.05
787790208846,Spirits,16.02,1602,111,,0.05
787790208747,Spirits,16.02,1602,111,,0.05
713757982801,Spirits,16.02,1602,111,,0.05
88352129341,Spirits,13.01,1301,92.5,,0.05
88352129600,Spirits,10.88,1088,129.5,,
81240750818,Spirits,67.18,6718,402,,
871952000222,Spirits,45.18,4518,270,,
650270730468,Spirits,26.17,2617,156,,
87236001605,Spirits,3781.0,378100,3780,,
602938786584,Spirits,20.63,2063,123,,
860005044801,Spirits,9.8,980,126,,0.07
860005044825,Spirits,6.25,625,72,,
760354961210,Spirits,9.8,980,126,,0.07
760354961029,Spirits,25.1,2510,112,,0.09
760354961227,Spirits,25.1,2510,112,,0.09
82000799931,Spirits,8.48,848,49.8,,
82000799894,Spirits,8.48,848,49.8,,
82000799917,Spirits,8.48,848,49.8,,
82000799955,Spirits,8.48,848,49.8,,
94922677365,Spirits,52.63,5263,315,,
85000040768,Spirits,14.37,1437,42,,
85000042052,Spirits,13.97,1397,45,,0.24
85000042090,Spirits,7.67,767,47,,0.24
85000042076,Spirits,7.67,767,47,,0.24
85000042137,Spirits,7.67,767,47,,0.24
85000042113,Spirits,7.67,767,47,,0.24
630328000385,Spirits,13.83,1383,165,,
630328000392,Spirits,20.17,2017,120,,
630328000378,Spirits,11.34,1134,135,,
96749908585,Spirits,13.63,1363,80.96,,
96749001361,Spirits,7.21,688,85.7,,
96749908028,Spirits,15.38,1505,183.75,,
96749908011,Spirits,15.38,1505,183.75,,
87229131036,Spirits,13.63,1363,81,,
87229020033,Spirits,28.1,2810,336,,
86891026237,Spirits,25.17,2517,150,,
87229127817,Spirits,24.69,2469,294.75,,
187229127289,Spirits,13.17,1317,157,,
9354596006290,Spirits,9.86,986,58,,
9354596001967,Spirits,9.86,986,58,,
9354596000328,Spirits,9.86,986,58,,
812066020553,Spirits,73.5,7350,881,,
812066020607,Spirits,2062.88,206288,6187.5,,
812066024698,Spirits,105.1,10510,1260,,
812066021598,Spirits,63.85,6385,765,,
812066023066,Spirits,135.1,13510,1620,,
812066023387,Spirits,285.19,28519,1710,,
895412001062,Spirits,22.04,2204,130.75,,
895412001086,Spirits,22.04,2204,130.75,,
811538012294,Spirits,33.35,3335,256.5,,0.01
811538012034,Spirits,28.93,2893,230,,0.01
811538012911,Spirits,30.35,3035,238.5,,0.01
811538012300,Spirits,22.92,2292,193.9,,0.02
18959754530,Spirits,5.07,507,60,,
24400478078,Spirits,4.4,440,52,,
18959754660,Spirits,4.01,401,47.31,,
24400477804,Spirits,4.92,492,28.75,,
24400401182,Spirits,7.16,716,42.14,,
18959754868,Spirits,6.62,662,38.94,,
18959754653,Spirits,4.01,401,47.31,,
24400477705,Spirits,3.34,334,39.31,,
18959754677,Spirits,4.01,401,47.31,,
85246500354,Spirits,32.8,3280,196,,
85246502808,Spirits,150.27,15027,450,,
85246501221,Spirits,37.62,3762,224.94,,
85246501535,Spirits,46.62,4662,278.95,,
85246500101,Spirits,26.45,2645,157.92,,
85246500323,Spirits,15.98,1598,191,,
85246502389,Spirits,46.63,4663,279,,
85246501566,Spirits,29.38,2938,175.5,,
85246171561,Spirits,2.67,267,319.6,,
85246503171,Spirits,37.62,3762,224.94,,
85246502365,Spirits,150.27,15027,450,,
85246502709,Spirits,150.27,15027,450,,
85246500460,Spirits,52.63,5263,315,,
85256501801,Spirits,45.13,4513,269.97999999999996,,
85246502563,Spirits,48.88,4888,292.5,,
85246139462,Spirits,8.03,803,192,,
85246139424,Spirits,25.54,2554,305.62,,
85246139431,Spirits,21.04,2104,251.67,,
85246139417,Spirits,40.58,4058,242.68,,
85246144534,Spirits,11.46,1146,136.73,,
80432116692,Spirits,20.77,2077,123.82,,
80432116715,Spirits,20.77,2077,123.82,,
80432116685,Spirits,20.77,2077,123.82,,
80432116708,Spirits,20.77,2077,123.82,,
89540520575,Spirits,15.3,1530,91,,
89540536019,Spirits,7.31,731,43.08,,
89540535661,Spirits,7.31,731,43.08,,
89540535692,Spirits,7.31,731,43.08,,
89540520032,Spirits,15.3,1530,91,,
89540535685,Spirits,7.31,731,43.08,,
89540535715,Spirits,7.31,731,43.08,,
89540536538,Spirits,15.0,1417,125.95,,0.13
89540536521,Spirits,10.79,1037,165.4,,0.11
89540520162,Spirits,12.63,1222,183.48,,0.1
89540520100,Spirits,11.13,1071,165.4,,0.11
89540520155,Spirits,15.69,1486,126,,0.13
89540448978,Spirits,12.63,1222,183.48,,0.1
89540466446,Spirits,11.13,1071,165.4,,0.11
89540449036,Spirits,7.05,705,168.48,,
89540449326,Spirits,15.69,1486,126,,0.13
89540453927,Spirits,10.87,1087,129.6,,
89540448992,Spirits,11.13,1071,165.4,,0.11
89540540054,Spirits,12.63,1222,183.48,,0.1
89540463070,Spirits,12.63,1222,183.48,,0.1
89540463087,Spirits,11.13,1071,165.4,,0.11
89540472720,Spirits,12.63,1222,183.48,,0.1
89540472393,Spirits,11.13,1071,165.4,,0.11
89540463124,Spirits,12.63,1222,183.48,,0.1
89540463131,Spirits,11.13,1071,165.4,,0.11
89540536323,Spirits,6.1,568,105.02,,0.16
89540536330,Spirits,6.1,568,105.02,,0.16
89540540115,Spirits,12.63,1222,183.48,,0.1
89540540108,Spirits,11.13,1071,165.4,,0.11
89540536316,Spirits,6.1,568,105.02,,0.16
89540535562,Spirits,12.63,1222,183.48,,0.1
89540535555,Spirits,11.13,1071,165.4,,0.11
8710625700040,Spirits,25.49,2549,151.94,,
89683100061,Spirits,18.83,1883,112,,
70655954010,Spirits,8.52,852,49.99,,
86024008086,Spirits,10.62,1062,62.95,,
86024009991,Spirits,10.62,1062,62.95,,
86024007874,Spirits,8.2,820,81.2,,
88352123899,Spirits,9.44,944,112.5,,
762488200036,Spirits,27.93,2793,166.5,,
4976881521247,Spirits,25.79,2579,308,,
4976881520585,Spirits,21.46,2146,256,,
80432110829,Spirits,43.57,4357,522,,
80432400814,Spirits,26.38,2638,315.72,,
80432400913,Spirits,35.31,3531,422.9,,
80432101261,Spirits,175.08,17508,2100,,
39383010825,Spirits,14.21,1421,84.25,,
39383011242,Spirits,15.75,1575,93.5,,
39383010849,Spirits,14.21,1421,84.25,,
11034430053,Spirits,7.63,763,44.99,,
11034420054,Spirits,7.63,763,44.99,,
11034420078,Spirits,4.92,492,117.32,,
11034420030,Spirits,13.22,1322,78.5,,
11034420047,Spirits,8.97,897,53,,
11034981159,Spirits,10.41,1041,61.67,,
11034410031,Spirits,13.22,1322,78.5,,
11034410048,Spirits,8.97,897,53,,
11034410055,Spirits,7.63,763,44.99,,
11034410079,Spirits,4.92,492,117.32,,
182972000018,Spirits,29.83,2983,178,,
70491226005,Spirits,2.18,218,44,,0.12
