upc,Department,Retail,GM %,Deal,Deal Unit Cost,Unit Cost
88004030216,Spirits,10.05,1005,119.75,,
88004030261,Spirits,0.61,61,72.1,,
88004076702,Spirits,0.61,61,72.1,,
80660118864,Spirits,10.05,1005,119.75,,
89000990641,Spirits,10.05,1005,119.75,,
89000990610,Spirits,0.61,61,72.1,,
89000991600,Spirits,1.01,101,47.75,,
88004038557,Spirits,0.61,61,72.1,,
80660000060,Spirits,1.01,101,47.75,,
80660000022,Spirits,10.05,1005,119.75,,
88004024086,Spirits,0.61,61,72.1,,
80660010663,Spirits,10.05,1005,119.75,,
80660010700,Spirits,0.61,61,72.1,,
80660010670,Spirits,5.03,503,120,,
80660010694,Spirits,1.01,101,47.75,,
88004076696,Spirits,0.61,61,72.1,,
88004023812,Spirits,10.05,1005,119.75,,
88004023850,Spirits,0.61,61,72.1,,
88004039653,Spirits,0.61,61,72.1,,
89000991013,Spirits,10.05,1005,119.75,,
89000991044,Spirits,0.61,61,72.1,,
89000993079,Spirits,10.05,1005,119.75,,
89000992010,Spirits,0.61,61,72.1,,
817469010309,Spirits,20.5,2050,122,,
817469020049,Spirits,17.0,1700,101,,
80480220006,Spirits,32.7,3270,195.38,,
80432516171,Spirits,92.5,9250,554,,
80432000441,Spirits,96.14,9614,576.07,,
80432102145,Spirits,47.67,4767,285,,
80432102169,Spirits,94.33,9433,565,,
689768211028,Spirits,29.42,2942,352,,
689768222024,Spirits,42.67,4267,255,,
689768241001,Spirits,19.58,1958,234,,
835229001602,Spirits,24.0,2400,143,,0.03
89540535319,Spirits,6.59,659,38.74,,
89540535296,Spirits,6.59,659,38.74,,
89540535289,Spirits,6.59,659,38.74,,
89540536309,Spirits,14.39,1439,171.86,,
80432001110,Spirits,6.59,659,38.74,,
80432001134,Spirits,6.59,659,38.74,,
89540536293,Spirits,14.39,1439,171.86,,
835229002609,Spirits,24.0,2400,143,,0.03
80432001257,Spirits,13.18,1318,38.74,,
89540535401,Spirits,6.59,659,38.74,,
835229001138,Spirits,12.1,1160,192.2,,0.1
835229001145,Spirits,15.95,1545,238.44,,0.08
835229001305,Spirits,12.1,1160,192.2,,0.1
835229001404,Spirits,15.95,1545,238.44,,0.08
835229001206,Spirits,8.37,837,200.16,,
835229001008,Spirits,1.21,121,144.1,,
835229001244,Spirits,15.95,1545,238.44,,0.08
835229010437,Spirits,12.1,1160,192.2,,0.1
835229010451,Spirits,22.91,1912,184.5,,0.11
835229010277,Spirits,12.1,1160,192.2,,0.1
835229010284,Spirits,15.95,1545,238.44,,0.08
835229010291,Spirits,22.91,1912,184.5,,0.11
835229000711,Spirits,22.91,1912,184.5,,0.11
835229002302,Spirits,12.1,1160,192.2,,0.1
835229002401,Spirits,15.95,1545,238.44,,0.08
835229001428,Spirits,12.1,1160,192.2,,0.1
835229001435,Spirits,15.95,1545,238.44,,0.08
835229001336,Spirits,12.1,1160,192.2,,0.1
835229001343,Spirits,15.95,1545,238.44,,0.08
835229004306,Spirits,12.1,1160,192.2,,0.1
835229004405,Spirits,15.95,1545,238.44,,0.08
835229008304,Spirits,12.1,1160,192.2,,0.1
835229008403,Spirits,15.95,1545,238.44,,0.08
835229006300,Spirits,12.1,1160,192.2,,0.1
835229006409,Spirits,15.95,1545,238.44,,0.08
835229010994,Spirits,8.18,718,96.1,,0.2
835229011007,Spirits,12.03,1103,119.22,,0.16
835229011069,Spirits,8.18,718,96.1,,0.2
835229011076,Spirits,12.03,1103,119.22,,0.16
835229011083,Spirits,22.91,1912,184.5,,0.11
835229000407,Spirits,19.95,1995,238.44,,
835229000605,Spirits,24.0,2400,143,,
835229000100,Spirits,4.91,491,116.98,,
835229000209,Spirits,8.37,837,200.16,,
835229000308,Spirits,12.1,1160,192.2,,0.1
835229000001,Spirits,1.21,121,144.1,,
835229010116,Spirits,15.95,1545,238.44,,0.08
835229000728,Spirits,19.4,1840,163.45,,0.12
835229010802,Spirits,9.75,875,105.55,,0.16
835229010611,Spirits,16.15,1515,96.1,,0.2
835229011151,Spirits,12.03,1103,119.2,,0.08
850050187035,Spirits,24.17,2417,142,,
606610826495,Spirits,24.17,2417,142,,
75000462214319,Spirits,34.08,3408,203,,
7500462214326,Spirits,37.83,3783,225.5,,
96749000944,Spirits,13.42,1342,79.71,,
88352126821,Spirits,12.13,1213,72,,
96749086337,Spirits,6.82,682,81,,
96749086283,Spirits,6.82,682,81,,
88352115283,Spirits,6.07,607,72,,
96749086269,Spirits,12.13,1213,72,,
5016878600971,Spirits,52.71,5271,630,,
848375008555,Spirits,6.73,673,79.93,,
848375008562,Spirits,6.73,673,79.93,,
70491402355,Spirits,7.51,751,43.98,,
811538012072,Spirits,20.5,2050,122,,
88320630008,Spirits,14.42,1442,172,,
666900100129,Spirits,20.17,2017,120,,
4969265758834,Spirits,23.92,2392,142,,
4969265778597,Spirits,32.58,3258,194,,
89552900716,Spirits,6.92,692,82,,
89552477263,Spirits,6.92,692,82,,
660457529808,Spirits,35.31,3531,244,,0.0
88320152005,Spirits,15.58,1558,186,,
24409949807,Spirits,0.52,52,51.3,,
8437005781542,Spirits,12.07,1207,78,,0.19
8437005781559,Spirits,10.07,1007,66,,0.23
8437005781525,Spirits,15.64,1564,99,,0.15
83300048729,Spirits,19.57,0,234,,
763878002476,Spirits,21.15,2115,253,,
850192005020,Spirits,16.68,1668,99,,
850192005013,Spirits,16.68,1668,99,,
850192005006,Spirits,16.68,1668,99,,
810735016227,Spirits,3.58,358,42,,
80244002114,Spirits,16.63,1663,99,,
80244002121,Spirits,11.58,1158,137.95,,
80480987756,Spirits,52.63,5263,314.96,,
80480987787,Spirits,17.46,1746,208.73,,
850047003003,Spirits,34.9,3490,208.58,,
850047003058,Spirits,193.81,19381,580.63,,
80480989576,Spirits,49.15,4915,294.09,,
850047003065,Spirits,60.4,6040,361.59,,
75496667501,Spirits,37.63,3763,225,,
75496000407,Spirits,11.5,1150,137,,
75496001602,Spirits,2.12,212,24.5,,
75496002005,Spirits,14.23,1423,170,,
75496331143,Spirits,9.07,907,108,,
75496331495,Spirits,17.38,1738,103.5,,
96749499304,Spirits,17.83,1783,213,,
7503005292003,Spirits,22.17,2217,260,,
721059001311,Spirits,16.32,1632,105,,0.1
887341340060,Spirits,10.11,1011,120.5,,
400000000374,Spirits,27.17,2717,162,,
636191207401,Spirits,24.13,2413,144,,
721059001502,Spirits,15.07,1507,180,,
4850001002314,Spirits,21.75,2175,260,,
83300072106,Spirits,46.5,4650,278,,
81753829315,Spirits,55.68,5568,333,,
81753816247,Spirits,62.67,6267,375,,
81753839796,Spirits,97.68,9768,585,,
83300072045,Spirits,56.83,5683,340,,
81753832902,Spirits,42.18,4218,252,,
892032300247,Spirits,46.92,4692,280,,
704228020313,Spirits,21.8,2180,260.04,,
704228020429,Spirits,23.46,2346,280,,
96749084104,Spirits,14.16,1416,84.16,,
96749064203,Spirits,8.38,838,99.81,,
96749083107,Spirits,14.16,1416,84.16,,
96749083206,Spirits,8.38,838,99.81,,
892032050234,Spirits,143.08,14308,857,,
88352118567,Spirits,5.38,538,63,,
88352118321,Spirits,7.81,781,92.25,,
88352118390,Spirits,6.32,632,75,,
88352118383,Spirits,6.32,632,75,,
88352118413,Spirits,6.32,632,75,,
88352118406,Spirits,6.32,632,75,,
88352118796,Spirits,8.57,857,102,,
82496801507,Spirits,34.33,3433,205,,
82496801019,Spirits,23.49,2349,139.95,,
856365000380,Spirits,41.43,4143,247.5,,
856365000304,Spirits,37.68,3768,225,,
850049431002,Spirits,18.88,1888,112.5,,
664841021121,Spirits,16.08,1608,94,,
664841021114,Spirits,16.08,1608,94,,
859141004091,Spirits,28.63,2863,171,,
850483000611,Spirits,30.35,3035,181.3,,
850483000598,Spirits,62.03,6203,371.4,,
854275008137,Spirits,8.8,880,52,,
854275008182,Spirits,8.8,880,52,,
854275008120,Spirits,8.8,880,52,,
82000812296,Spirits,20.52,2052,122,,0.04
853507000024,Spirits,22.17,2217,132,,0.03
82000804161,Spirits,20.52,2052,122,,
857050005079,Spirits,25.68,2568,153,,
857050005123,Spirits,41.52,4152,123.75,,
857050005291,Spirits,10.48,1048,125,,
736040519324,Spirits,33.13,3313,197.96,,
736040519348,Spirits,28.63,2863,170.96,,
854938003004,Spirits,28.23,2823,168.39,,
80480985431,Spirits,8.25,825,48.7,,
80480986285,Spirits,8.25,825,48.7,,
80480985448,Spirits,8.25,825,48.7,,
80480987671,Spirits,7.98,798,47.1,,
80480985547,Spirits,13.83,1384,82.21,,
80480806002,Spirits,13.83,1384,82.21,,
80480986322,Spirits,13.83,1384,82.21,,
80480806026,Spirits,13.83,1384,82.21,,
80480015114,Spirits,13.83,1384,82.21,,
80480007119,Spirits,13.83,1384,82.21,,
80480985554,Spirits,13.83,1384,82.21,,
80480025205,Spirits,17.29,1729,102.93,,
80480025700,Spirits,3.69,369,175.95,,
80480355203,Spirits,18.67,1867,111,,0.04
80480988357,Spirits,0.84,84,100.19,,
80480983383,Spirits,11.81,1181,140.92,,
80480005276,Spirits,4.62,424,110,,
80480005245,Spirits,17.29,1729,102.93,,
80480005252,Spirits,12.01,1201,143.37,,
80480400620,Spirits,12.01,1201,143.37,,
80480400613,Spirits,17.29,1729,102.93,,
80480400668,Spirits,0.84,84,100.19,,
80480000264,Spirits,12.01,1201,143.37,,
80480000271,Spirits,10.51,1051,125.37,,
80480025601,Spirits,4.62,424,110,,
80480025304,Spirits,12.01,1201,143.37,,
80480025403,Spirits,10.51,1051,125.37,,
80480026219,Spirits,0.84,84,100.19,,
80480025465,Spirits,10.51,1051,125.37,,
80480505400,Spirits,19.35,1935,231.36,,
80480983406,Spirits,23.63,2363,140.97,,
80480983666,Spirits,17.29,1729,102.93,,
80480984267,Spirits,12.01,1201,143.37,,
80480984274,Spirits,10.51,1051,125.37,,
80480984281,Spirits,0.84,84,100.19,,
80480355302,Spirits,12.01,1201,143.37,,
80480355609,Spirits,5.52,552,65.45,,
80480355708,Spirits,3.43,343,81.51,,
80480001094,Spirits,10.51,1051,125.37,,
80480356200,Spirits,0.84,84,100.19,,
80480004828,Spirits,12.01,1201,143.37,,
80480004835,Spirits,10.51,1051,125.37,,
80480988258,Spirits,12.01,1201,143.37,,
80480988340,Spirits,10.51,1051,125.37,,
80480988425,Spirits,17.29,1729,102.93,,
80480003821,Spirits,12.01,1201,143.37,,
80480006747,Spirits,17.29,1729,102.93,,
80480006754,Spirits,12.01,1201,143.37,,
80480001506,Spirits,17.29,1729,102.93,,
80480001513,Spirits,12.01,1201,143.37,,
80480001520,Spirits,10.51,1051,125.38,,
80480004965,Spirits,17.29,1729,102.93,,
80480016210,Spirits,0.84,77,100.19,,
80480015602,Spirits,4.62,424,110,,
80480015206,Spirits,17.29,1729,102.93,,
80480015305,Spirits,12.01,1201,143.37,,
80480015404,Spirits,10.51,1051,125.37,,
80480015701,Spirits,3.43,343,81.51,,
80480015459,Spirits,10.51,1051,125.37,,
80480987176,Spirits,12.01,1201,143.37,,
80480986414,Spirits,10.51,1051,125.37,,
80480986438,Spirits,17.29,1729,102.93,,
80480986421,Spirits,8.42,842,100.2,,
80480001551,Spirits,0.84,84,100.19,,
3428681004105,Spirits,21.33,2133,255.92,,
3428681015507,Spirits,88.0,8800,528,,
82000776284,Spirits,19.09,1909,228,,
86767701763,Spirits,19.09,1909,228,,
86767705174,Spirits,19.09,1909,228,,
86767704566,Spirits,19.09,1909,228,,
86767210029,Spirits,35.18,3518,210,,
86767210043,Spirits,23.95,2395,300,,0.03
86767210104,Spirits,6.93,693,165.3,,
86767210098,Spirits,12.83,1283,153,,
86767210128,Spirits,1.25,125,99,,
86767210067,Spirits,18.54,1854,221.5,,0.06
88076182448,Spirits,7.82,782,249,,
86767705419,Spirits,19.09,1909,228,,
86767704832,Spirits,19.09,1909,228,,
86767705488,Spirits,19.09,1909,228,,
86767705525,Spirits,19.09,1909,228,,
86767705655,Spirits,19.09,1909,228,,
86767705624,Spirits,1.25,125,99,,
86767705648,Spirits,7.82,782,249,,
86767705693,Spirits,19.09,1909,228,,
86767705662,Spirits,1.25,125,99,,
86767705686,Spirits,7.82,782,249,,
80686015406,Spirits,45.13,4313,269.96,,
80686009405,Spirits,56.3,5630,337,,
632070101426,Spirits,90.46,9046,541.25,,
89540352817,Spirits,19.38,1938,115.5,,
89540352824,Spirits,18.42,1842,220,,
854443006019,Spirits,18.94,1894,112.5,,
854443006033,Spirits,18.94,1894,112.5,,
854443006002,Spirits,21.69,2169,129,,
83664112210,Spirits,52.01,5201,623,,
83664874132,Spirits,66.19,6619,396,,
83664871681,Spirits,65.61,6561,392.5,,
83664112234,Spirits,46.25,4625,554,,
83664858415,Spirits,273.38,27338,819,,
738101140058,Spirits,3.9,390,2.9,,
738101140065,Spirits,4.0,400,3,,
80516020143,Spirits,36.86,3686,220,,
736040537113,Spirits,22.71,2271,304,,0.01
857552008417,Spirits,36.19,3619,216,,
857552008394,Spirits,32.44,3244,193.5,,
857552008400,Spirits,43.69,4369,261,,
80368531002,Spirits,22.17,2217,132,,
80368533006,Spirits,22.17,2217,132,,
736040539797,Spirits,52.75,5275,378,,0.06
736040542698,Spirits,120.5,12050,360,,
736040004837,Spirits,120.5,12050,360,,
736040002796,Spirits,63.25,6325,378,,
736040006558,Spirits,63.25,6325,378,,
74993024770,Spirits,6.29,629,24,,
74993024893,Spirits,6.29,629,24,,
859644000019,Spirits,24.89,2489,148.35,,
84380424632,Spirits,8.42,842,100,,
84380424618,Spirits,14.44,1444,85.5,,0.03
84380429835,Spirits,8.42,842,100,,
84380425011,Spirits,14.0,1400,83,,
84380425035,Spirits,8.42,842,100,,
84380425219,Spirits,14.0,1400,83,,
84380425233,Spirits,8.42,842,100,,
80660411316,Spirits,11.46,1146,67.95,,
80660411330,Spirits,6.27,627,74.45,,
80660559537,Spirits,6.32,632,75,,
80660559513,Spirits,11.38,1138,67.45,,
80660472614,Spirits,11.58,1158,68.5,,
80660472072,Spirits,2.62,262,61.95,,
80660472638,Spirits,6.25,625,73.95,,
82928114151,Spirits,5.16,516,60.95,,
80660472089,Spirits,1.43,143,67.98,,
88004027902,Spirits,8.4,840,49.62,,
80660581019,Spirits,11.38,1138,67.5,,
80660583037,Spirits,6.57,657,78,,
80686002956,Spirits,42.13,4013,252,,
80686012344,Spirits,42.13,4013,252,,
80686012405,Spirits,39.42,3942,472,,
80686012146,Spirits,38.88,3688,232.45,,
80686003601,Spirits,42.13,4013,252,,
80686012139,Spirits,35.68,3568,288,,0.02
80686020011,Spirits,53.5,5350,320,,
80686012207,Spirits,60.13,5813,360,,
80686012122,Spirits,20.31,1931,242.9,,
80686012320,Spirits,57.63,5563,345,,
80686012474,Spirits,42.13,4013,252,,
9024153100432,Spirits,23.08,2308,276,,
80686021742,Spirits,6.67,667,79.19999999999999,,
80432106624,Spirits,21.0,2100,125,,
89540507590,Spirits,21.12,2112,125.94999999999999,,
89540333472,Spirits,27.83,2783,166,,
89540333489,Spirits,15.42,1542,184.23,,
89540333496,Spirits,13.17,1316,157.18,,
789764421336,Spirits,27.75,2775,165.5,,
87116069688,Spirits,25.5,2550,152,,
87116069732,Spirits,49.17,4917,294,,
81753837808,Spirits,44.43,4443,265.5,,
81753837815,Spirits,31.75,3175,189.41,,
81753837822,Spirits,22.75,2275,135.41,,
88004020828,Spirits,17.44,1744,103.5,,
88004020835,Spirits,9.85,985,117,,
851718000697,Spirits,26.38,2638,157.5,,
5060399680998,Spirits,0.18,18,,,
852176003466,Spirits,16.67,1667,99,,
852176003497,Spirits,16.67,1667,99,,
96749004461,Spirits,47.06,4706,140.38,,
96749941001,Spirits,24.13,2413,143.96,,
860009643130,Spirits,9.13,913,54,,
860009643147,Spirits,9.13,913,54,,
860009643154,Spirits,9.13,913,54,,
860010299302,Spirits,9.13,913,54,,
860010299333,Spirits,9.13,913,54,,
860010299357,Spirits,13.7,1370,54,,
73705079206,Spirits,2.0,200,1,,
856442005000,Spirits,45.17,4517,270,,
31259004334,Spirits,57.68,5768,344.96,,
31259003542,Spirits,36.84,3684,219.96,,
31259005225,Spirits,36.84,3684,219.96,,
812459012875,Spirits,13.68,1368,80.95,,
812459014404,Spirits,13.68,1368,80.95,,
812459010222,Spirits,13.68,1368,80.95,,
812459012820,Spirits,13.68,1368,80.95,,
812459010710,Spirits,13.68,1368,80.95,,
812459013308,Spirits,13.68,1368,80.95,,
812459011731,Spirits,13.68,1368,80.95,,
812459010659,Spirits,13.68,1368,80.95,,
812459014619,Spirits,13.68,1368,80.95,,
812459014626,Spirits,0.69,69,40,,
812459014350,Spirits,13.68,1368,80.95,,
812459013803,Spirits,13.68,1368,80.95,,
812459013865,Spirits,13.68,1368,80.95,,
80368249211,Spirits,19.75,1975,236,,
892060111136,Spirits,13.46,1346,160,,
737212282770,Spirits,13.46,1346,160,,
892060111150,Spirits,13.46,1346,160,,
892060111105,Spirits,13.46,1346,160,,
88004032722,Spirits,26.88,2688,160.25,,
612484750151,Spirits,60.17,6017,360,,
87752029084,Spirits,17.32,1732,207,,
87752029145,Spirits,17.32,1732,207,,
87752029114,Spirits,17.32,1732,207,,
88004019815,Spirits,14.47,1447,86.01,,
791774105212,Spirits,58.0,5800,342,,
96749003464,Spirits,13.2,1286,78.39,,
96749003457,Spirits,7.25,709,86.25,,
96749003440,Spirits,0.67,65,79.5,,
88100134658,Spirits,9.7,970,115.63,,
88100134634,Spirits,16.35,1602,97.3,,
88100134535,Spirits,7.29,713,86.74,,
88100134573,Spirits,4.4,432,104.82,,
88100134580,Spirits,2.44,239,116.09,,
88100134757,Spirits,7.25,709,86.25,,
96749003365,Spirits,0.67,65,79.5,,
88100134511,Spirits,13.2,1286,78.39,,
96749004027,Spirits,7.25,709,86.25,,
96749004034,Spirits,13.2,1286,78.39,,
96749004010,Spirits,0.67,65,79.5,,
88100134856,Spirits,7.25,709,86.25,,
88100135037,Spirits,13.2,1286,78.39,,
850001901680,Spirits,53.19,5319,318,,
752830059290,Spirits,33.94,3394,202.5,,
96749011650,Spirits,15.01,1435,89.28,,
96749011490,Spirits,10.95,1062,130.59,,
96749011681,Spirits,9.01,868,107.38,,
80244002039,Spirits,60.63,6063,363,,
86024016432,Spirits,7.61,761,90.16,,
86024016449,Spirits,13.72,1372,81.18,,
875230000003,Spirits,20.17,2017,120,,
88352141206,Spirits,97.77,9777,292.5,,
856881004275,Spirits,14.35,1435,171,,
856881004305,Spirits,1.22,122,145,,
856881004145,Spirits,14.35,1435,171,,
856881004015,Spirits,14.35,1435,171,,
856881004046,Spirits,21.19,2119,126,,
856881004176,Spirits,14.35,1435,171,,
856881004404,Spirits,14.35,1435,171,,
856881004411,Spirits,1.22,122,145,,
856881004671,Spirits,14.35,1435,171,,
856881004602,Spirits,14.35,1435,171,,
856881004565,Spirits,14.35,1435,171,,
856881004572,Spirits,1.22,122,145,,
856881004008,Spirits,14.35,1435,171,,
856881004039,Spirits,21.19,2119,126,,
856881004626,Spirits,14.35,1435,171,,
856881004657,Spirits,21.19,2119,126,,
856881004237,Spirits,14.35,1435,171,,
815197003327,Spirits,10.6,1060,126,,
815197003334,Spirits,16.19,1619,96,,
815197003310,Spirits,23.44,2344,139.5,,
815970003280,Spirits,13.6,1360,162,,
854647008024,Spirits,14.46,1446,85.25,,
80432116432,Spirits,213.88,21388,1282.47,,
858198001015,Spirits,21.88,2188,130.46,,
858198001763,Spirits,26.75,2675,159.71,,
80915033409,Spirits,9.1,910,108,,
80915037445,Spirits,9.1,910,108,,
80915036950,Spirits,11.1,1110,132,,
80915108039,Spirits,14.97,1497,178.5,,
80915122080,Spirits,11.1,1110,132,,
80915001194,Spirits,11.1,1110,132,,
80480986001,Spirits,16.32,1608,97.15,,
80480985646,Spirits,20.26,2026,120.75,,
80480986216,Spirits,8.5,850,50.21,,
80480300005,Spirits,22.49,2249,134.11,,
80480300012,Spirits,14.79,1479,176.69,,
80480300029,Spirits,12.45,1233,148.65,,
80480002114,Spirits,16.94,1682,202.5,,
80480301002,Spirits,27.67,2767,165,,0.03
80480301019,Spirits,20.94,1994,250.5,,
80480301026,Spirits,17.65,1753,211,,
8048840,Spirits,1.21,121,144.2,,
80480301149,Spirits,7.44,744,88.5,,
80480301033,Spirits,11.44,1144,136.5,,
80480988548,Spirits,26.38,2638,157.46,,
55125556208,Spirits,0.65,65,12,,
39383009904,Spirits,105.12,10512,314.25,,
3938301160,Spirits,70.33,7033,210,,
39383011600,Spirits,105.12,10512,314.25,,
80432401682,Spirits,21.42,2142,256,,
80686011408,Spirits,75.12,7512,449.95,,
80686009153,Spirits,101.38,10138,607.5,,
87752019566,Spirits,29.83,2983,178,,
87512121164,Spirits,18.5,1850,110,,
400000007175,Spirits,31.58,3158,188,,
400000010960,Spirits,20.92,2092,124,,
8000679000754,Spirits,34.58,3458,206,,
8000679000549,Spirits,32.58,3258,194,,
400000007182,Spirits,21.25,2125,126,,
400000007144,Spirits,32.58,3258,194,,
8000679000730,Spirits,35.58,3558,212,,
8000679000112,Spirits,20.92,2092,124,,
400000016399,Spirits,39.58,3958,236,,
663881000004,Spirits,9.15,915,108.25,,
87236700362,Spirits,26.83,2683,160,,
86785511153,Spirits,33.5,3350,200,,
850483000055,Spirits,50.38,5038,301.45,,
88352136103,Spirits,18.68,1868,110.6,,
663881000790,Spirits,9.34,934,110.6,,
898563002209,Spirits,24.86,2486,148,,0.02
88320300215,Spirits,53.13,5313,318,,
88320300246,Spirits,37.4,3740,448,,
88320300260,Spirits,45.8,4580,274,,
88320300253,Spirits,120.13,12013,720,,
27724947503,Spirits,27.94,2794,166.5,,0.02
853826005007,Spirits,25.72,2572,184,,0.03
853826005458,Spirits,34.03,3403,240,,0.02
853826005298,Spirits,34.03,3403,240,,0.02
853826005625,Spirits,34.03,3403,240,,0.02
853826005530,Spirits,34.03,3403,240,,0.02
5690772001005,Spirits,25.17,2517,150,,
719973994307,Spirits,18.67,1867,111,,
719973994208,Spirits,18.67,1867,111,,
719973994253,Spirits,1.07,108,128,,
719973994802,Spirits,18.67,1867,111,,
719973995304,Spirits,18.67,1867,111,,
719973999302,Spirits,3.71,371,88,,
719973994901,Spirits,18.67,1867,111,,
719973998503,Spirits,18.67,1867,111,,
719973999203,Spirits,3.71,371,88,,
719973996806,Spirits,18.67,1867,111,,
719973995557,Spirits,17.33,1733,103,,
860017000796,Spirits,90.19,9019,540,,
860017000758,Spirits,67.87,6787,406.05,,
860017000727,Spirits,30.19,3019,180,,
860017000734,Spirits,45.18,4518,269.95,,
850887004109,Spirits,31.0,3100,186,,
850887004208,Spirits,28.0,2800,168,,
850151007034,Spirits,14.0,1400,168,,
850887004352,Spirits,20.5,2050,123,,
850887004710,Spirits,26.5,2650,159,,
850887004833,Spirits,20.16,2016,120.96,,
850887004376,Spirits,20.5,2050,123,,
850887004154,Spirits,42.0,4200,252,,
850151007010,Spirits,13.0,1300,156,,
850887004314,Spirits,20.5,2050,123,,
851972006008,Spirits,16.79,1679,99.25,,
7460855252888,Spirits,33.93,3393,202.45,,
812066020058,Spirits,18.09,1809,215.9,,
812066020065,Spirits,21.47,2147,256.5,,
812066020171,Spirits,22.6,2260,270,,
87236700386,Spirits,42.93,4293,256.46,,
87236701253,Spirits,46.5,4650,278,,
815079020862,Spirits,21.63,2163,129,,
815079020404,Spirits,18.13,1813,108,,
39383009812,Spirits,17.5,1750,104,,
39383011747,Spirits,15.17,1517,90,,
39383011860,Spirits,15.17,1517,90,,
39383012089,Spirits,15.17,1517,90,,
88110955311,Spirits,55.18,5518,330,,
88076182691,Spirits,42.17,4217,505,,
88076177789,Spirits,36.84,3684,441,,
88076187245,Spirits,26.59,2659,318,,
88110955328,Spirits,27.46,2746,328.5,,0.0
88110955342,Spirits,63.33,6333,379,,
88076170087,Spirits,120.18,12018,720,,
88110955304,Spirits,34.84,3484,417,,
810879022085,Spirits,13.17,1317,78,,
810879022351,Spirits,7.17,717,85,,
80244009236,Spirits,26.75,2675,320,,
80244009212,Spirits,37.69,3769,225,,
80244003715,Spirits,16.58,1658,198,,
88004063702,Spirits,57.49,5749,688.75,,
82000760832,Spirits,32.59,3259,390,,
82000766087,Spirits,14.38,1438,171.5,,
