Product Description,Product UPC,Department,Category (for markup),Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net Unit Cost,Net Case Cost,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Item Number,Avg Retail,Avg Club,Avg Sale,Competitor Pricing,Markup %,Invoice Price,Neilson,Total Wine,Cub,Color
Dalwhinnie 15 Yr Single Malt,088110100056,Liquor,Whisky/Whiskey,750ml,12,Diageo/UBI,Johnson Brothers Liquor Co,Case 1,ALL,51.175000000000004,614.1,675,72.99,64.96,0.2122075123152708,613,675,000043836,74.99,64.96,0,,0.3,613,,,,
Damiana,081932049534,Liquor,Cordials,750ml,12,Mexcor,Bellboy Corporation,,ALL,18.666666666666668,224,223,23.99,,0.22189801306099755,223,223,8260134,26.99,0,0,,0.3,223,,,,
Dampfwerk Aged Apple Brandy,852064007088,Liquor,Brandy,375ml,12,Dampfwerk,The Wine Company, ,ALL,23.291666666666668,279.5,290,12.99,10.96,-1.1251520681265206,278,290,23381,31.99,0,0,,0.5,278,,,,
Dampfwerk Aged Grape Brandy,852064007101,Liquor,Brandy,375ml,12,Dampfwerk,The Wine Company, ,ALL,29.125,349.5,372,22.99,18.96,-0.5361286919831223,348,372,23382,39.99,0,0,,0.5,348,,,,
Dampfwerk Aquavit,852064007170,Liquor,Cordials,750ml,6,Dampfwerk,The Wine Company, ,ALL,28.916666666666668,173.5,184,22.99,18.96,-0.52514064697609,172,184,23367,42.99,0,0,,0.3,172,,,,June 1 Update
Dampfwerk Barreled Gin,852064007071,Liquor,Gin,750ml,6,Dampfwerk,The Wine Company, ,ALL,34.25,205.5,214,15.99,12.96,-1.6427469135802468,204,214,23371,49.99,0,0,,0.3,204,,,,
Dampfwerk Helgolander Herbal Liqueur,852064007026,Liquor,Cordials,375ml,12,Dampfwerk,The Wine Company, ,ALL,21.458333333333332,257.5,268,15.99,12.96,-0.6557355967078188,256,268,23372,30.99,0,0,,0.5,256,,,,
Dampfwerk London Dry Gin,852064007019,Liquor,Gin,750ml,6,Dampfwerk,The Wine Company, ,ALL,26.25,157.5,166,15.99,12.96,-1.0254629629629628,156,166,23369,40.99,0,0,,0.3,156,,,,
Dampfwerk Orange Liqueur,852064007323,Liquor,Cordials,375ml,12,Dampfwerk,The Wine Company, ,ALL,13.791666666666666,165.5,172,15.99,12.96,-0.06417181069958836,164,172,26754,20.99,17.96,0,,0.5,164,,,,
Dampfwerk Pear Brandy,852064007132,Liquor,Brandy,375ml,12,Dampfwerk,The Wine Company, ,ALL,26.625,319.5,336,15.99,12.96,-1.054398148148148,318,336,23380,35.99,0,0,,0.5,318,,,,
Dampfwerk Pfeffersack Herbal Liqueur,852064007262,Liquor,Cordials,375ml,12,Dampfwerk,The Wine Company, ,ALL,25.125,301.5,312,15.99,12.96,-0.9386574074074073,300,312,23376,35.99,0,0,,0.5,300,,,,
Dampfwerk Rabbit in the Rye,852064007125,Liquor,Cordials,375ml,12,Dampfwerk,The Wine Company, ,ALL,28.625,343.5,356,11.99,9.96,-1.8739959839357427,342,356,23377,41.99,0,0,,0.5,342,,,,
Dampfwerk Single Malt Whiskey,852064007248,Liquor,Whisky/Whiskey,750ml,6,Dampfwerk,The Wine Company, ,ALL,44.25,265.5,282,11.99,9.96,-3.442771084337349,264,282,23378,60.99,54.96,0,,0.3,264,,,,
Dampfwerk The Crane Floral Gin,852064007224,Liquor,Cordials,750ml,6,Dampfwerk,The Wine Company, ,ALL,28.916666666666668,173.5,182,11.99,9.96,-1.9032797858099062,172,182,23370,42.99,35.96,0,,0.3,172,,,,
Dampfwerk Unaged Apple Brandy,852064007002,Liquor,Brandy,375ml,12,Dampfwerk,The Wine Company, ,ALL,20.791666666666668,249.5,266,21.99,17.96,-0.15766518188567188,248,266,23379,28.99,0,0,,0.5,248,,,,
Damrak Gin,87236330002,Liquor,,750ml,6,MHW LTD - LUCAS BOLS USA,Breakthru Beverage,,ALL,20.691666666666666,124.15,123,26.99,,0.23335803383969367,123,,9121894,,,,,0.3,123,,,,
Daron Calvados,695521106012,Liquor,,750ml,6,Cognac Ferrand,Bellboy Corporation,,ALL,29,174,173,36.99,,0.21600432549337664,173,173,6760914,,,,,0.3,173,,,,
Dashfire Allspice Bitters,753677291461,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291461,,,,,0.5,56,,,,
Dashfire Bay Leaf Bitters,753677291508,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291508,,,,,0.5,56,,,,
Dashfire Cardamom Bitters,753677291485,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291485,15.99,0,0,,0.5,56,,,,
Dashfire Chai Walla Bitters,753677291317,Liquor,Mixes,50ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291317,0,0,0,,0.5,56,,,,
Dashfire Chinese Bitters,039517842667,Liquor,Mixes,50ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,039517842667,0,0,0,,0.5,56,,,,
Dashfire Cinnamon Bitters,753677291454,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291454,,,,,0.5,56,,,,
Dashfire Classic Creole Bitters,753677291607,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,73,15.99,,0.3850323118615801,56,56,753677291607,0,0,0,,0.5,56,,,,
Dashfire Clove Bitters,753677291478,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291478,,,,,0.5,56,,,,
Dashfire El Presidente RTD,043499929940,Liquor,Pre-Mix,100ml,24,Dashfire,Vinocopia,Net Down Pricing,ALL,3.5625,85.5,96,4.99,,0.2860721442885772,84,,53659,6.99,5.96,0,,0.5,84,,,,
Dashfire Espresso Martini RTD,043499929803,Liquor,RTD,100ml,24,Dashfire,Vinocopia,Net Down Pricing,ALL,3.5625,85.5,96,4.99,,0.2860721442885772,84,,53629,7.99,0,0,,0.5,84,,,,
Dashfire Grapefruit Bitters,753677291447,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291447,0,0,0,,0.5,56,,,,
Dashfire Hibiscus Bitters,753677291423,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291423,,,,,0.5,56,,,,
Dashfire Jerry Thomas Bitters,753677291621,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,73,15.99,,0.3850323118615801,56,56,753677291621,,,,,0.5,56,,,,
Dashfire Lavender Bitters,753677291416,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291416,17.99,14.96,0,,0.5,56,,,,
Dashfire Lemon Bitters,753677291430,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291430,,,,,0.5,56,,,,
Dashfire Lime Bitters,753677291522,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291522,0,0,0,,0.5,56,,,,
Dashfire Manhattan RTD,043499929865,Liquor,Pre-Mix,100ml,24,Dashfire,Vinocopia,Net Down Pricing,ALL,3.5625,85.5,96,4.99,,0.2860721442885772,84,,53599,6.49,5.96,0,,0.5,84,,,,
Dashfire Manhattan RTD,043499929858,Liquor,Pre-Mix,750ml,6,Dashfire,Vinocopia,Net Down Pricing,ALL,19.75,118.5,130.5,27.99,,0.29439085387638436,117,,53590,29.99,0,0,,0.3,117,,,,
Dashfire Martinez RTD,043499929926,Liquor,Pre-Mix,100ml,24,Dashfire,Vinocopia,Net Down Pricing,ALL,3.5625,85.5,96,4.99,,0.2860721442885772,84,,53649,6.99,5.96,0,,0.5,84,,,,
Dashfire Mission Fig Fennel Bitters,753677291782,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,73,15.99,,0.3850323118615801,56,56,753677291782,,,,,0.5,56,,,,
Dashfire Mole Bitters,753677291645,Liquor,Mixes,50ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291645,17.99,14.96,0,,0.5,56,,,,
Dashfire Negroni RTD,043499929797,Liquor,RTD,100ml,24,Dashfire,Vinocopia,Net Down Pricing,ALL,3.5625,85.5,96,4.99,,0.2860721442885772,84,,53619,7.99,0,0,,0.5,84,,,,
Dashfire Old Fashioned Bitters,753677291584,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,73,15.99,,0.3850323118615801,56,56,753677291584,17.99,14.96,0,,0.5,56,,,,
Dashfire Old Fashioned RTD,043499929841,Liquor,Pre-Mix,100ml,24,Dashfire,Vinocopia,Net Down Pricing,ALL,3.5625,85.5,96,4.99,,0.2860721442885772,84,,53589,6.49,5.96,0,,0.5,84,,,,
Dashfire Old Fashioned RTD,043499929827,Liquor,Pre-Mix,750ml,6,Dashfire,Vinocopia,Net Down Pricing,ALL,19.75,118.5,130.5,27.99,,0.29439085387638436,117,,53580,35.49,29.96,0,,0.3,117,,,,
Dashfire Orange Bitters,753677291386,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,13.96,0.2956064947468959,56,56,753677291386,15.99,13.96,0,,0.5,56,,,,
Dashfire Sichuan Bitters,753677291492,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291492,,,,,0.5,56,,,,
Dashfire Spiced Apple Bitters,753677291560,Liquor,Mixes,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,73,15.99,,0.3850323118615801,56,56,753677291560,17.99,14.96,0,,0.5,56,,,,
Dashfire Star Anise Bitters,753677291515,Liquor,,100ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,753677291515,,,,,0.5,56,,,,
Dashfire Vintage Orange Bitters,039517842650,Liquor,,50ml,6,AMCS,Am Craft Spirits, ,ALL,9.833333333333334,59,65,13.99,,0.297116988324994,56,56,039517842650,,,,,0.5,56,,,,
Dashfire White Russian RTD,043499929902,Liquor,Pre-Mix,100ml,24,Dashfire,Vinocopia,Net Down Pricing,ALL,3.5625,85.5,96,4.99,,0.2860721442885772,84,,53609,6.49,5.96,0,,0.5,84,,,,
Dashfire White Russian RTD,043499929896,Liquor,Pre-Mix,750ml,6,Dashfire,Vinocopia,Net Down Pricing,ALL,19.75,118.5,130.5,27.99,,0.29439085387638436,117,,53600,29.99,0,0,,0.3,117,,,,
David Nicholson 1843,088352113920,Liquor,Whisky/Whiskey,750ml,6,Libation Project,Libation Project,Case 1,ALL,26.5,159,166,43.99,36.96,0.28300865800865804,156,,99099,43.99,36.96,0,,0.3,156,,,,0
David Nicholson Reserve,088352131177,Liquor,Whisky/Whiskey,750ml,6,Libation Project,Libation Project,Case 1,ALL,32.5,195,192,41.99,39.96,0.1866866866866867,192,,99098,44.99,39.96,0,,0.3,192,,,,
DE SO NA ASST 6PK PK CAN ,850042868959,Non-Alcoholic,Pre-Mix,6pk 8oz can,4,,Southern Wine & Spirits,,ALL,16.325,65.3,76.5,24.99,,0.34673869547819125,64.5,64.5,658379,23.99,19.96,0,,0.3,64.5,,,,
DE SOI GOLDN HR SP APER(NA),850034209289,Non-Alcoholic,Pre-Mix,4pk 8oz can,6,,Southern Wine & Spirits,,ALL,10.883333333333333,65.3,76.5,16.99,,0.3594271139886207,64.5,64.5,658084,16.99,13.96,0,,0.3,64.5,,,,
DE SOI HTE MARG SP APER,850042868935,Non-Alcoholic,Pre-Mix,4pk 8oz can,6,,Southern Wine & Spirits,,ALL,10.883333333333333,65.3,76.5,16.99,,0.3594271139886207,64.5,64.5,658290,16.99,13.96,0,,0.3,64.5,,,,
DE SOI ITALIANO APER(NA),850042868843,Non-Alcoholic,Pre-Mix,4pk 8oz can,6,,Southern Wine & Spirits,,ALL,10.883333333333333,65.3,76.5,16.99,,0.3594271139886207,64.5,64.5,658147,16.99,13.96,0,,0.3,64.5,,,,
DE SOI TRES ROS SP APER(NA),850042868652,Non-Alcoholic,Pre-Mix,4pk 8oz can,6,,Southern Wine & Spirits,,ALL,10.883333333333333,65.3,76.5,16.99,,0.3594271139886207,64.5,64.5,658146,16.99,13.96,0,,0.3,64.5,,,,
DEANSTON SCO SMALT 12YR 92.6,758371130719,Liquor,Whisky/Whiskey,750ml,6,TERLATO WINES INTERNATIONAL,Southern Wine & Spirits, ,ALL,58.800000000000004,352.8,360,77.99,,0.24605718681882283,352,352,412481,77.99,0,0,,0.3,352,,,,
Deep Eddy Lime 1.75L,856065002257,Liquor,Vodka,1.75L,6,,Southern Wine & Spirits,,ALL,20.175,121.05,120.25,25.99,,0.22373989996152358,120.25,,937,30.99,22.96,0,,0.3,120.25,,,,
DEEP EDDY VOD CRANBERRY 70,856065002172,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,19.96,0.2890364061456245,173.49,178.8,354392,23.99,19.96,0,,0.3,173.49,,,,
DEEP EDDY VOD LEMON 70,856065002424,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,19.96,0.2890364061456245,173.49,178.8,376952,23.99,19.96,0,,0.3,173.49,503,19.99,21.99,
DEEP EDDY VOD LEMON 70,856065002431,Liquor,Vodka,1.75L,6,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,17.80666666666667,106.84,159.71,34.99,22.96,0.2534843205574913,106.04,111.35,376951,26.99,22.96,0,,0.3,106.04,,,,
DEEP EDDY VOD LIME 70,856065002264,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,19.96,0.2890364061456245,173.49,178.8,988457,23.99,19.96,0,,0.3,173.49,,,,
DEEP EDDY VOD LIME 70 PET 12/10P,856065002301,Liquor,,50ml,120,Heaven Hill,Southern Wine & Spirits, ,ALL,0.9751666666666666,117.02,155.22,1.99,,0.509966499162479,116.22,116.22,991308,,,,,0.5,116.22,,,,
DEEP EDDY VOD ORANGE 70,856065002806,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,19.96,0.2890364061456245,173.49,178.8,463907,24.99,19.96,0,,0.3,173.49,,,,
DEEP EDDY VOD PEACH 70,856065002592,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,19.96,0.2890364061456245,173.49,178.8,405713,23.99,19.96,0,,0.3,173.49,,,,
DEEP EDDY VOD RUBY RED 70,856065002097,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,19.96,0.2890364061456245,173.49,178.8,336236,23.99,19.96,0,,0.3,173.49,,,,
DEEP EDDY VOD RUBY RED 70,856065002103,Liquor,Vodka,1.75L,6,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,17.80666666666667,106.84,159.71,34.99,22.96,0.2534843205574913,106.04,111.35,336235,26.99,22.96,0,,0.3,106.04,,,,
DEEP EDDY VOD RUBY RED 70 12/10PK,856065002110,Liquor,Vodka,50ml,120,Heaven Hill,Southern Wine & Spirits,,ALL,0.9751666666666666,117.02,155.22,1.99,,0.509966499162479,116.22,116.22,968853,1.99,0,0,,0.5,116.22,,,,
DEEP EDDY VOD SWEET TEA 70,856065002011,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,19.96,0.2890364061456245,173.49,178.8,319328,23.99,19.96,0,,0.3,173.49,,,,
DEEP EDDY VOD SWEET TEA 70 12/10PK,856065002066,Liquor,,50ml,120,Heaven Hill,Southern Wine & Spirits,,ALL,0.9751666666666666,117.02,155.22,1.99,,0.509966499162479,116.22,116.22,968825,1.49,0,0,,0.5,116.22,,,,
DEEP EDDY VODKA 80,856065002042,Liquor,Vodka,Liter,12,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,14.524166666666668,174.29000000000002,229.41,24.99,17.96,0.2098645137342241,173.49,178.8,319332,23.99,19.96,0,,0.3,173.49,,,,
DEEP EDDY VODKA 80,856065002059,Liquor,Vodka,1.75L,6,Heaven Hill,Southern Wine & Spirits, ,MARCH|JUNE|AUGUST|OCTOBER|DECEMBER,17.80666666666667,106.84,159.71,34.99,22.96,0.2534843205574913,106.04,111.35,319330,26.99,22.96,0,,0.3,106.04,,,,
DEKUYPER AMARETTO 40,080686310013,Liquor,Cordials,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,8.233333333333333,98.8,117,12.99,12.96,0.3647119341563787,98,98,229684,14.99,12.96,0,,0.3,98,,,,
DEKUYPER AMARETTO 40,080686310037,Liquor,Cordials,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,7.108333333333333,85.3,103.5,10.99,11.96,0.4056577480490524,84.5,84.5,229686,13.99,11.96,0,,0.3,84.5,,,,
DEKUYPER BLACKBERRY BRANDY 60,80686315018,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,7.3125,87.75,105.95,10.99,,0.3346223839854413,86.95,86.95,233547,,,,,0.3,86.95,,,,
DEKUYPER BLACKBERRY BRANDY 60,80686315056,Liquor,,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,8.15,97.8,110,11.99,,0.3202668890742285,97,107,233578,,,,,0.3,97,,,,
Dekuyper Blue Curacao Liter,080686316015,Liquor,Cordials,Liter,12, ,Southern Wine & Spirits, ,ALL,8.4625,101.55,109.75,11.99,,0.29420350291909925,100.75,100.75,157604,13.99,11.96,0,,0.3,100.75,,,,0
DEKUYPER BLUEBERRY SCHNAPPS 30,080686317203,Liquor,Schnapps,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,301977,13.99,0,0,,0.3,80,,,,
DEKUYPER BUTTERSHOTS 30 12/10(REF),80686319900,Liquor,,50ml,120,Beam/Suntory,Southern Wine & Spirits, ,ALL,0.6666666666666666,80,79.2,0.99,,0.3265993265993266,79.2,79.2,925600,,obi,,,0.5,79.2,,,,
DEKUYPER BUTTERSHOTS SCHN 30,080686319207,Liquor,Schnapps,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,12.96,0.48045267489711935,80,80,32387,14.99,12.96,0,,0.3,80,,,,
DEKUYPER BUTTERSHOTS SCHN 30,080686319436,Liquor,Schnapps,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.7250000000000005,80.7,96.9,9.99,,0.3268268268268268,79.9,96.9,33208,11.99,9.96,0,,0.3,79.9,,,,
DEKUYPER BUTTERSHOTS SCHN 30 PET,80686319122,Liquor,,1.75L,6,Beam/Suntory,Southern Wine & Spirits,,ALL,11.141666666666666,66.85,85.05,17.99,,0.38067444876783396,66.05,76.05,186130,,,,,0.3,66.05,,,,
DEKUYPER BUTTERSHOTS SCHN PET 30,080686319603,Liquor,Schnapps,375ml,24,Beam/Suntory,Southern Wine & Spirits, ,ALL,4.354166666666667,104.5,103.7,5.99,,0.2730940456316082,103.7,103.7,237423,7.99,0,0,,0.5,103.7,,,,
DEKUYPER CACTUS JUICE SCHN 30,080686322207,Liquor,Schnapps,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,319030,15.99,0,0,,0.3,80,,,,
DEKUYPER CREME DE ALMOND 48,080686332015,Liquor,Cordials,Liter,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,8.4625,101.55,109.75,11.99,,0.29420350291909925,100.75,90.75,157609,13.99,11.96,0,,0.3,100.75,,,,
Dekuyper Creme De Banana 750ml,080686333029,Liquor,Cordials,750ml,12,,Southern Wine & Spirits,,ALL,0.06666666666666667,0.8,,-0.01,,7.666666666666666,,,80686333029,12.49,10.96,0,,0.3,0,,,,
DEKUYPER CREME DE CASSIS 30,080686335016,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,8.4625,101.55,109.75,11.99,,0.29420350291909925,100.75,90.75,230941,,,,,0.3,100.75,,,,
Dekuyper Creme De Cassis 750ml,080686335023,Liquor,Schnapps,750ml,12,,Southern Wine & Spirits,,ALL,0.06666666666666667,0.8,,-0.01,,7.666666666666666,,,80686335023,12.49,10.96,0,,0.3,0,,,,
DEKUYPER CREME DE COCOA DARK 48,080686320036,Liquor,,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,8.15,97.8,109.75,11.99,,0.3202668890742285,97,97,157625,,,,,0.3,97,,,,
DEKUYPER CREME DE COCOA WHITE 48,080686321019,Liquor,Cordials,Liter,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,8.4625,101.55,109.75,11.99,,0.29420350291909925,100.75,100.75,229667,13.99,0,0,,0.3,100.75,,,,
DEKUYPER CREME DE MENTHE GREEN 60,080686339205,Liquor,Cordials,Liter,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,8.4625,101.55,109.75,11.99,,0.29420350291909925,100.75,90.75,230522,13.99,11.96,0,,0.3,100.75,,,,
DEKUYPER CREME DE MENTHE GREEN 60,080686339403,Liquor,Cordials,750ml,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,8.15,97.8,110,11.99,11.96,0.318561872909699,97,97,233644,13.79,11.96,0,,0.3,97,,,,
DEKUYPER CREME DE MENTHE WHITE 60,080686368205,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,8.4625,101.55,109.75,11.99,,0.29420350291909925,100.75,90.75,233643,,,,,0.3,100.75,,,,
DEKUYPER CREME DE MENTHE WHITE 60,080686368403,Liquor,Cordials,750ml,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,8.15,97.8,110,11.99,,0.3202668890742285,97,97,233640,13.79,11.96,0,,0.3,97,,,,
DEKUYPER CURACAO BLUE 48,080686316022,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,8.4625,101.55,109.75,11.99,,0.29420350291909925,100.75,100.75,157604,,,,,0.3,100.75,,,,
Dekuyper Grape Pucker 750ml,080686393405,Liquor,Cordials,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,,11613,11.49,9.96,0,,0.3,80,,,,
DEKUYPER HOT DAMN CINN SCHN 100,080686374404,Liquor,,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,10.775,129.3,133,13.99,,0.22980700500357396,128.5,128.5,33556,,,,,0.3,128.5,,,,
DEKUYPER HOT DAMN CINN SCHN 30,080686373209,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,5101,,,,,0.3,80,,,,
DEKUYPER MELON SCHNAPPS 46,80686345206,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,985426,,,,,0.3,80,,,,
DEKUYPER O3 ORANGE LIQ 80,080686405023,Liquor,Cordials,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,13.545833333333334,162.55,167.75,17.99,,0.24703539003149885,161.75,161.75,306136,13.79,11.96,0,,0.3,161.75,,,,
DEKUYPER O3 ORANGE LIQ 80,80686405016,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,16.541666666666668,198.5,203.7,21.99,,0.2477641352129755,197.7,197.7,306133,,,,,0.3,197.7,,,,
Dekuyper Orange Curacao 750ml,080686348405,Liquor,,750ml,12,,Southern Wine & Spirits,,ALL,8.15,97.8,97,10.99,,0.2584167424931756,97,,,,,,,0.3,97,,,,
DEKUYPER PEACHTREE SCHN 30,080686365204,Liquor,Schnapps,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,12.96,0.48045267489711935,80,80,25213,14.99,12.96,0,,0.3,80,,,,
DEKUYPER PEACHTREE SCHN 30,80686365402,Liquor,,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.7250000000000005,80.7,96.9,9.99,,0.3268268268268268,79.9,89.9,25214,,,,,0.3,79.9,,,,
Dekuyper Peachtree Schnapps,080686365600,Liquor,Schnapps,375ml,24,Beam/Suntory,Southern Wine & Spirits, ,ALL,4.354166666666667,104.5,103.7,5.99,,0.2730940456316082,103.7,103.7,141465,7.99,0,0,,0.5,103.7,,,,
Dekuyper Peachtree Schnapps Traveler,080686365433,Liquor,Schnapps,750ml,12,Beam/Suntory,Southern Wine & Spirits, ,ALL,6.7250000000000005,80.7,96.9,9.99,,0.3268268268268268,79.9,89.9,33206,13.79,11.96,0,,0.3,79.9,,,,
DEKUYPER PEPPERMINT SCHNAPPS 60,80686353201,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,25222,,,,,0.3,80,,,,
DEKUYPER PEPPERMINT SCHNAPPS 60PET,80686353430,Liquor,,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.7250000000000005,80.7,96.9,9.99,,0.3268268268268268,79.9,89.9,33207,,,,,0.3,79.9,,,,
DEKUYPER PEPPERMINT SCHNAPPS 60PET,80686353607,Liquor,,375ml,24,Beam/Suntory,Southern Wine & Spirits, ,ALL,4.354166666666667,104.5,103.7,5.99,,0.2730940456316082,103.7,103.7,310924,,,,,0.5,103.7,,,,
DEKUYPER PUCKER CHERRY SCHN 30,080686394204,Liquor,,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,,0.38732180770397334,80,80,186683,,,,,0.3,80,,,,
DEKUYPER PUCKER CHERRY SCHN 30,080686394402,Liquor,Schnapps,750ml,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.7250000000000005,80.7,96.9,9.99,9.96,0.3247991967871486,79.9,96.9,186687,11.99,9.96,0,,0.3,79.9,,,,
DEKUYPER PUCKER GRAPE SCH 30,080686310082,Liquor,Schnapps,Liter,12,Beam/Suntory,Southern Wine & Spirits,,ALL,6.733333333333333,80.8,99,10.99,10.96,0.3856447688564477,80,80,11656,13.99,10.96,0,,0.3,80,,,,
