REMOVE?,Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,Department,Size,Units/Case,Deal Description,Buy Months (if appl.),Case 1 (Retail),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value,Buy Qty,Free Qty,EO $,EO Cases,EO Period,EO Notes,Net Case,Net/Unit,Net Case EO,Net Cs EO/Unit,Retail,Club,GM%,Competitor Pricing,Distributor (1)
disco, ,Phillips Wine & Spirits,Prestige,000011626,084279916088,JJ Muller Riesling,Wine,750 ml,12,Case 1,ALL,84,78,,0,1,0,1.1,,,,,79.1,6.591666666666666,79.1,6.591666666666666,10.99,,0.40021231422505316,10.99
disco, ,"Bourget Imports, LLC",,DNA-Lavradores,5604086016020,Lavradores Tres Bagos,Wine,750 ml,12,,All,144,128,,,,,1.75,,,,,129.75,10.8125,129.75,10.8125,17.99,,0.3989716509171762,
disco, ,Johnson Brothers Liquor Co,Gallo,000026585,851645004126,Locations E Spanish Red,Wine,750 ml,12,Pulse months will get deep invoice ,February|May|July|September|November,176,144,160,,,,1.1,,,,,145.1,12.091666666666667,145.1,12.091666666666667,21.99,,0.4501288464453539,21.990000000000006
disco, ,Phillips Wine & Spirits,Prestige,000001396,084279950426,Luccio Chianti Wicker,Wine,750 ml,12,Case 1,ALL,120,104,,0,1,0,1.1,,,,,105.1,8.758333333333333,105.1,8.758333333333333,14.99,,0.41572159217255955,
disco, ,Phillips Wine & Spirits,Prestige,001401741,084279988511,Luccio Lucious Red,Wine,750 ml,12,Case 1,ALL,108,99.25,,0,1,0,1.1,,,,,100.35,8.362499999999999,100.35,8.362499999999999,13.99,,0.402251608291637,13.990000000000002
disco,,Johnson Brothers Liquor Co,Gallo,74294,085976034235,Manischewitz Cherry,Wine,1.5 L,6,,All,62,56,56,,,,1.1,,,,,57.1,9.516666666666667,57.1,9.516666666666667,15.99,,0.4048363560558682,
disco, ,"Bourget Imports, LLC",,Helioterro- Whoa Nelly PN,851895004174,Whoa Nelly Pinot Noir,Wine,750 ml,12,,All,184,168,,,,,1.75,,,,,169.75,14.145833333333334,169.75,14.145833333333334,22.99,,0.3846962447440916,
disco, ,Southern Wine & Spirits,CONSTELLATION BRANDS,554464,689352010099,Kim Crawford Rose Illuminate,Wine,750ML,12, ,February|May|August|November|December,168,128.4,152,,,,0.8,24, ,5/24,LAST SHOT.  EO MOVING FORWARD WILL BE $16,129.20000000000002,10.766666666666667,105.2,8.766666666666667,20.99,,0,
moving distributors, ,Maverick Wine Company,Share a Splash,DW-SH-AC-RED-20,040232096723,Angels & Cowboys Red Blend,Wine,750 ml,12, ,All,240,175.92,,,,,1.5,,,,,177.42,14.784999999999998,177.42,14.784999999999998,29.99,,0.5070023341113705,22.990000000000006
moving distributors, ,Maverick Wine Company,Share a Splash,IW-SH-AS-SB-20,9421019370020,Astrolabe Sauvignon Blanc,Wine,750 ml,12,,All,207.95999999999998,159.96,,,,,1.5,,,,,161.46,13.455,161.46,13.455,25.99,,0.4823008849557522,
moving distributors, ,Maverick Wine Company,Share a Splash,DW-SH-CB-CS-19,896499001105,Cannonball Cabernet Sauvignon,Wine,750 ml,12, ,All,152,128,,,,,1.5,,,,,129.5,10.791666666666666,129.5,10.791666666666666,18.99,16.960000000000004,0.36369889937106936,19.990000000000002
moving distributors, ,Maverick Wine Company,Share a Splash,DW-SH-CB-CH-20,896499001402,Cannonball Chardonnay,Wine,750 ml,12, ,All,144,128,,,,,1.5,,,,,129.5,10.791666666666666,129.5,10.791666666666666,17.99,16.960000000000004,0.36369889937106936,19.990000000000002
moving distributors, ,Maverick Wine Company,Share a Splash,DW-SH-CB-ME-20,896499001112,Cannonball Merlot,Wine,750 ml,12, ,All,144,128,,,,,1.5,,,,,129.5,10.791666666666666,129.5,10.791666666666666,17.99,16.960000000000004,0.36369889937106936,19.990000000000002
disco, ,Southern Wine & Spirits,THE WINE GROUP INC,246192,081308000657,Cupcake Malbec,Wine,750ML,12, ,ALL,103.92,64,92.5,,,,0.8,8,500,6/24 - 8/24, ,64.8,5.3999999999999995,56.8,4.733333333333333,12.99,,0.584295612009238,
not continuing with this item as BS, ,Paustis Wine Company,Precept Wine,2093,848375004335,"Harvest Press Cabernet Sauvignon BIB
",Wine,3 L Box,4,Buyer's Select,All,64,48,48,,,,1,,,,,49,12.25,49,12.25,,,0,
not continuing with this item as BS, ,Paustis Wine Company,Precept Wine,2094,848375004342,"Harvest Press Chardonnay BIB
",Wine,3 L Box,4,Buyer's Select,All,64,48,48,,,,1,,,,,49,12.25,49,12.25,,,0,
not continuing with this item as BS, ,Paustis Wine Company,Precept Wine,2096,848375004366,"Harvest Press Pinot Grigio BIB
",Wine,3 L Box,4,Buyer's Select,All,64,48,48,,,,1,,,,,49,12.25,49,12.25,,,0,
not continuing with this item as BS, ,Paustis Wine Company,Precept Wine,2097,848375004373,Harvest Press Red Blend BIB,Wine,3 L Box,4,Buyer's Select,All,64,48,48,,,,1,,,,,49,12.25,49,12.25,,,0,
not continuing with this item as BS, ,Paustis Wine Company,Precept Wine,2095,848375010015,Harvest Press Sauvignon Blanc BIB,Wine,3 L Box,4,Buyer's Select,All,64,48,48,,,,1,,,,,49,12.25,49,12.25,,,0,
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14234,087872632225,Stella Rosa Berry,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,11.96,0.3342708016621061,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14234,087872632225,Stella Rosa Berry,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,200,40,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",84.33333333333333,7.027777777777778,84.33333333333333,7.027777777777778,14.99,12.960000000000006,0.45773319615912234,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,13901,087872630115,Stella Rosa Bianco,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,13901,087872630115,Stella Rosa Bianco,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,,0.4890533082661168,
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14677,087872633369,Stella Rosa Black,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14677,087872633369,Stella Rosa Black,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,11.960000000000004,0.35960778352082723,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,15223,087872633116,Stella Rosa Black,Wine,2pk 250ml,24,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,1.8920416666666666,45.409,1.8920416666666666,3.99,,0.5258040935672516,
moving to breakthru,,Paustis Wine Company,San Antonio Winery,15223,087872633116,Stella Rosa Black,Wine,2pk 250ml,24,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,1.8920416666666666,45.409,1.8920416666666666,3.99,,0.5258040935672516,
moving to breakthru,,Paustis Wine Company,San Antonio Winery,15625,087872634014,Stella Rosa Black Lux,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,15625,087872634014,Stella Rosa Black Lux,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,,0.4890533082661168,
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1641,087872630931,Stella Rosa Blueberry,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,11.96,0.3342708016621061,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1641,087872630931,Stella Rosa Blueberry,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1683,087872683159,Stella Rosa Blueberry,Wine,2pk 250ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,3.7840833333333332,45.409,3.7840833333333332,7.99,6.959999999999997,0.4563098659003829,8.989999999999998
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1683,087872683159,Stella Rosa Blueberry,Wine,2pk 250ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,3.7840833333333332,45.409,3.7840833333333332,7.99,,0.5263975803087193,8.989999999999998
moving to breakthru,,Paustis Wine Company,San Antonio Winery,15700,087872633635,Stella Rosa Golden Honey Peach,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,15700,087872633635,Stella Rosa Golden Honey Peach,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,15699,087872633901,Stella Rosa Green Apple,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,15699,087872633901,Stella Rosa Green Apple,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,15696,087872634311,Stella Rosa Imperiale Rosso Lux,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,152,144,144,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",135.909,11.32575,135.909,11.32575,18.99,,0.40359399684044234,18.990000000000002
moving to breakthru,,Paustis Wine Company,San Antonio Winery,15696,087872634311,Stella Rosa Imperiale Rosso Lux,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,152,144,144,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",135.909,11.32575,135.909,11.32575,18.99,,0.40359399684044234,18.990000000000002
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14069,087872630122,Stella Rosa Moscato D'Asti,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14069,087872630122,Stella Rosa Moscato D'Asti,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1722,087872637862,Stella Rosa Non-Alcoholic Black,Misc,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,10.960000000000004,0.3924194038929442,12.990000000000002
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1722,087872637862,Stella Rosa Non-Alcoholic Black,Misc,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,,0.48736848858095966,12.990000000000002
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1724,087872637848,Stella Rosa Non-Alcoholic Peach ,Misc,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,10.960000000000004,0.3924194038929442,12.990000000000002
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1724,087872637848,Stella Rosa Non-Alcoholic Peach ,Misc,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,,0.48736848858095966,12.990000000000002
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1723,087872637879,Stella Rosa Non-Alcoholic Red,Misc,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,10.960000000000004,0.3924194038929442,12.990000000000002
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1723,087872637879,Stella Rosa Non-Alcoholic Red,Misc,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,,0.48736848858095966,12.990000000000002
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1721,087872637855,"Stella Rosa Non-Alcoholic Rose

",Misc,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,10.960000000000004,0.3924194038929442,12.990000000000002
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1721,087872637855,"Stella Rosa Non-Alcoholic Rose

",Misc,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,103,88,88,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",79.909,6.659083333333334,79.909,6.659083333333334,12.99,,0.48736848858095966,12.990000000000002
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14392,087872632218,Stella Rosa Peach,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14392,087872632218,Stella Rosa Peach,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1566,087872638401,Stella Rosa Pineapple,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1566,087872638401,Stella Rosa Pineapple,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,11.960000000000004,0.35960778352082723,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1685,087872683135,Stella Rosa Pineapple,Wine,2pk 250ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,3.7840833333333332,45.409,3.7840833333333332,7.99,6.959999999999997,0.4563098659003829,8.989999999999998
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1685,087872683135,Stella Rosa Pineapple,Wine,2pk 250ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,3.7840833333333332,45.409,3.7840833333333332,7.99,,0.5263975803087193,8.989999999999998
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14235,087872632232,Stella Rosa Pink,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14235,087872632232,Stella Rosa Pink,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14994,087872633451,Stella Rosa Platinum,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14994,087872633451,Stella Rosa Platinum,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14954,087872633406,Stella Rosa Red,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14954,087872633406,Stella Rosa Red,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,15698,087872633864,Stella Rosa Red Apple,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,15698,087872633864,Stella Rosa Red Apple,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,15709,087872634502,Stella Rosa Rose,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,15709,087872634502,Stella Rosa Rose,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,11.960000000000004,0.35960778352082723,14.990000000000004
moving to breakthru,,Paustis Wine Company,San Antonio Winery,14068,087872630139,Stella Rosa Rosso,Wine,750 ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,120,104,104,104,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",95.54545454545455,7.962121212121212,95.54545454545455,7.962121212121212,14.99,,0.4688378110659632,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,14068,087872630139,Stella Rosa Rosso,Wine,750 ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,120,100,104,100,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",91.9090909090909,7.659090909090909,91.9090909090909,7.659090909090909,14.99,12.960000000000006,0.40902076318743014,14.990000000000004
moving to breakthru, ,Paustis Wine Company,San Antonio Winery,1682,087872683111,Stella Rosa Ruby Grapefruit,Wine,2pk 250ml,12,"5 on 50, 16 on 100, 40 on 200 (all types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",March|May|July,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,3.7840833333333332,45.409,3.7840833333333332,7.99,6.959999999999997,0.4563098659003829,8.989999999999998
moving to breakthru,,Paustis Wine Company,San Antonio Winery,1682,087872683111,Stella Rosa Ruby Grapefruit,Wine,2pk 250ml,12,"5 on 50 (All Types) Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",All,64,53.5,53.5,90.91,50,5,1,,,,"Free Goods - Stella Rosa traditional tier (Black, Red, Moscato, etc.)",45.409,3.7840833333333332,45.409,3.7840833333333332,7.99,,0.5263975803087193,8.989999999999998
