Supplier,Average of Price,Average of Sale Price,Buy Month,Product Code,Average of Price A,Item Classification
Phillips Wine & Spirits - St. Paul,9.99,,,099988071096,8.960000000000004,Menage a Trois Red & Silk 750ml
Southern Glazer's Wine & Spirits of MN,9.49,0,,081308000435,7.959999999999997,Cupcake Still & Lighthearted 750ml
Southern Glazer's Wine & Spirits of MN,18.990000000000002,,,088586001864,15.960000000000006,CSM Indian Wells 750ml
Johnson Brothers - St. Paul,9.99,,"January, July, March, May, November, September",080887493928,8.960000000000004,Bogle 750ml
Small Lot MN,17.990000000000002,,,9421003659827,0,Orchard Lane 750ml
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",085000014431,10.960000000000004,Barefoot 1.5L
Paustis Wine,13.789999999999994,,,739949026320,11.960000000000004,Silk & Spice 750ml
Johnson Brothers - St. Paul,17.490000000000002,0,,865776000070,15.960000000000006,Elouan 750ml
Bellboy Corporation,15.990000000000004,0,,894655001822,12.960000000000006,
Johnson Brothers - St. Paul,11.990000000000002,0,"April, January, July, October",087356510124,9.960000000000004,Clos Du Bois 750ml
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",081434000026,16.835000000000004,Black Box 3L
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242016063,17.960000000000004,Bota Box 3L
Bellboy Corporation,29.865000000000006,0,,894655001259,24.834999999999997,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",10.0525,0,,012354004290,8.960000000000004,19 Crimes 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,081434000293,4.959999999999999,Black Box 500ml
Oxford Street Merchants,23.990000000000006,0,"February, March, April, July, August, November",017224760122,19.96,Wagner
Johnson Brothers - St. Paul,7.989999999999998,,"January, April, June, September",085000014448,6.959999999999997,Barefoot 750ml
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242015691,17.960000000000004,Bota Box 3L
Bellboy Corporation,23.990000000000006,,,894655001945,19.96,
Paustis Wine,12.990000000000002,0,,850832004260,10.960000000000004,Bread & Butter 750ml
Johnson Brothers - St. Paul,13.865000000000002,0,,084279002156,11.897500000000004,Yes Way Rose 750ml
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",081434700193,16.835000000000004,Black Box 3L
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242014380,17.960000000000004,Bota Box 3L
Phillips Wine & Spirits - St. Paul,18.990000000000002,0,,080887551017,15.960000000000006,Bogle Juggernaut 750ml
Johnson Brothers - St. Paul,6.489999999999998,,,605779976251,5.959999999999998,Jinro
Bellboy Corporation,15.990000000000004,0,,894655001860,12.960000000000006,
Johnson Brothers - St. Paul,8.989999999999998,0,,085000007488,7.959999999999997,Andre 750ml
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242012362,17.960000000000004,Bota Box 3L
Johnson Brothers - St. Paul,12.021250000000002,0,"August, December, February, May, October",085000023488,10.022500000000004,Apothic 750ml except Inferno & Red
Bellboy Corporation,17.990000000000002,0,,810879020135,14.960000000000006,
Johnson Brothers - St. Paul,14.990000000000004,0,,857744011157,12.960000000000006,Josh Base 750ml
Phillips Wine & Spirits - St. Paul,5.489999999999999,,,082242011013,4.959999999999999,Bota Box 500ml
Phillips Wine & Spirits - St. Paul,15.990000000000004,0,,188985000137,13.960000000000006,Joel Gott 750ml
Southern Glazer's Wine & Spirits of MN,17.490000000000002,0,,870661008024,14.960000000000006,
Southern Glazer's Wine & Spirits of MN,22.490000000000006,,"February, July, May, November, September",812147020083,17.960000000000004,Bertrand Cote de Roses 750ml
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",082100738465,16.835000000000004,Black Box 3L
Southern Glazer's Wine & Spirits of MN,20.990000000000002,0,,083120100393,17.960000000000004,Franzia High Tier 5L
Southern Glazer's Wine & Spirits of MN,17.490000000000002,0,,084687001017,14.960000000000006,Erath Pinot Noir 750ml
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",085000033371,16.960000000000004,Black Box 3L
Phillips Wine & Spirits - St. Paul,7.989999999999998,0,,08500627,6.959999999999997,
"Maverick Beverage Co., LLC - MN",17.490000000000002,,,853739000212,14.960000000000006,Klinker Brick 750ml
Paustis Wine,17.490000000000002,0,,857680001489,14.960000000000006,
Johnson Brothers - St. Paul,5.489999999999999,0,,081434710055,4.959999999999999,Black Box 500ml
Oxford Street Merchants,71.99,0,,081753050207,57.772500000000015,Veuve Clicquot Brut Champagne 750ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",20.990000000000002,0,,669576019269,17.960000000000004,Decoy 750ml
Bellboy Corporation,29.208750000000006,,,3511062076553,15.896875000000005,
Southern Glazer's Wine & Spirits of MN,9.49,0,,081308592077,7.959999999999997,Cupcake Still & Lighthearted 750ml
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242013741,17.960000000000004,Bota Box 3L
Johnson Brothers - St. Paul,8.989999999999998,,,085000007433,7.959999999999997,Andre 750ml
Phillips Wine & Spirits - St. Paul,7.989999999999998,0,,08501422,6.959999999999997,
Johnson Brothers - St. Paul,8.989999999999998,0,,085000002827,7.959999999999997,Andre 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,081434000309,4.959999999999999,Black Box 500ml
Southern Glazer's Wine & Spirits of MN,17.490000000000002,,,682417112004,14.960000000000006,
"Maverick Beverage Co., LLC - MN",19.990000000000002,,,8016861151098,0,
Bellboy Corporation,27.990000000000006,0,,873964004403,22.959999999999997,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",19.990000000000002,,,089744755391,0,
"Grape Beginnings, Inc.",19.990000000000002,0,,657891702423,17.960000000000004,Troublemaker 750ml
"Maverick Beverage Co., LLC - MN",18.927500000000002,0,,3309200102116,15.207500000000001,
Johnson Brothers - St. Paul,12.021250000000002,0,"August, December, February, May, October",085000030967,10.022500000000004,Apothic 750ml except Inferno & Red
Southern Glazer's Wine & Spirits of MN,7.989999999999998,,,086003000087,6.959999999999997,
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242016049,17.960000000000004,Bota Box 3L
Johnson Brothers - St. Paul,20.990000000000002,0,,031259004327,17.960000000000004,Josh Reserve 750ml
Bellboy Corporation,23.990000000000006,,,810879021958,19.96,
Southern Glazer's Wine & Spirits of MN,11.49,0,,033293003007,9.960000000000004,"Freixenet, Korbel, Mionetto 750ml"
Johnson Brothers - St. Paul,17.490000000000002,0,,739958974001,14.960000000000006,Coppola Diamond 750ml
Southern Glazer's Wine & Spirits of MN,11.49,,,088586004162,9.960000000000004,Chateau Ste Michelle 750ml
Oxford Street Merchants,13.789999999999994,0,,670580004172,11.960000000000004,McManis 750ml
Phillips Wine & Spirits - St. Paul,5.489999999999999,,,082242014311,4.959999999999999,Bota Box 500ml
"Maverick Beverage Co., LLC - MN",14.990000000000004,0,,763955408108,12.960000000000006,
Johnson Brothers - St. Paul,12.052500000000002,0,,018341751260,10.022500000000004,Barefoot Bubbly 750ml
Bellboy Corporation,44.99,,,810879022290,34.959999999999994,
Phillips Wine & Spirits - St. Paul,7.989999999999998,0,,08500520,6.959999999999997,
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242016094,17.960000000000004,Bota Box 3L
Bellboy Corporation,39.14625,,,810879022283,29.959999999999994,
Southern Glazer's Wine & Spirits of MN,11.49,,,088586000768,9.960000000000004,Chateau Ste Michelle 750ml
Johnson Brothers - St. Paul,12.021250000000002,0,"August, December, February, May, October",085000019733,10.022500000000004,Apothic 750ml except Inferno & Red
Johnson Brothers - St. Paul,5.989999999999999,0,,085000018378,1.234375,
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,031259009728,10.960000000000004,Yellow Tail 1.5L
Bellboy Corporation,49.99,,,810879021965,34.959999999999994,
Johnson Brothers - St. Paul,5.489999999999999,0,,085000028414,4.959999999999999,
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242016780,17.960000000000004,Bota Box 3L
Southern Glazer's Wine & Spirits of MN,13.789999999999994,,"December, June, March, May, November, September",011034501005,11.960000000000004,Martini & Rossi Sparkling 750ml
Bellboy Corporation,54.5525,,,810879022344,44.96,
Johnson Brothers - St. Paul,9.99,,"January, July, March, May, November, September",085000020302,8.960000000000004,Dark Horse 750ml
"Vinocopia, Inc",17.458750000000002,,,855708006645,14.960000000000006,Piattelli 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,081434000316,4.959999999999999,Black Box 500ml
Johnson Brothers - St. Paul,6.489999999999998,,,605779976084,5.959999999999998,Jinro
Bellboy Corporation,24.990000000000006,,,810879021897,0,
Rue 38 LLC,25.990000000000006,0,,040232243646,21.959999999999997,
Johnson Brothers - St. Paul,6.489999999999998,,,605779976206,5.959999999999998,Jinro
Southern Glazer's Wine & Spirits of MN,11.49,,,088586642890,9.960000000000004,Chateau Ste Michelle 750ml
Paustis Wine,11.49,0,,400000014289,9.960000000000004,
Johnson Brothers - St. Paul,13.789999999999994,0,,085000023112,11.960000000000004,
Johnson Brothers - St. Paul,18.990000000000002,,,724624116090,15.960000000000006,J Vineyards Pinot Gris 750ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",23.990000000000006,,,085798028726,19.96,Alexander Valley Cab Sauv 750ml
Southern Glazer's Wine & Spirits of MN,8.989999999999998,,,081308000664,7.959999999999997,Cocobon 750ml
Johnson Brothers - St. Paul,15.990000000000004,0,,086788888023,13.019375000000002,Hahn 750ml
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",085000034569,16.835000000000004,Black Box 3L
"Grape Beginnings, Inc.",26.990000000000006,,,657891720915,22.959999999999997,Austin Cabernet Sauvignon 750ml
Bellboy Corporation,15.990000000000004,0,,894655001396,12.960000000000006,
Johnson Brothers - St. Paul,9.99,,"January, July, March, May, November, September",085000025284,8.960000000000004,Dark Horse 750ml
Bellboy Corporation,59.99,,,810879020869,39.96,
"Maverick Beverage Co., LLC - MN",14.052499999999995,,,859481003693,11.960000000000004,Tassajara 750ml
Southern Glazer's Wine & Spirits of MN,9.49,0,,081308001067,7.959999999999997,Cupcake Still & Lighthearted 750ml
Phillips Wine & Spirits - St. Paul,7.989999999999998,0,,08500928,6.959999999999997,
"Bourget Imports, LLC",18.990000000000002,0,,089832920014,15.333750000000004,Mas Fi Brut Cava 750ml
Johnson Brothers - St. Paul,5.489999999999999,,,085000028421,4.959999999999999,
Southern Glazer's Wine & Spirits of MN,11.49,,"February, May, August, November, December",086003061910,9.960000000000004,
Southern Glazer's Wine & Spirits of MN,11.49,,,088586630989,9.960000000000004,Chateau Ste Michelle 750ml
Bellboy Corporation,14.990000000000004,,,792468203030,12.960000000000006,
Southern Glazer's Wine & Spirits of MN,12.583750000000002,0,,088586498954,10.331875000000002,Columbia Crest Grand Estates 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,085000033388,4.959999999999999,Black Box 500ml
Oxford Street Merchants,15.990000000000004,,,850651005264,0,
Bellboy Corporation,16.990000000000002,0,,894655001976,13.960000000000006,
Bellboy Corporation,49.99,,,810879021989,0,
Johnson Brothers - St. Paul,7.989999999999998,,"January, April, June, September",018341751062,6.959999999999997,Barefoot 750ml
Bellboy Corporation,34.99,,,810879020609,0,
Southern Glazer's Wine & Spirits of MN,9.99,,"August, February, May, November",083804047211,8.960000000000004,
Southern Glazer's Wine & Spirits of MN,11.49,0,,086003813854,9.960000000000004,Woodbridge 1.5L
Southern Glazer's Wine & Spirits of MN,12.490000000000002,0,,084704091328,10.960000000000004,"Freixenet, Korbel, Mionetto 750ml"
"Maverick Beverage Co., LLC - MN",39.99,,,706098052333,0,
Southern Glazer's Wine & Spirits of MN,17.990000000000002,0,,083120102892,14.960000000000006,Franzia Low Tier 5L
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,031259009469,11.960000000000004,Yellow Tail 1.5L
Phillips Wine & Spirits - St. Paul,5.489999999999999,,,082242013314,4.959999999999999,Bota Box 500ml
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",018341151022,10.960000000000004,Barefoot 1.5L
Southern Glazer's Wine & Spirits of MN,13.789999999999994,0,,081308001326,11.960000000000004,Cupcake Sparkling 750ml
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242017657,17.960000000000004,Bota Box 3L
Bellboy Corporation,15.990000000000004,0,,810879021477,12.960000000000006,
Southern Glazer's Wine & Spirits of MN,11.39625,0,,088586009198,9.897500000000004,14 Hands
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,088586601835,12.960000000000006,Chateau Ste Michelle 750ml
Southern Glazer's Wine & Spirits of MN,15.052500000000004,0,,098652840013,12.583750000000004,Cline Low Tier 750ml
Johnson Brothers - St. Paul,12.021250000000002,0,"August, December, February, May, October",085000022863,10.022500000000004,Apothic 750ml except Inferno & Red
Southern Glazer's Wine & Spirits of MN,13.789999999999994,,"August, February, July, May, November",083120015048,11.960000000000004,
Johnson Brothers - St. Paul,20.990000000000002,0,,031259000046,17.960000000000004,Josh Reserve 750ml
Southern Glazer's Wine & Spirits of MN,17.990000000000002,0,,083120100690,14.960000000000006,Franzia Low Tier 5L
Oxford Street Merchants,14.990000000000004,0,,084279999951,12.960000000000006,Risata 750ml
Oxford Street Merchants,34.99,0,,097546102008,28.959999999999994,
Southern Glazer's Wine & Spirits of MN,17.490000000000002,,"August, February, June, March, November, October",742651123102,14.960000000000006,Ferrari Carano Fume & Chard 750ml
Johnson Brothers - St. Paul,5.989999999999999,0,,085000011430,1.728125,
Johnson Brothers - St. Paul,9.99,0,"January, July, March, May, November, September",085000022924,8.960000000000004,Dark Horse 750ml
Johnson Brothers - St. Paul,6.489999999999998,,,712166833278,5.959999999999998,Jinro
Oxford Street Merchants,18.990000000000002,0,,856184006112,15.960000000000006,Copper Cane 750ml
Phillips Wine & Spirits - St. Paul,11.49,0,,188985000113,9.960000000000004,Joel Gott 750ml
Johnson Brothers - St. Paul,11.49,,"January, July, March, May, November, September",080887496431,9.960000000000004,Bogle 750ml
Southern Glazer's Wine & Spirits of MN,20.990000000000002,,,083120103196,17.960000000000004,Franzia High Tier 5L
Phillips Wine & Spirits - St. Paul,22.990000000000006,0,,850315003001,19.96,
Oxford Street Merchants,6.489999999999998,,,856036001067,5.959999999999998,Underwood Cans 355ml
"Tradition Wine & Spirits, LLC",26.990000000000006,0,,616806661071,22.45875,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,652935100012,12.960000000000006,7 Deadly 750ml
Bellboy Corporation,17.990000000000002,,,3500610137440,0,
Bellboy Corporation,19.927500000000002,0,,810879020647,16.897500000000004,
Phillips Wine & Spirits - St. Paul,5.489999999999999,,,082242010412,4.959999999999999,Bota Box 500ml
Bellboy Corporation,17.990000000000002,,,873964003444,0,
Johnson Brothers - St. Paul,23.990000000000006,0,,049331002307,19.96,La Crema Sonoma 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,081434700209,4.959999999999999,Black Box 500ml
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",082100738359,16.835000000000004,Black Box 3L
,14.915000000000004,,,628623021210,11.960000000000004,
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",081434710147,16.835000000000004,Black Box 3L
Southern Glazer's Wine & Spirits of MN,19.990000000000002,0,,083120101895,17.960000000000004,Franzia High Tier 5L
"New France Wine Co, Inc",34.99,0,,3760072420126,28.959999999999994,
Paustis Wine,20.990000000000002,,,857680001960,17.960000000000004,Shannon 750ml
Southern Glazer's Wine & Spirits of MN,17.490000000000002,,"August, February, July, May, November",083120014928,14.960000000000006,
"Grape Beginnings, Inc.",14.990000000000004,,,750625653012,12.960000000000006,Clean Slate Riesling 750ml
Johnson Brothers - St. Paul,5.989999999999999,,,085000011423,0,
Johnson Brothers - St. Paul,17.490000000000002,0,,083085200220,15.960000000000006,Franciscan 750ml
Johnson Brothers - St. Paul,19.052500000000002,0,"February, May",085000032442,16.022500000000004,LaMarca 750ml
Johnson Brothers - St. Paul,12.802500000000002,0,,082242014434,10.207500000000001,1924 Low Tier 750ml
Bellboy Corporation,12.927500000000002,0,,810879022320,10.897500000000004,
Johnson Brothers - St. Paul,13.990000000000002,0,,083722880020,11.960000000000004,Murphy Goode 750ml
Oxford Street Merchants,12.990000000000002,0,"March, May, August, November, December",729722700127,10.960000000000004,Angeline 750ml
"Tradition Wine & Spirits, LLC",26.990000000000006,0,,799665809850,20.957499999999996,
Johnson Brothers - St. Paul,14.990000000000004,0,,031259003726,12.960000000000006,Josh Base 750ml
Johnson Brothers - St. Paul,9.99,,"January, July, March, May, November, September",085000031223,8.960000000000004,Dark Horse 750ml
Johnson Brothers - St. Paul,19.990000000000002,0,"January, March, May, July, September, November",085000034552,16.835000000000004,Black Box 3L
Johnson Brothers - St. Paul,20.990000000000002,0,,031259049236,17.960000000000004,Josh Reserve 750ml
Oxford Street Merchants,15.990000000000004,0,,632987120251,12.960000000000006,Torresella Pinot Grigio Veneto 750ml
Phillips Wine & Spirits - St. Paul,11.49,0,,188985000038,9.960000000000004,Joel Gott 750ml
"Vinocopia, Inc",15.990000000000004,,,875752000390,13.960000000000006,Piattelli 750ml
Oxford Street Merchants,18.271250000000002,0,,850651005257,14.707500000000001,
Oxford Street Merchants,46.74,0,,097921970109,37.96,Rombauer 750ml
The Wine Company,13.864999999999995,0,,899911000465,11.207500000000003,New Age 750ml
Oxford Street Merchants,14.990000000000004,0,,084279988108,12.960000000000006,Risata 750ml
Southern Glazer's Wine & Spirits of MN,12.583750000000002,,,088586401848,10.960000000000004,Columbia Crest Grand Estates 750ml
"Vinocopia, Inc",6.521249999999998,,,8809018211536,5.959999999999998,Han Jan 375ml
The Wine Company,16.990000000000002,,,711408713651,14.960000000000006,Toad Hollow 750ml
Rue 38 LLC,17.490000000000002,0,,648348080003,14.960000000000006,
Bellboy Corporation,19.990000000000002,,,810879020197,0,
Phillips Wine & Spirits - St. Paul,5.489999999999999,,,082242010832,4.959999999999999,Bota Box 500ml
Phillips Wine & Spirits - St. Paul,7.989999999999998,0,,08500229,6.959999999999997,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,0,,727760501638,12.960000000000006,"Freixenet, Korbel, Mionetto 750ml"
Southern Glazer's Wine & Spirits of MN,22.990000000000006,0,"August, February, June, March, November, October",742651107195,19.96,Ferrari Carano Fume & Chard 750ml
Johnson Brothers - St. Paul,15.990000000000004,0,,086788666881,13.458750000000004,Hahn 750ml
"Vinocopia, Inc",6.489999999999998,,,8809018211529,5.959999999999998,Han Jan 375ml
Paustis Wine,23.990000000000006,,,879716002024,19.96,Natural Origins 3L
Southern Glazer's Wine & Spirits of MN,21.990000000000006,0,,087512912359,19.96,
Southern Glazer's Wine & Spirits of MN,20.865000000000002,,,088232002610,17.960000000000004,
Southern Glazer's Wine & Spirits of MN,13.789999999999994,,"February, May, July, August, November",083120015055,11.960000000000004,
Bellboy Corporation,25.990000000000006,0,,717071911714,22.772499999999997,Willamette Valley 750ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",23.990000000000006,0,,669576019221,19.96,Decoy 750ml
Small Lot MN,12.990000000000002,0,,891540001653,10.960000000000004,
Phillips Wine & Spirits - St. Paul,13.789999999999994,0,,831869000012,11.960000000000004,The Crossings Sauvignon Blanc 750ml
Johnson Brothers - St. Paul,6.489999999999998,,,795652200501,5.959999999999998,Jinro
"Grape Beginnings, Inc.",30.490000000000006,0,,098709088580,25.959999999999994,Catena Malbec 750ml
Bellboy Corporation,14.990000000000004,,,400000008288,7.959999999999997,
Southern Glazer's Wine & Spirits of MN,11.49,0,,086003001657,9.960000000000004,Woodbridge 1.5L
Johnson Brothers - St. Paul,14.990000000000004,,"August, December, February, May, October",085000024904,12.960000000000006,Apothic Inferno 750ml
"Maverick Beverage Co., LLC - MN",17.990000000000002,,,044358070704,0,
Southern Glazer's Wine & Spirits of MN,17.990000000000002,0,,083120003021,14.960000000000006,Franzia High Tier 5L
Johnson Brothers - St. Paul,11.49,,"January, July, March, May, November, September",080887493782,9.960000000000004,Bogle 750ml
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,031259032641,11.960000000000004,Yellow Tail 1.5L
Johnson Brothers - St. Paul,15.990000000000004,0,,086788555901,13.395625000000003,Hahn 750ml
Oxford Street Merchants,23.490000000000006,0,,850651005158,16.446250000000006,
Southern Glazer's Wine & Spirits of MN,27.865000000000006,0,,733952997103,22.897499999999997,Justin Cab 750ml
Paustis Wine,13.789999999999994,,,857680001014,11.960000000000004,Shannon 750ml
Johnson Brothers - St. Paul,11.49,,"January, July, March, May, November, September",080887493850,9.960000000000004,Bogle 750ml
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242014373,17.960000000000004,Bota Box 3L
"Bourget Imports, LLC",50.99,0,,3700092711101,43.392500000000005,
Johnson Brothers - St. Paul,23.052500000000006,0,,085000026083,19.0225,Barefoot 3L
Johnson Brothers - St. Paul,25.802500000000006,0,,724624001006,21.834999999999997,J Vineyards PN & Chard 750ml
Paustis Wine,14.990000000000004,0,,810022274200,12.960000000000006,Kris Pinot Grigio 750ml
"Vinocopia, Inc",15.990000000000004,0,,011699014933,12.457500000000003,Bouchard 750ml
Johnson Brothers - St. Paul,5.989999999999999,0,,085000018057,0.61875,
Johnson Brothers - St. Paul,7.989999999999998,,,850784003212,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",8.114999999999998,0,,847159002628,4.825000000000001,
Southern Glazer's Wine & Spirits of MN,11.49,,"August, February, May, November",083804047235,9.960000000000004,
Rue 38 LLC,18.927500000000002,,,015643521287,15.960000000000006,
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",085000017364,10.960000000000004,Barefoot 1.5L
Paustis Wine,13.789999999999994,,,857680001564,11.960000000000004,Shannon 750ml
Johnson Brothers - St. Paul,5.989999999999999,0,,085000011416,1.2375,
"Tradition Wine & Spirits, LLC",26.990000000000006,,,653233615697,0,
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,9322214011537,11.960000000000004,Yellow Tail 1.5L
Southern Glazer's Wine & Spirits of MN,11.49,,,088586625848,9.960000000000004,Chateau Ste Michelle 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,085000033395,4.959999999999999,Black Box 500ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",18.990000000000002,0,,669576019245,15.960000000000006,Decoy 750ml
Paustis Wine,24.990000000000006,,,848375004335,0,
Johnson Brothers - St. Paul,11.49,,"January, July, March, May, November, September",080887496318,9.960000000000004,Bogle 750ml
Southern Glazer's Wine & Spirits of MN,9.49,0,,081308001258,7.959999999999997,Cupcake Still & Lighthearted 750ml
Southern Glazer's Wine & Spirits of MN,11.39625,0,,088586007682,9.897500000000004,14 Hands
Phillips Wine & Spirits - St. Paul,12.490000000000002,,,717888520024,10.960000000000004,
Johnson Brothers - St. Paul,13.990000000000002,0,,083722023489,11.960000000000004,Murphy Goode 750ml
"Vinocopia, Inc",25.990000000000006,,,628623020412,21.959999999999997,
Southern Glazer's Wine & Spirits of MN,11.52125,,"August, February, May, November",083804047198,9.960000000000004,
"Vinocopia, Inc",15.990000000000004,0,,011699007126,11.706250000000002,Bouchard 750ml
"Bourget Imports, LLC",23.990000000000006,,,891240001359,16.893124999999998,Airfield Estates 750ml
"Grape Beginnings, Inc.",18.990000000000002,0,,098709198005,15.960000000000006,Villa Maria Sauvignon Blanc 750ml
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",018341151053,10.960000000000004,Barefoot 1.5L
Johnson Brothers - St. Paul,7.989999999999998,,"January, April, June, September",018341751055,6.959999999999997,Barefoot 750ml
Johnson Brothers - St. Paul,13.789999999999994,0,,085000023105,11.960000000000004,
Phillips Wine & Spirits - St. Paul,19.990000000000002,0,,082242017558,17.960000000000004,Bota Box 3L
Johnson Brothers - St. Paul,11.49,,"January, July, March, May, November, September",080887493744,9.960000000000004,Bogle 750ml
Southern Glazer's Wine & Spirits of MN,14.896250000000004,0,"February, May, August, November, December",086003780217,12.897500000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",29.990000000000006,0,,890409002794,24.959999999999997,Daou 750ml
Johnson Brothers - St. Paul,5.489999999999999,0,,085000029961,4.959999999999999,
Bellboy Corporation,18.990000000000002,,,717071919703,15.960000000000006,Willamette Valley 750ml
Oxford Street Merchants,80.115,0,"February, March, April, July, August, November",017224712107,65.14750000000001,Wagner
"Bourget Imports, LLC",23.990000000000006,,,891240001199,19.96,Airfield Estates 750ml
Southern Glazer's Wine & Spirits of MN,20.677500000000002,,"April, August, December, February, May, September",768675085929,17.646875,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,0,,098652350024,12.208125000000004,Cline Low Tier 750ml
Phillips Wine & Spirits - St. Paul,5.489999999999999,,,082242016148,4.959999999999999,Bota Box 500ml
Johnson Brothers - St. Paul,12.021250000000002,0,"August, December, February, May, October",085000032336,10.022500000000004,Apothic 750ml except Inferno & Red
Phillips Wine & Spirits - St. Paul,13.789999999999994,0,,099988071140,11.960000000000004,
Southern Glazer's Wine & Spirits of MN,9.49,0,,081308004396,7.959999999999997,Cupcake Still & Lighthearted 750ml
Johnson Brothers - St. Paul,18.990000000000002,0,,085000021590,14.081875,William Hill 750ml
Johnson Brothers - St. Paul,7.989999999999998,,"January, April, June, September",018341751024,6.959999999999997,Barefoot 750ml
Southern Glazer's Wine & Spirits of MN,19.927500000000002,0,,086891083186,16.835000000000004,The Federalist Cab 750ml
Johnson Brothers - St. Paul,13.990000000000002,0,,083722880068,11.960000000000004,Murphy Goode 750ml
Southern Glazer's Wine & Spirits of MN,18.990000000000002,0,,088586659935,15.960000000000006,CSM Indian Wells 750ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",17.990000000000002,0,,184745003004,14.960000000000006,Substance 750ml
"Tradition Wine & Spirits, LLC",25.802500000000006,0,,742779422125,21.020625,
Johnson Brothers - St. Paul,18.896250000000002,0,,049331004134,15.897500000000006,La Crema Sonoma 750ml
Oxford Street Merchants,24.990000000000006,0,,085155000013,18.96,Chandon 750ml
Southern Glazer's Wine & Spirits of MN,23.990000000000006,,"December, June, March, November, September",852832000150,19.96,Mumm Napa 750ml
Phillips Wine & Spirits - St. Paul,17.490000000000002,,"December, June, March, September",081584047674,14.960000000000006,K J 750ml
"New France Wine Co, Inc",20.552500000000002,,,083648000175,17.960000000000004,
Johnson Brothers - St. Paul,12.990000000000002,0,"January, March, June, September",018341151107,10.960000000000004,Barefoot 1.5L
Johnson Brothers - St. Paul,13.990000000000002,,,085000015865,0,Gallo 1.5L
"Bourget Imports, LLC",23.990000000000006,0,,891240001569,15.203124999999998,Airfield Estates 750ml
Johnson Brothers - St. Paul,12.583750000000002,0,,087754000159,10.833750000000002,
Paustis Wine,17.490000000000002,0,,869382000219,14.960000000000006,
Southern Glazer's Wine & Spirits of MN,9.49,0,,081308003009,7.959999999999997,Cupcake Still & Lighthearted 750ml
"Vinocopia, Inc",6.489999999999998,,,8809018211758,5.959999999999998,Han Jan 375ml
Southern Glazer's Wine & Spirits of MN,7.989999999999998,,,086003861862,6.959999999999997,
Southern Glazer's Wine & Spirits of MN,9.99,0,,728817199129,8.960000000000004,
"Maverick Beverage Co., LLC - MN",24.990000000000006,,,706098052203,0,
Phillips Wine & Spirits - St. Paul,15.990000000000004,0,,817625010143,13.960000000000006,Joel Gott 750ml
Johnson Brothers - St. Paul,37.365,,,087712101249,31.459999999999994,
Phillips Wine & Spirits - St. Paul,11.49,0,,099988071294,9.960000000000004,
Oxford Street Merchants,23.990000000000006,0,,081753833916,19.96,Whispering Angel Rose 750ml
Rue 38 LLC,14.990000000000004,0,,015643607554,12.960000000000006,
