Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Vendor UPC,Item Number,Net Case EO,Net Cs EO/Unit,Competitor Pricing
Angostura Lemon-Lime & Bitters NA Spark,75496332485,Misc,750ml,12,NORTH AMERICAN BEVERAGE CO,Breakthru Beverage, ,All,57.15,,56,4.7625,5.99,,56,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC75496332485",9305267,4.7625,57.15,0.20492487479131885
Antiguo Anejo,744607050524,Liquor,750ml,1,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,300.15,,299,300.15,388.99,,299,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC744607050524",9100967,300.15,300.15,0.22838633383891624
Antiguo Blanko,744607050517,Liquor,750ml,1,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,232.65,,231.5,232.65,300.99,,231.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC744607050517",9100965,232.65,232.65,0.22705073258247782
Antiguo Reposado,744607050500,Liquor,750ml,12,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,246.15,,245,20.5125,26.99,,245,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC744607050500",9100966,20.5125,246.15,0.23999629492404592
Aperol Aperitivo,887341340060,Liquor,375 ml,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN887341340060,996122,0,0,
Appleton Est Extra Rum,721059001038,Liquor,750 ml,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059001038,231521,0,0,
Appleton Estate Signature Blen,721059001526,Liquor,1.75 L,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059001526,363283,0,0,
Appleton Special Rum,721059000772,Liquor,750 ml,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059000772,363265,0,0,
Appleton White Jamaica Rum,721059000819,Liquor,1.75 L,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059000819,363268,0,0,
Appleton White Jamaica Rum,636191005403,Liquor,750 ml,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN636191005403,363269,0,0,
Appleton White Jamaica Rum,721059000796,Liquor,Liter,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059000796,363260,0,0,
Ardbeg 10 Yr Single,083300072106,Liquor,750 ml,6,MOET HENNESSY USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083300072106,202578,0,0,
Ardmore Scotch,080686749028,Liquor,750 ml,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686749028,185922,0,0,
Ariel Blanc ,89121810026,Misc,750ml,12,J LOHR WINERY,Breakthru Beverage, ,All,57.15,,56,4.7625,5.99,,56,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC89121810026",9014995,4.7625,57.15,0.20492487479131885
Ariel Brut Cuvee ,89121880029,Misc,750ml,12,J LOHR WINERY,Breakthru Beverage, ,All,65.15,,64,5.429166666666667,6.99,,64,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC89121880029",9015000,5.429166666666667,65.15,0.22329518359561273
Ariel Merlot,89121899328,Misc,750ml,12,J LOHR WINERY,Breakthru Beverage, ,All,89.15,,88,7.429166666666667,9.99,,88,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC89121899328",9014993,7.429166666666667,89.15,0.25633967300633964
Ariel White Zinfandel,89121840023,Misc,750ml,12,J LOHR WINERY,Breakthru Beverage, ,All,57.15,,56,4.7625,5.99,,56,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC89121840023",9014992,4.7625,57.15,0.20492487479131885
Arrow Amaretto,088352118277,Liquor,Ltr,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118277,320418,0,0,
Arrow Amaretto,88352118277,Liquor,Ltr,12,LUXCO,Breakthru Beverage, ,All,121.15,,120,10.095833333333333,12.99,,120,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88352118277",9211608,10.095833333333333,121.15,0.22279958942776498
Arrow Anisette,88352118598,Liquor,750ml,12,LUXCO,Breakthru Beverage, ,All,82.15,,81,6.845833333333334,8.99,,81,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88352118598",9221898,6.845833333333334,82.15,0.2385057471264367
Arrow Apricot Brandy,088352118291,Liquor,Liter,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118291,60358,0,0,
Arrow Black Raspberry Liqueur,088352118611,Liquor,750 ml,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118611,58602,0,0,
Arrow Black Raspberry Liqueur,88352118611,Liquor,750ml,12,LUXCO,Breakthru Beverage, ,All,109.15,,108,9.095833333333333,11.99,,108,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88352118611",9105819,9.095833333333333,109.15,0.24138170697803726
Arrow Brandy Creme,088352118642,Liquor,750 ml,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118642,328213,0,0,
Arrow Coffee Brandy,088352118352,Liquor,Liter,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118352,60378,0,0,
Arrow Kirsch,088352118796,Liquor,750ml,12,LUXCO,Breakthru Beverage,,All,82.15,,81,6.845833333333334,8.99,,81,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088352118796",9105933,6.845833333333334,82.15,0.2385057471264367
Arrow Sloe Gin,088352118512,Liquor,Ltr,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118512,321274,0,0,
Arrow Sloe Gin,88352118512,Liquor,Ltr,12,LUXCO,Breakthru Beverage, ,All,97.15,,96,8.095833333333333,9.99,,96,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88352118512",9107396,8.095833333333333,97.15,0.1896062729396063
Arrow Spearmint Schnapps,088352118529,Liquor,Liter,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118529,60429,0,0,
Arrow Triple Sec,088352119069,Liquor,375 ml,24,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352119069,123961,0,0,
Arrow Triple Sec,088352118567,Liquor,Liter,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352118567,218448,0,0,
Arrow Triple Sec,88352118567,Liquor,Liter,12,LUXCO,Breakthru Beverage, ,All,97.15,,96,8.095833333333333,9.99,,96,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88352118567",9211573,8.095833333333333,97.15,0.1896062729396063
Arrow Triple Sec,88352118932,Liquor,750ml,12,LUXCO,Breakthru Beverage, ,All,85.15,,84,7.095833333333334,8.99,,84,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88352118932",9105972,7.095833333333334,85.15,0.21069707081942893
Art In The Age Ginger Snap,855675001612,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage, ,All,140.15,,139,23.358333333333334,29.99,,139,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855675001612",9132625,23.358333333333334,140.15,0.22112926531065905
Art In The Age Rhubarb,855675001629,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage, ,All,140.15,,139,23.358333333333334,29.99,,139,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855675001629",9147547,23.358333333333334,140.15,0.22112926531065905
Art In The Age Root Liqueur,855675001605,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage, ,All,140.15,,139,23.358333333333334,29.99,,139,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855675001605",9116887,23.358333333333334,140.15,0.22112926531065905
Asbach Uralt German Bra,082496801019,Liquor,750ml,12,DUGGAN'S DISTILLERS,Breakthru Beverage, ,All,229.55,,228.4,19.129166666666666,24.99,,228.4,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC082496801019",9006323,19.129166666666666,229.55,0.2345271441910097
Astral Tequila,700175342553,Liquor,750 ml,6,DAVOS BRANDS LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN700175342553,344319,0,0,
Athletic Brew Free Wave Hazy IPA,855352008491,Misc,6pk 12oz cn,4,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855352008491",,,,
Athletic Brew Run Wild IPA,855352008057,Misc,6pk 12oz cn,4,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855352008057",,,,
Athletic Brew Upside Dawn Golden,855352008071,Misc,6pk 12oz cn,6,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855352008071",,,,
Athletic Lite N/A,855352008941,Misc,6pk 12oz cn,4,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855352008941",,,,
Athletic Oktoberfest ,855352008217,Misc,6pk 12oz cn,4,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC855352008217",,,,
Auchentoshan Single Malt Scotc,850483000628,Liquor,750 ml,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN850483000628,220031,0,0,
Averna Amaro Siciliano,8000400203942,Liquor,750 ml,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN8000400203942,166117,0,0,
Aviation American Gin,857050005079,Liquor,,6,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN857050005079,55304111,0,0,
AVIATION GIN 84 PET 5/12PK,857050005055,Liquor,50ML,5,DIAGEO SPIRITS,Southern Wine & Spirits,,All,119.99,0,120,23.997999999999998,30.99,,119.99,119.99,SWS Southern Glazer's Wine & Spirits of MN857050005055,895287,23.997999999999998,119.99,
Avion Anejo Tequila,736040519300,Liquor,750ml,6,Avion,Phillips Wine & Spirits,Case 1,All,421.1,,480,70.18333333333334,103.99,,420,,PH Phillips Wine & Spirits - St. Paul736040519300,000019256,70.18333333333334,421.1,
Avion Espresso,080432107652,Liquor,750 ml,6,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432107652,332769,0,0,
Avion Silver Tequila,736040521884,Liquor,375 ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN736040521884,153148,0,0,
AVION TEQUILA REPOSADO 80 CANISTER,736040519324,Liquor,750ml,6,PERNOD RICARD USA,Southern Wine & Spirits,,June|December,197.96,0,252.45,32.99333333333333,54.99,,197.96,197.96,SWS Southern Glazer's Wine & Spirits of MN736040519324,894605,32.99333333333333,197.96,
Avion Variety Pack Tequila,736040019909,Liquor,3x50ml,20,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN736040019909,275227,0,0,
Bacardi 151 pf Rum,080480095406,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480095406,28756,0,0,
Bacardi 151 pf Rum,080480095307,Liquor,Ltr,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480095307,28755,0,0,
Bacardi 8 Rum,080480506209,Liquor,50 ml,48,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480506209,130538,0,0,
Bacardi Anejo Rum,080480185404,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480185404,28712,0,0,
Bacardi Arctic Grape Rum,080480401702,Liquor,Ltr,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480401702,307167,0,0,
Bacardi Bahama Mama,080480806057,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480806057,164752,0,0,
"Bacardi Bahama Mama 
",080480986230,Liquor,Single,24,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480986230,00098491-5,0,0,
Bacardi Banana Rum,080480007157,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480007157,450586,0,0,
Bacardi Banana Rum,080480007201,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480007201,450589,0,0,
Bacardi Banana Rum,080480007164,Liquor,Liter,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480007164,450580,0,0,
Bacardi Big Apple Rum,080480401023,Liquor,Ltr,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480401023,105791,0,0,
BACARDI CKTL BAHAMA MAMA 11.8CAN4P,080480986261,Liquor,4pk 12oz can,6,BACARDI USA INC,Southern Wine & Spirits, ,ALL,49.5,,67.45,8.25,14.99,,48.7,50.1,SWS Southern Glazer's Wine & Spirits of MN080480986261,984915,8.25,49.5,0.4496330887258172
BACARDI CKTL LIMON&LEM11.8 CAN6/4P,080480985424,Liquor,4pk 12oz can,6,BACARDI USA INC,Southern Wine & Spirits, ,FEB|APR|JUNE|December,49.5,0,67.45,8.25,14.99,,48.7,50.1,SWS Southern Glazer's Wine & Spirits of MN080480985424,970729,8.25,49.5,
Bacardi Coquito Coconut Cream Liqueur,080480008192,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480008192,950278,0,0,
Bacardi Dragon Berry Rum,080480000257,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480000257,240794,0,0,
Bacardi Dragon Berry Rum,080480000288,Liquor,375 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480000288,240795,0,0,
Bacardi Dragon Berry Rum,080480000301,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480000301,241573,0,0,
Bacardi Gold Reserva Ocho 8yr,080480983321,Liquor,375 ml,24,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480983321,898676,0,0,
Bacardi Gran Rsv,7610113001394,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN7610113001394,899308,0,0,
Bacardi Grand Melon Rum,080480401535,Liquor,Ltr,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480401535,129446,0,0,
Bacardi Grapefruit,080480006679,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480006679,408518,0,0,
Bacardi Grapefruit Rum,080480006723,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480006723,408523,0,0,
Bacardi Grapefruit Rum,080480006686,Liquor,Liter,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480006686,408519,0,0,
Bacardi Hurricane,080480806019,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480806019,168776,0,0,
Bacardi Light Mojito,080480003296,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480003296,317921,0,0,
Bacardi Light Pina Colada,080480003319,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480003319,317925,0,0,
Bacardi Light Straw Daiq,080480003333,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480003333,335241,0,0,
Bacardi Lime & Soda,080480985394,Liquor,12 oz cn,0,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480985394,000970727-1,,0,
Bacardi Lime & Soda,080480985431,Liquor,4 pk can,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480985431,970727,0,0,
Bacardi Limitada Rum,080480505431,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480505431,406978,0,0,
Bacardi Limon & Lemonade,080480985387,Liquor,12 oz cn,0,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480985387,000970729-1,,0,
Bacardi Maestro de Ron,080480004156,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480004156,383440,0,0,
Bacardi Maestro de Ron Gr Res,080480004163,Liquor,Liter,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480004163,383438,0,0,
Bacardi Mai Tai,080480806286,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480806286,302033,0,0,
Bacardi Mai Tai,080480806293,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480806293,141958,0,0,
Bacardi Major Lazer,080480007485,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480007485,474617,0,0,
Bacardi Mango Fusion,080480004866,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480004866,408458,0,0,
"Bacardi Mojito 
",080480986223,Liquor,Single,24,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480986223,00098491-4,0,0,
Bacardi Orange Rum,080480400002,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480400002,408439,0,0,
Bacardi Orange Rum,080480400057,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480400057,12690,0,0,
Bacardi Orange Rum,080480400019,Liquor,Liter,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480400019,408440,0,0,
Bacardi Peach Red Rum,080480402037,Liquor,Ltr,0,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480402037,170078,,0,
Bacardi Pina Colada,080480001087,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480001087,469626,0,0,
Bacardi Pinapple Fusion Rum,080480003814,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480003814,408446,0,0,
Bacardi Pineapple Fusion Rum,080480003869,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480003869,408451,0,0,
Bacardi Raspberry Rum,080480006792,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480006792,408516,0,0,
Bacardi Razz Rum,080480400316,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480400316,73524,0,0,
Bacardi Rum Humidor Gift Pack,080480984212,Liquor,2 pk,3,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480984212,918256,0,0,
Bacardi Rum Punch,080480985400,Liquor,Single,24,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480985400,000970726-1,0,0,
Bacardi Rum Runner,080480806187,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480806187,302308,0,0,
Bacardi Rum Runner,080480806194,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480806194,166290,0,0,
Bacardi Solera Rum 1873,080480345402,Liquor,750 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480345402,79900,0,0,
Bacardi Spiced Rum,080480001537,Liquor,375 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480001537,443115,0,0,
Bacardi Strawberry Daiquiri,080480001070,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480001070,474913,0,0,
Bacardi Tangerine,080480005740,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480005740,388926,0,0,
Bacardi Tangerine,080480005795,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480005795,408529,0,0,
Bacardi Tangerine,080480005757,Liquor,Liter,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480005757,408525,0,0,
Bacardi Torched Cherry Rum,080480000967,Liquor,1.75 L,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480000967,408383,0,0,
