Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Vendor UPC,Item Number,Net Case EO,Net Cs EO/Unit,Competitor Pricing
Early Times Mint Julep Whisky,081128010904,Liquor,Liter,12,SAZERAC,Breakthru Beverage, ,All,157.15,,156,13.095833333333333,16.99,,156,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC081128010904",21030,13.095833333333333,157.15,0.22920345301157538
Effen Green Apple Vodka,080686938439,Liquor,Liter,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686938439,416171,0,0,
Effen Vodka,080686938033,Liquor,375 ml,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686938033,289357,0,0,
Effen Vodka,080686938378,Liquor,Liter,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686938378,405359,0,0,
El Charro Anejo,759380117562,Liquor,750 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN759380117562,309322,0,0,
El Charro Silver,759380117593,Liquor,Ltr,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN759380117593,38512,0,0,
El Jimador Blanco Tequila,744607068208,Liquor,750 ml,12,BROWN FORMAN CORP,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN744607068208,9706,0,0,
El Mayor Single Estate Tequila,088352133164,Liquor,750 ml,3,LUXCO INC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352133164,915467,0,0,
El Tesoro Reposado Tequila,080686762409,Liquor,750 ml,6,JIM BEAM BRANDS CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686762409,5380,0,0,
EL TESORO TEQ EX ANEJO 80,80686761044,Liquor,750ml,6,JIM BEAM BRANDS CO,Southern Wine & Spirits, ,All,673.9599999999999,0,673.17,112.32666666666665,145.99,,673.16,673.16,SWS Southern Glazer's Wine & Spirits of MN80686761044,950033,112.32666666666665,673.9599999999999,
EL TESORO TEQ REPOSADO 80,80686762409,Liquor,750ml,6,JIM BEAM BRANDS CO,Southern Wine & Spirits, ,All,293.95,0,298.15,48.99166666666667,64.99,,293.15,293.15,SWS Southern Glazer's Wine & Spirits of MN80686762409,911824,48.99166666666667,293.95,
El Ultimo Agave Anejo Tequila,802365185008,Liquor,750ml,6,SANS WINE & SPIRITS CO,Breakthru Beverage, ,All,118.11000000000001,,116.96000000000001,19.685000000000002,24.99,,116.96000000000001,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC802365185008",9106882,19.685000000000002,118.11000000000001,0.2122849139655861
El Ultimo Agave Blanco Tequila,802365184001,Liquor,750ml,6,SANS WINE & SPIRITS CO,Breakthru Beverage, ,All,100.10000000000001,,98.95,16.683333333333334,20.99,,98.95,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC802365184001",9106884,16.683333333333334,100.10000000000001,0.20517706844529135
El Ultimo Agave Reposado Tequi,802365183363,Liquor,750ml,12,SANS WINE & SPIRITS CO,Breakthru Beverage, ,All,199.06,,197.91,16.588333333333335,20.99,,197.91,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC802365183363",9106888,16.588333333333335,199.06,0.209703033190408
Elijah Craig 18yr Single Barrel,096749010189,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749010189,15581,0,0,
Elijah Craig 23year Single Brl,096749010226,Liquor,750 ml,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749010226,367253,0,0,
Elmer T Lee Bourbon,080244007737,Liquor,750 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080244007737,39475,0,0,
English Harbour 5 Year Rum,723961003100,Liquor,750ml,1,HOTALING & COMPANY,Breakthru Beverage, ,All,316.15,,315,316.15,409.99,,315,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC723961003100",9201300,316.15,316.15,0.22888363130808076
Erdinger Hefe-Weizen NA,400000019901,Misc,6pk 12oz btl,4,ERDINGER ,Breakthru Beverage, ,All,44.25,,43.1,11.0625,13.99,,43.1,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC400000019901",9108668,11.0625,44.25,0.2092566118656183
Evan Williams 100 Proof,096749021277,Liquor,Liter,12,Heaven Hill,Bellboy Corporation,Case 1,MAY|AUG,190.42,0,224.91,15.868333333333332,23.99,,190.42,210.93,BB Bellboy Corporation096749021277,8394455,15.868333333333332,190.42,
Evan Williams 1783,096749141128,Liquor,1.75 L,6,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749141128,40613,0,0,
Evan Williams Apple Orchard,096749083763,Liquor,750 ml,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749083763,314907,0,0,
EVAN WILLIAMS CHERRY LIQ 8/15P,096749021864,Liquor,50ML,8,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,81.2,0,107.9,9.9,17.99,,80.4,80.4,SWS Southern Glazer's Wine & Spirits of MN096749021864,958649,10.15,79.2,
Evan Williams Cherry Reserve,096749021864,Liquor,50 ml,120,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749021864,300025,0,0,
Evan Williams Cinnamon,096749021291,Liquor,50 ml,120,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749021291,387583,0,0,
Evan Williams Honey Reserve,096749021871,Liquor,1.75 L,6,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749021871,387563,0,0,
Evan Williams Original Egg Nog,096749025336,Liquor,750 ml,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749025336,138,0,0,
Evan Williams Peach,096749000913,Liquor,50 ml,120,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749000913,958653,0,0,
EVAN WILLIAMS PEACH WSKY 8/15P PET,96749000913,Liquor,50ML,8,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,81.2,0,107.9,9.9,17.99,,80.4,80.4,SWS Southern Glazer's Wine & Spirits of MN96749000913,525815,10.15,79.2,
EVAN WILLIAMS PEACH WSKY 8/15P PET,96749000913,Liquor,50ML,8,HEAVEN HILL SALES CO,Southern Wine & Spirits,,All,81.2,0,107.9,9.9,17.99,,80.4,80.4,SWS Southern Glazer's Wine & Spirits of MN96749000913,525815,10.15,79.2,
EVAN WILLIAMS PEACH WSKY 8/15P PET,96749000913,Liquor,50ML,8,HEAVEN HILL SALES CO,Southern Wine & Spirits,,All,81.2,0,107.9,9.9,17.99,,80.4,80.4,SWS Southern Glazer's Wine & Spirits of MN96749000913,525815,10.15,79.2,
Evan Williams Peppermint Choco,096749040513,Liquor,750 ml,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749040513,319014,0,0,
Evan Williams Single BBL,096749750016,Liquor,750 ml,6,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749750016,139,0,0,
Evangeline's Praline Liqueur,88004021955,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,136.44,,135.29,11.37,14.99,,135.29,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004021955",9011769,11.37,136.44,0.24149432955303543
Evangeline's Pralines & Cream,88004022822,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,154.44,,153.29,12.87,16.99,,153.29,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004022822",9253279,12.87,154.44,0.24249558563861093
Everclear Purple Passion,088352124391,Liquor,1.75 L,6,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352124391,136210,0,0,
Exclusiv Vodca,699733000014,Liquor,Liter,6,SERGE IMPORTS LLC,Breakthru Beverage, ,All,69.81000000000002,,68.66000000000001,11.635000000000003,14.99,,68.66000000000001,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC699733000014",9097958,11.635000000000003,69.81000000000002,0.2238158772515008
Ezra Brooks 99 Bourbon,088352135427,Liquor,750 ml,6,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352135427,987668,0,0,
EZRA BROOKS BBN BLACK 90,088352110912,Liquor,1.0L,12,LUXCO INC,Southern Wine & Spirits,,All,144.79000000000002,0,144,12.065833333333336,15.99,,143.99,143.99,SWS Southern Glazer's Wine & Spirits of MN088352110912,15458,12.065833333333336,144.79000000000002,
EZRA BROOKS BBN BLACK 90,088352110912,Liquor,1.0L,12,LUXCO INC,Southern Wine & Spirits,,All,144.79000000000002,0,144,12.065833333333336,15.99,,143.99,143.99,SWS Southern Glazer's Wine & Spirits of MN088352110912,15458,12.065833333333336,144.79000000000002,
EZRA BROOKS BBN BLACK 90 PET TRAV,088352131696,Liquor,750ml,12,LUXCO INC,Southern Wine & Spirits,,MAR|JUNE|AUG|OCT|DEC,135.79000000000002,0,135,11.315833333333336,14.99,,134.99,134.99,SWS Southern Glazer's Wine & Spirits of MN088352131696,450472,11.315833333333336,135.79000000000002,
EZRA BROOKS BBN BLACK 90 PET TRAV,088352131696,Liquor,750ml,12,LUXCO INC,Southern Wine & Spirits,,MAR|JUNE|AUG|OCT|DEC,135.79000000000002,0,135,11.315833333333336,14.99,,134.99,134.99,SWS Southern Glazer's Wine & Spirits of MN088352131696,450472,11.315833333333336,135.79000000000002,
EZRA BROOKS BBN CREAM LIQ 25,088352131474,Liquor,750ml,12,LUXCO INC,Southern Wine & Spirits,,All,102,0,108,8.5,11.99,,102,102,SWS Southern Glazer's Wine & Spirits of MN088352131474,592093,8.5,102,
Ezra Brooks Bourbon,088352110905,Liquor,1.75 L,6,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352110905,15457,0,0,
Ezra Brooks Rye Whiskey,088352131603,Liquor,750 ml,12,LUXCO INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088352131603,450135,0,0,
Famous Daves Devils Spit Blood,780993773401,Misc,64 oz,8,FAMOUS PRODUCTS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN780993773401,135534,0,0,
Famous Daves Rich & Sassy Bloody Mary,780993277640,Misc,64 oz,8,FAMOUS PRODUCTS,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN780993277640,135533,0,0,
Famous Grouse 18 yr,87236400392,Liquor,750ml,6,EDRINGTON USA,Breakthru Beverage, ,All,267.15,,266,44.525,57.99,,266,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87236400392",9047258,44.525,267.15,0.23219520607001212
Famous Grouse Bourbon Cask,812066022731,Liquor,750ml,12,EDRINGTON USA,Breakthru Beverage, ,All,208.05,,206.9,17.337500000000002,21.99,,206.9,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC812066022731",9349289,17.337500000000002,208.05,0.2115734424738516
Famous Grouse Gold Reserve,87236400071,Liquor,750ml,6,EDRINGTON USA,Breakthru Beverage, ,All,161.14000000000001,,159.99,26.85666666666667,34.99,,159.99,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87236400071",9045615,26.85666666666667,161.14000000000001,0.23244736591407067
Famous Grouse Scotch,087236400040,Liquor,Liter,12,EDRINGTON USA,Breakthru Beverage,Case 1,All,217.05,,233.9,18.087500000000002,24.99,,215.9, ,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC087236400040",9048077,18.087500000000002,217.05,
Famous Grouse Scotch,087236400033,Liquor,750ml,12,THE EDRINGTON GROUP,Breakthru Beverage,Case 1,All,181.05,,197.9,15.0875,20.99,,179.9,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC087236400033",9045619,15.0875,181.05,0.28120533587422575
Far North Aged Rum,851702005189,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,142,142,160,23.666666666666668,34.99,,142,,PH Phillips Wine & Spirits - St. Paul851702005189,001327898,23.666666666666668,142,
Far North Alander Spiced Rum,851702005011,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,142,142,160,23.666666666666668,34.99,,142,,PH Phillips Wine & Spirits - St. Paul851702005011,000027243,23.666666666666668,142,
Far North Bodalen Bourbon,851702005219,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,203.5,203.5,220,33.916666666666664,47.99,,203.5,,PH Phillips Wine & Spirits - St. Paul851702005219,001735126,33.916666666666664,203.5,
Far North Gustaf Navy St Gin,851702005059,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,159.95,159.95,180,26.65833333333333,38.99,,159.95,,PH Phillips Wine & Spirits - St. Paul851702005059,000025500,26.65833333333333,159.95,
Far North Roknar 100% Rye,851702005202,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,238.5,238.5,280,39.75,60.99,,238.5,,PH Phillips Wine & Spirits - St. Paul851702005202,1541160,39.75,238.5,
Far North Roknar MD Style,851702005196,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,238.5,238.5,280,39.75,60.99,,238.5,,PH Phillips Wine & Spirits - St. Paul851702005196,1154084,39.75,238.5,
Far North Roknar Rye Whiskey,851702005103,Liquor,375 ml,12,Far North,Phillips Wine & Spirits,Case 1,ALL,105,105,120,8.75,12.99,,105,,PH Phillips Wine & Spirits - St. Paul851702005103,001238698,8.75,105,
Far North Roknar Rye Whiskey,851702005028,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,203.5,203.5,220,33.916666666666664,47.99,,203.5,,PH Phillips Wine & Spirits - St. Paul851702005028,000027146,33.916666666666664,203.5,
Far North Solveig Gin,851702005004,Liquor,750 ml,6,Far North,Phillips Wine & Spirits,Case 1,ALL,159.95,159.95,180,26.65833333333333,38.99,,159.95,,PH Phillips Wine & Spirits - St. Paul851702005004,000023350,26.65833333333333,159.95,
Faretti Biscotti Famosi,039383007337,Liquor,750 ml,6,CHATHAM IMPORTS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN039383007337,163885,0,0,
Farmers Gin,039383008570,Liquor,750 ml,6,CHATHAM IMPORTS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN039383008570,295368,0,0,
Fast Mary's Hot Bloody Mary,748252008190,Misc,16 oz ,12,,Bellboy Corporation,Case 1 pricing,All,78.88,0,89.88,6.573333333333333,9.99,,77.88,77.88,BB Bellboy Corporation748252008190,MIXFMH,6.573333333333333,78.88,
Fast Mary's Mild Bloody Mary Enhancer,696859299186,Misc,16 oz ,12,,Bellboy Corporation,Case 1 pricing,All,78.88,0,89.88,6.573333333333333,9.99,,77.88,77.88,BB Bellboy Corporation696859299186,MIXFMM,6.573333333333333,78.88,
Fernet-Branca,084105307509,Liquor,750 ml,6,INFINIUM SPIRITS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN084105307509,299275,0,0,
Fever Tree Aromatic Tonic Water,898195001847,Misc,200 ml,6,FEVER TREE USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN898195001847,917015-1,0,0,
Fever Tree Bitter Lemon,898195001045,Misc,4 pk btl,6,FEVER TREE USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN898195001045,928033,0,0,
Fever Tree Cucumber Tonic,812136030185,Misc,4 pk btl,6,FEVER TREE USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN812136030185,936675,0,0,
Fever Tree Elderflower Tonic,898195001656,Misc,4 pk btl,6,FEVER TREE USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN898195001656,395463,0,0,
Fever Tree Light Tonic,898195001762,Misc,8 pk can,3,FEVER TREE USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN898195001762,941497,0,0,
Fever Tree Pink Sparkling Grapefruit,812136030277,Misc,4 pk btl,6,FEVER TREE USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN812136030277,960215,0,0,
Fever Tree Sparkling Lemon,898195001564,Misc,4 pk btl,6,FEVER TREE USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN898195001564,320491,0,0,
FEVER TREE TONIC WATER 6/4PK,898195001007,Liquor,4pk 6.7oz btl,6,FEVER TREE USA INC,Southern Wine & Spirits,,All,23.8,0,27,3.966666666666667,5.99,,23,23,SWS Southern Glazer's Wine & Spirits of MN898195001007,597616,3.966666666666667,23.8,
Fifty Pounds Gin,088320560503,Liquor,750 ml,6,SHAW ROSS INTERNATIONAL,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088320560503,294703,0,0,
Finlandia Cranberry Vodka,81128074357,Liquor,Ltr,12,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,143.15,,142,11.929166666666667,14.99,,142,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC81128074357",25338,11.929166666666667,143.15,0.20419168334445184
Finlandia Lime Vodka,81128074272,Liquor,Ltr,12,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,143.15,,142,11.929166666666667,14.99,,142,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC81128074272",25536,11.929166666666667,143.15,0.20419168334445184
Finlandia Tangerine Vodka,81128034160,Liquor,Liter,12,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,143.15,,142,11.929166666666667,14.99,,142,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC81128034160",9086862,11.929166666666667,143.15,0.20419168334445184
Fireball 50ml Trick or Treat Bags,088004040727,Liquor,15pk,8,SAZERAC,Breakthru Beverage,24 cases mix with other sazerac 50mls,All,71.15,,80,8.89375,12.99,,70,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088004040727",9448460,8.89375,71.15,
Fireball Candy Cane,88004035891,Liquor,10 x 50 ml,12,SAZERAC CO,Breakthru Beverage,,,0,0,0,0,-0.01,,0,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004035891",,0,0,
Fireball Whisky,88004022723,Liquor,3.5 L,3,SAZERAC,Breakthru Beverage,net down pricing ,All,111.4,,110.25,37.13333333333333,47.99,,110.25,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004022723",9239761,37.13333333333333,111.4,0.22622768632353968
Fireball Whisky 6pk,88004029227,Liquor,6x50 ml,20,SAZERAC,Breakthru Beverage, ,All,81.15,0,80,4.0575,4.99,,80,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004029227",9332489,4.0575,81.15,
Fireball Whisky Cold Pack,88004029234,Liquor,12 pack,10,SAZERAC CO,Breakthru Beverage,,,0,0,,0,-0.01,,0,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004029234",,0,0,
Firefly Apple Pie Moonshine,897291000662,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,154.15,,153,12.845833333333333,16.99,,153,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC897291000662",9177786,12.845833333333333,154.15,0.24391799097508332
Firefly Skinny Tea Vodka,897291000129,Liquor,Liter,12,SAZERAC,Breakthru Beverage, ,All,226.11,,224.96,18.8425,23.99,,224.96,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC897291000129",9219557,18.8425,226.11,0.2145685702375989
Firefly Sweet Tea Vodka,897291000334,Liquor,50 ml,60,SAZERAC,Breakthru Beverage, ,All,34.05,,32.9,0.5675,0.99,,32.9,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC897291000334",9219561,0.5675,34.05,0.42676767676767674
Firefly Sweet Tea Vodka,897291000099,Liquor,Liter,12,SAZERAC,Breakthru Beverage, ,All,181.11,,179.96,15.092500000000001,18.99,,179.96,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC897291000099",9219558,15.092500000000001,181.11,0.2052395997893627
Firefly White Lightning,897291000617,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,154.15,,153,12.845833333333333,16.99,,153,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC897291000617",9184257,12.845833333333333,154.15,0.24391799097508332
Firestarter Vodka,4840408004240,Liquor,750 ml,6,FIRESTARTER SPIRITS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN4840408004240,314943,0,0,
Fistful of Bourbon,83664873906,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,2 case deal on invoice,All,104.60000000000001,,116.95000000000002,17.433333333333334,24.99,,103.45,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC83664873906",9406954,17.433333333333334,104.60000000000001,0.3023876217153528
Five O'Clock Gin,1848485002050,Liquor,Liter,12,Laird's,Maverick Wine Company,"IR deal--ony time only, 180bt total",Oct 2023 only (we passed on this opportunity),40,0,108,3.3333333333333335,11.99,,40,,"70000 Maverick Beverage Co., LLC - MN1848485002050",S-LC-FOV-GIN,3.3333333333333335,40,
Fleischmanns Gin,082928210273,Liquor,200 ml,48,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN082928210273,11098,0,0,
Fleischmanns Gin,082928210259,Liquor,750 ml,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN082928210259,21919,0,0,
Fleischmann's Gin,082928210266,Liquor,375 ml,24,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN082928210266,11097,0,0,
Fleischmanns Vodka,082928214370,Liquor,200 ml,48,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN082928214370,11136,0,0,
Fleischmanns Vodka,082928214363,Liquor,375 ml,24,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN082928214363,11135,0,0,
Flor de Cana 18,026964500233,Liquor,750 ml,6,WILLIAM GRANT & SONS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN026964500233,86405,0,0,
Flor de Cana 18,026964500233,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage, ,All,226.35,,225.2,37.725,48.99,,225.2,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC026964500233",9178311,37.725,226.35,0.2299448867115738
Flor de Cana 4yr Extra Dry Rum,088320152517,Liquor,750 ml,12,WILLIAM GRANT & SONS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088320152517,2830,0,0,
Flor De Cana Centenario,026964823967,Liquor,750 ml,6,WILLIAM GRANT & SONS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN026964823967,40821,0,0,
Flor De Cana Centenario,026964823967,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage, ,All,154.15,,153,25.691666666666666,32.99,,153,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC026964823967",9178310,25.691666666666666,154.15,0.2212286551480247
Flor de Cana Extra Dry Lt Rum,026964904291,Liquor,750ml,12,WM GRANT & SONS,Breakthru Beverage, ,All,163.4,,162.25,13.616666666666667,17.99,,162.25,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC026964904291",9178298,13.616666666666667,163.4,0.24309801741708348
Flor De Cana Gold,026964177190,Liquor,750 ml,12,WILLIAM GRANT & SONS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN026964177190,2829,0,0,
Flor De Cana Gold,026964177190,Liquor,750ml,12,WM GRANT & SONS,Breakthru Beverage, ,All,163.4,,162.25,13.616666666666667,17.99,,162.25,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC026964177190",9178301,13.616666666666667,163.4,0.24309801741708348
Flor De Cana Resv 7 Yr,026964852745,Liquor,750 ml,12,WILLIAM GRANT & SONS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN026964852745,2,0,0,
Flor De Cana Resv 7 Yr,026964852745,Liquor,750ml,12,WM GRANT & SONS,Breakthru Beverage, ,All,244.25,,243.1,20.354166666666668,25.99,,243.1,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC026964852745",9178307,20.354166666666668,244.25,0.2168462229062459
Forty Creek Canadian Whiskey,891156001047,Liquor,750 ml,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN891156001047,12176,0,0,
Forty Creek Canadian Whisky,891156001023,Liquor,1.75 L,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN891156001023,4989,0,0,
Foursquare Rum 2005 Single Blend,724803018139,Liquor,750ml,6,ALTAMAR BRANDS,Breakthru Beverage, ,All,586.15,,585,97.69166666666666,126.99,,585,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC724803018139",9298649,97.69166666666666,586.15,0.2307137044911673
Frangelico Liqueur,721059983754,Liquor,375 ml,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059983754,280314,0,0,
Frangelico Liqueur,721059987509,Liquor,750 ml,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059987509,311649,0,0,
