Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Elk Cove Pinot Noir 750ml,Pinot Noir,"New France Wine Co, Inc",25,0.6,41.2,21.54,39.99,32.96,46,,3,6,Osseo:1;Roseville:4;St. Louis Park:20
Barefoot Sweet Red Blend Tetra 500ml,Flavored,Johnson Brothers - St. Paul,21,0.6,34.6,3.09,5.49,4.96,44,,3,6,Ramsey:2;Chanhassen:4;Minneapolis:5;Plymouth:10
Bartenura Prosecco 750ml,Sparkling,Phillips Wine & Spirits - St. Paul,5,0.6,8.2,7.82,12.49,10.96,37,,3,6,Vadnais Heights:2;Blaine:3
Sweet Bitch Moscato Pavie 750ml,Other Whites,"Vinocopia, Inc",49,0.6,82.9,8.12,13.79,11.96,41,,2,10,Vadnais Heights:3;Stillwater:4;Blaine:5;Woodbury:7;Plymouth:8;Minneapolis:11;Rosemount:11
Taylor Cream Sherry 1.5L,Fortified,Johnson Brothers - St. Paul,12,0.6,19.8,11.52,17.99,,36,,3,6,Chanhassen:3;Roseville:4;Minnetonka:5
Slamzees Cherry Limeade 187ml,Flavored,Southern Glazer's Wine & Spirits of MN,6,0.6,9.9,2.36,3.99,3.46,41,,3,6,Minneapolis:6
Barefoot Watermelon Moscato 750ml,Flavored,Johnson Brothers - St. Paul,16,0.6,25.7,4.41,7.99,6.96,45,,2,11,Chanhassen:5;Blaine:11
Skouras Moscofilero,Other Whites,The Wine Company,26,0.6,45.2,14.79,23.99,19.96,38,,3,5,Plymouth:6;Stillwater:8;Minnetonka:12
Slamzees Banana Pudding 187ml,Flavored,Southern Glazer's Wine & Spirits of MN,5,0.6,8.7,2.36,3.99,3.46,41,,3,5,Minneapolis:5
Scharffenberger Brut Rose 750ml,Sparkling,Oxford Street Merchants,37,0.6,61.0,17.51,30.99,25.96,43,,3,6,Plymouth:1;Rosemount:4;Vadnais Heights:5;Ramsey:6;Andover:7;Osseo:7;Woodbury:7
Senor Sangria Red 750ml,Flavored,Bellboy Corporation,25,0.6,41.2,8.08,13.79,11.96,41,,3,6,Blaine:2;Roseville:5;St. Louis Park:18
Apothic Chardonnay 750ml,Chardonnay,Johnson Brothers - St. Paul,48,0.6,85.7,6.76,12.49,10.96,46,,2,9,Andover:1;Plymouth:1;Rosemount:1;Stillwater:1;Woodbury:3;Osseo:4;Chanhassen:5;St. Louis Park:5;Minnetonka:7;Roseville:8;Vadnais Heights:12
Freemark Abbey Napa Cabernet 750ml,Cabernet,Oxford Street Merchants,18,0.6,28.9,37.68,55.99,46.96,33,,2,11,Andover:3;Roseville:3;Plymouth:4;St. Louis Park:4;Woodbury:4
Barefoot Riesling Tetra 500ml,Other Whites,Johnson Brothers - St. Paul,12,0.6,18.8,3.09,5.49,4.96,44,,3,7,Andover:1;Stillwater:5;Chanhassen:6
Jacobs Creek Moscato 750ml,Moscato,Southern Glazer's Wine & Spirits of MN,28,0.6,50.0,3.73,6.49,5.96,43,,2,9,Blaine:6;Stillwater:22
Chateau Haut-Rocher St Emilion 2019,Red Blends,Bellboy Corporation,50,0.6,89.3,15.2,26.99,14.86,44,,2,9,Ramsey:2;Vadnais Heights:23;Cottage Grove:25
Teutonic Rose 750ml,Rose,"Tradition Wine & Spirits, LLC",10,0.6,16.5,17.17,26.99,,36,,3,6,Minnetonka:10
Clay Shannon Red Blend 750ml,Red Blends,Paustis Wine,16,0.6,28.6,11.62,20.99,17.96,45,,2,9,Andover:2;Ramsey:2;St. Louis Park:2;Blaine:5;Plymouth:5
B&G Vouvray,Other Whites,Southern Glazer's Wine & Spirits of MN,38,0.6,59.6,8.07,14.99,12.96,46,,3,7,Roseville:9;Stillwater:9;Woodbury:9;Minnetonka:11
Remo Farina Soave Classico,Other Whites,"Bourget Imports, LLC",24,0.6,41.7,10.17,20.99,12.95,52,,3,5,Chanhassen:2;Minnetonka:3;Cottage Grove:4;Plymouth:4;Andover:5;Rosemount:6
Rutherford Ranch Cab Sauv 750ml,Cabernet,Johnson Brothers - St. Paul,21,0.6,35.5,15.34,38.99,32.96,61,,2,10,Minnetonka:21
Jinro Soju 24 700ml,Fortified,Johnson Brothers - St. Paul,26,0.6,44.0,7.72,13.79,11.96,44,,2,10,St. Louis Park:2;Cottage Grove:10;Minneapolis:14
Carlo Rossi Raspberry Sangria,Flavored,Johnson Brothers - St. Paul,5,0.6,8.7,3.43,5.99,,43,,3,5,Chanhassen:1;Plymouth:4
Innocent Bystander Pink Moscat 750ml,Other Whites,Small Lot MN,39,0.6,69.6,9.46,17.49,14.96,46,,2,9,Chanhassen:2;Andover:3;Cottage Grove:4;Vadnais Heights:5;Plymouth:6;Blaine:7;Rosemount:12
Risata Blueberry 750ml,Flavored,Oxford Street Merchants,23,0.6,41.1,5.01,10.99,,54,,2,9,Minnetonka:5;Chanhassen:6;St. Louis Park:6;Vadnais Heights:6
Chateau Barde Haut 2019 750ml,Red Blends,Bellboy Corporation,9,0.6,14.8,2.8,46.99,19.86,94,,1,15,Andover:9
Chasing Rain Cabernet 750ml,Cabernet,"Vinocopia, Inc",10,0.6,17.9,13.33,23.99,19.96,44,,2,9,St. Louis Park:4;Roseville:6
90+ Cellars Lot 219 Picpoul de Pinet 750ml,Other Whites,Bellboy Corporation,21,0.6,32.9,9.42,20.99,17.96,55,,1,16,St. Louis Park:21
Robert Mondavi Napa Cab 750ml,Cabernet,Southern Glazer's Wine & Spirits of MN,47,0.6,77.5,30.62,49.99,44.96,39,,3,6,Chanhassen:1;Woodbury:2;Roseville:3;Stillwater:5;Minnetonka:10;Blaine:11;Plymouth:15
Groundwork Grenache  2018 750ml,Other Reds,"Tradition Wine & Spirits, LLC",18,0.6,31.3,17.17,26.99,,36,,3,5,Woodbury:5;Minnetonka:13
Sokol Blosser Evolution White 750ml,White Blends,Small Lot MN,31,0.6,55.4,10.12,17.49,14.96,42,,2,9,Blaine:5;Minneapolis:6;Rosemount:9;Roseville:11
Bixigu Getariako Txakolina Blanco 750ml,Other Whites,"New France Wine Co, Inc",10,0.6,17.4,15.54,28.99,23.96,46,,3,5,St. Louis Park:1;Minnetonka:9
Gulp Hablo Fresco Chillable Red Liter,Red Blends,"New France Wine Co, Inc",5,0.6,8.7,11.54,20.99,17.96,45,,3,5,Minnetonka:5
J Lohr Paso Robles Merlot 750ml,Merlot,"Breakthru Beverage Minnesota Wine & Spirits, LLC",15,0.6,26.1,13.43,23.99,19.96,44,,3,5,Stillwater:7;Blaine:8
Andre Peach Bellini 750ml,Flavored,Johnson Brothers - St. Paul,5,0.6,8.5,5.42,8.99,,40,,2,10,Minneapolis:5
Bota Box Breeze Sauvignon Blanc 500ml,Sauvignon Blanc,Phillips Wine & Spirits - St. Paul,18,0.6,29.7,2.76,5.49,4.96,50,,3,6,Chanhassen:2;Minneapolis:2;Minnetonka:2;Ramsey:3;Plymouth:9
Washington Hills Late Riesling 750ml,Other Whites,Paustis Wine,14,0.6,25.0,6.75,10.99,,39,,2,9,Stillwater:2;Woodbury:12
Tilia Bonarda 750ml,Other Reds,"Grape Beginnings, Inc.",24,0.6,39.6,7.7,13.99,,45,,3,6,Blaine:1;Plymouth:4;Osseo:8;Woodbury:11
Robert Mondavi PS Merlot 750ml,Merlot,Southern Glazer's Wine & Spirits of MN,36,0.6,59.3,6.07,11.49,9.96,47,,3,6,Stillwater:6;Ramsey:7;Minneapolis:10;Andover:13
Cline Mourvedre Rose 750ml,Rose,Southern Glazer's Wine & Spirits of MN,6,0.6,10.2,9.4,17.49,14.96,46,,2,10,Blaine:3;Chanhassen:3
Villa Wolf Riesling Dry 750ml,Other Whites,The Wine Company,3,0.6,5.2,10.46,16.99,,38,,3,5,Minnetonka:3
Cline Ancient Vines Zinfandel 750ml,Zinfandel,Southern Glazer's Wine & Spirits of MN,20,0.6,33.8,11.4,20.99,17.96,46,,2,10,St. Louis Park:1;Roseville:2;Ramsey:7;Minneapolis:10
Menage A Trois Luscious Pinot Noir 750ml,Pinot Noir,Phillips Wine & Spirits - St. Paul,14,0.6,22.0,7.09,11.49,9.96,38,,3,7,Minnetonka:1;Plymouth:1;Rosemount:1;Blaine:11
Matchbook Chardonnay 750ml,Chardonnay,The Wine Company,31,0.6,55.4,9.72,17.49,9.95,44,,2,9,Blaine:1;Vadnais Heights:5;Rosemount:6;Minnetonka:7;Cottage Grove:12
Chateau Picque Caillou White 750ml,Other Whites,Phillips Wine & Spirits - St. Paul,75,0.6,133.9,20.43,35.49,19.86,42,,2,9,Minnetonka:7;St. Louis Park:31;Blaine:37
Gallo Red Moscato,Flavored,Johnson Brothers - St. Paul,8,0.6,12.5,7.52,13.99,,46,,3,7,Ramsey:1;Chanhassen:2;Vadnais Heights:2;Rosemount:3
Cline Ancient Vine Carignane 750ml,Other Reds,Southern Glazer's Wine & Spirits of MN,11,0.6,18.1,11.4,20.99,14.95,46,,3,6,Rosemount:4;Roseville:7
Barefoot Bright & Breezy Pinot Grigio 750ml,Pinot Grigio/Gris,Johnson Brothers - St. Paul,54,0.6,89.0,4.41,7.99,6.96,45,,3,6,Osseo:1;Plymouth:2;Ramsey:2;St. Louis Park:2;Chanhassen:3;Woodbury:7;Blaine:14;Vadnais Heights:23
Three Finger Jack Cab Sauv 750ml,Cabernet,Johnson Brothers - St. Paul,6,0.6,9.4,11.42,20.99,17.96,46,,3,7,Ramsey:2;Andover:4
Catena Appellation Paraje Altamira Malbec 750ml,Malbec,"Grape Beginnings, Inc.",24,0.6,39.6,18.0,33.49,27.96,46,,1,15,Blaine:1;Roseville:1;Vadnais Heights:1;Chanhassen:7;St. Louis Park:14
Risata Peach 750ml,Flavored,Oxford Street Merchants,4,0.6,6.9,4.1,10.99,,63,,3,5,Ramsey:1;St. Louis Park:1;Stillwater:2
Vibe Blackberry Lemonade 500ml,Flavored,Johnson Brothers - St. Paul,7,0.6,12.2,2.09,4.49,3.96,53,,3,5,Minneapolis:7
Pewsey Vale Dry Riesling 750ml,Other Whites,"Grape Beginnings, Inc.",15,0.6,26.1,15.75,27.99,23.96,44,,3,5,Blaine:2;Roseville:4;Minnetonka:9
Sand Point Merlot 750ml,Merlot,Small Lot MN,20,0.6,33.0,6.62,12.99,10.96,49,,3,6,Rosemount:1;Plymouth:2;Roseville:7;Blaine:10
Kenwood Chardonnay 750ml,Chardonnay,Southern Glazer's Wine & Spirits of MN,87,0.6,155.4,8.73,14.99,12.96,42,,2,9,Blaine:1;Rosemount:1;St. Louis Park:1;Osseo:4;Roseville:4;Plymouth:5;Woodbury:8;Cottage Grove:9;Ramsey:9;Vadnais Heights:11;Chanhassen:13;Andover:21
The Federalist Bourbon Barrel Red 750ml,Red Blends,Southern Glazer's Wine & Spirits of MN,32,0.6,54.1,13.4,23.99,19.96,44,,2,10,Blaine:1;St. Louis Park:1;Stillwater:1;Vadnais Heights:1;Plymouth:9;Roseville:9;Ramsey:10
Quinta Santa Eufemia White Port 750ml,Fortified,Rue 38 LLC,31,0.6,48.6,10.12,18.99,15.96,47,,3,7,Stillwater:2;Andover:3;Ramsey:3;Vadnais Heights:3;Cottage Grove:10;Roseville:10
The Little Sheep Cabernet Sauvignon 750ml,Cabernet,Rue 38 LLC,31,0.6,53.9,8.17,14.99,12.96,45,,3,5,Cottage Grove:10;St. Louis Park:10;Woodbury:11
Forge Cellars Riesling 750ml,Other Whites,"Grape Beginnings, Inc.",30,0.5,62.2,13.5,22.99,14.95,41,,1,11,Minnetonka:1;Roseville:1;Blaine:2;Woodbury:5;Vadnais Heights:6;Chanhassen:7;Rosemount:8
Comtesse Marion Sauvignon Blanc 750ml,Sauvignon Blanc,"Maverick Beverage Co., LLC - MN",33,0.5,64.3,9.46,15.99,13.96,41,,1,12,Roseville:4;Blaine:14;St. Louis Park:15
Good Day Grapefruit Soju 375ml,Fortified,"Vinocopia, Inc",36,0.5,72.3,4.51,7.99,6.96,44,,2,7,Cottage Grove:1;Roseville:1;Vadnais Heights:4;Ramsey:6;Minnetonka:12;Andover:12
L'Oliveto Pinot Noir Russian River Valley 750ml,Pinot Noir,Libation Project,4,0.5,8.0,16.17,27.99,23.96,42,,2,7,St. Louis Park:1;Minnetonka:3
Gnarly Head Old Vine Zin 750ml,Zinfandel,Johnson Brothers - St. Paul,26,0.5,53.9,5.65,12.49,10.96,55,,1,11,Chanhassen:1;Vadnais Heights:1;Blaine:7;Rosemount:8;Roseville:9
Tassin Cuvee Excellence Brut 750ml,Sparkling,Bellboy Corporation,22,0.5,44.2,30.71,59.99,49.96,49,,2,7,Andover:1;Cottage Grove:1;Ramsey:2;Vadnais Heights:4;Rosemount:5;Chanhassen:9
Elio Perrone Sourgal Moscato d Asti 750ml,Sparkling,"New France Wine Co, Inc",3,0.5,5.8,11.95,22.99,,48,,3,3,St. Louis Park:3
Stella Rosa Pineapple 750ml,Flavored,"Breakthru Beverage Minnesota Wine & Spirits, LLC",15,0.5,32.1,8.76,14.99,12.96,42,,2,6,Andover:4;Blaine:11
Greywacke Sauvignon Blanc 750ml,Sauvignon Blanc,Small Lot MN,2,0.5,4.1,16.79,29.99,24.96,44,,1,11,Minneapolis:1;St. Louis Park:1
Stonestreet Chardonnay EC 750ml,Chardonnay,Oxford Street Merchants,1,0.5,2.2,21.02,31.99,26.96,34,,2,6,Andover:1
Bartenura Lychee 4pk 250ml can,Flavored,Oxford Street Merchants,27,0.5,57.9,11.71,13.79,11.96,15,,2,6,Minnetonka:1;Woodbury:1;Osseo:8;Ramsey:8;Chanhassen:9
Barefoot Sangria 750ml,Flavored,Johnson Brothers - St. Paul,21,0.5,45.0,4.41,7.99,6.96,45,,2,6,Chanhassen:4;Blaine:17
Boen Tri Appellation Chardonnay 750ml,Chardonnay,Oxford Street Merchants,27,0.5,56.0,10.65,18.99,15.96,44,,1,11,Rosemount:1;Woodbury:1;Roseville:2;St. Louis Park:2;Chanhassen:3;Andover:4;Minnetonka:4;Blaine:5;Ramsey:5
Scharffenberger Brut 750ml,Sparkling,Oxford Street Merchants,49,0.5,98.4,13.38,23.99,19.96,44,,2,7,Ramsey:1;Stillwater:2;Osseo:3;Plymouth:4;Blaine:6;Vadnais Heights:6;Minnetonka:7;Cottage Grove:9;St. Louis Park:11
St Supery Rose 750ml,Rose,Oxford Street Merchants,9,0.5,17.5,12.76,23.99,19.96,47,,3,3,St. Louis Park:9
Barefoot Riesling 3L Box,Other Whites,Johnson Brothers - St. Paul,22,0.5,47.1,14.18,22.99,18.96,38,,2,6,Plymouth:2;Ramsey:4;Blaine:5;Cottage Grove:5;Vadnais Heights:6
Stella Rosa Non-Alcoholic Red 750ml,Other Reds,"Breakthru Beverage Minnesota Wine & Spirits, LLC",29,0.5,56.5,8.76,13.99,11.96,37,,1,12,Vadnais Heights:1;Rosemount:3;Roseville:3;Andover:5;Minnetonka:7;Chanhassen:10
Shafer TD-9 750ml,Red Blends,The Wine Company,6,0.5,11.7,63.46,87.99,72.95,28,,3,3,St. Louis Park:2;Minnetonka:4
Slamzees Fruity Cereal 187ml,Flavored,Southern Glazer's Wine & Spirits of MN,7,0.5,15.0,2.36,3.99,3.46,41,,2,6,Minneapolis:7
Niepoort Rotula Tinto Red Blend 750ml,Red Blends,"Maverick Beverage Co., LLC - MN",98,0.5,197.0,6.0,22.99,5.86,74,,2,7,Minneapolis:98
Nielson Pinot Noir 750ml,Pinot Noir,Oxford Street Merchants,12,0.5,22.7,11.42,19.99,14.95,43,,2,8,Rosemount:2;Minnetonka:3;Plymouth:3;Cottage Grove:4
Barefoot Rose 3L Box,Rose,Johnson Brothers - St. Paul,8,0.5,15.6,14.18,26.99,22.96,47,,3,3,Andover:2;Minnetonka:3;Stillwater:3
Archer Roose Bubbly Rose 4pk 250ml,Sparkling,Southern Glazer's Wine & Spirits of MN,15,0.5,30.1,12.71,22.49,18.96,43,,2,7,Blaine:1;Minneapolis:2;Minnetonka:3;Andover:4;Woodbury:5
Roederer Estate Brut 750ml,Sparkling,Oxford Street Merchants,39,0.5,80.9,17.51,27.99,23.96,37,,1,11,Cottage Grove:2;St. Louis Park:2;Vadnais Heights:2;Stillwater:3;Minnetonka:4;Osseo:5;Ramsey:6;Woodbury:15
Breaking Bread Marmalade Orange 750ml,Other Whites,"Bourget Imports, LLC",5,0.5,10.0,16.15,29.99,24.96,46,,2,7,Minnetonka:2;St. Louis Park:3
Long Meadow Ranch Rose of Pinot Noir 750ml,Rose,"Maverick Beverage Co., LLC - MN",15,0.5,32.1,18.79,33.49,27.96,44,,2,6,Rosemount:5;Blaine:10
Cline Farmhouse White 750ml,White Blends,Southern Glazer's Wine & Spirits of MN,45,0.5,99.8,8.07,14.99,12.96,46,,1,10,Cottage Grove:2;Andover:3;Vadnais Heights:6;St. Louis Park:9;Ramsey:12;Woodbury:13
Boones Farm Sangria,Flavored,Johnson Brothers - St. Paul,5,0.5,9.2,4.09,5.99,,32,,3,4,Rosemount:5
Wiley Wines Ribolla Gialla 750ml,Other Whites,"New France Wine Co, Inc",21,0.5,40.9,20.21,35.49,29.96,43,,3,3,St. Louis Park:10;Blaine:11
Whitehaven Sauv Blanc 375ml,Sauvignon Blanc,Johnson Brothers - St. Paul,24,0.5,46.8,8.09,12.99,,38,,3,3,Chanhassen:5;Minnetonka:9;St. Louis Park:10
Andre Mango Mimosa 750ml,Flavored,Johnson Brothers - St. Paul,2,0.5,4.1,5.42,8.99,,40,,1,11,Minneapolis:2
Eyrie SPARK Rose 750ml,Rose,The Wine Company,12,0.5,22.7,20.12,33.49,27.96,40,,0,17,Minnetonka:12
Cerro Anon Gran Reserva 2015 750ml,Other Reds,"Maverick Beverage Co., LLC - MN",11,0.5,23.6,17.5,29.99,24.96,42,,2,6,Vadnais Heights:11
Gallo Moscato 1.5L,Moscato,Johnson Brothers - St. Paul,7,0.5,15.0,7.52,13.79,10.46,45,,2,6,Minnetonka:1;Woodbury:1;St. Louis Park:5
Cline Chardonnay Sonoma Coast 750ml,Chardonnay,Southern Glazer's Wine & Spirits of MN,17,0.5,34.2,9.4,17.49,12.95,46,,2,7,Blaine:2;Stillwater:7;Roseville:8
Leone de Castris Maiana 750ml,Other Reds,"Grape Beginnings, Inc.",-2,0.5,-3.9,9.0,16.99,,47,,3,3,
J Vineyards Cuvee 750ml,Sparkling,Johnson Brothers - St. Paul,65,0.5,122.9,13.42,23.99,19.96,44,,2,8,Chanhassen:1;Osseo:3;Andover:4;Cottage Grove:4;Roseville:4;Minnetonka:9;Ramsey:9;Stillwater:12;Blaine:19
Menage a Trois Limelight Pinot Grigio 750ml,Pinot Grigio/Gris,Phillips Wine & Spirits - St. Paul,2,0.5,4.0,7.09,11.49,9.96,38,,2,7,Plymouth:2
Meerlust Rubicon 750ml,Red Blends,Oxford Street Merchants,12,0.5,23.4,29.09,49.99,41.96,42,,3,3,Minnetonka:12
Damso Makgeolli Original/ D,,,8,0.5,15.6,3.87,5.8,,33,,3,3,Stillwater:8
Argiolas Costera Cannonau,Other Reds,"Grape Beginnings, Inc.",5,0.5,9.5,13.49,23.99,19.96,44,,2,8,St. Louis Park:1;Roseville:4
VVS Nivasco Brachetto 750ml,Fortified,"New France Wine Co, Inc",18,0.5,35.1,9.54,17.99,14.96,47,,3,3,Vadnais Heights:1;Cottage Grove:6;Rosemount:11
Antonin Rodet Chablis 750ml,Chardonnay,"Vinocopia, Inc",44,0.5,88.4,13.19,29.99,24.96,56,,2,7,Cottage Grove:2;Rosemount:6;Blaine:8;Osseo:10;Woodbury:18
Mocali Fossetti IGT Rosso Toscano 750ml,Other Reds,"New France Wine Co, Inc",30,0.5,64.3,10.21,18.99,15.96,46,,2,6,Minnetonka:10;Roseville:10;St. Louis Park:10
Michelet Petit Chablis 750ml,Chardonnay,The Wine Company,17,0.5,34.2,16.79,23.99,18.95,30,,2,7,St. Louis Park:2;Vadnais Heights:7;Cottage Grove:8
Brown Estate House of Brown Red Blend 750ml,Red Blends,"Grape Beginnings, Inc.",34,0.5,62.4,12.0,20.99,14.95,43,,3,4,Blaine:1;Woodbury:1;Chanhassen:4;Roseville:9;Stillwater:9;Rosemount:10
Rashi Claret 750ml,Red Blends,Phillips Wine & Spirits - St. Paul,88,0.5,176.8,6.2,11.49,9.96,46,,2,7,Andover:2;Plymouth:2;Ramsey:2;Roseville:2;Vadnais Heights:4;Cottage Grove:5;Osseo:5;Chanhassen:7;St. Louis Park:7;Blaine:9;Stillwater:18;Woodbury:25
Pavao Rose Vinho Verde 750ml,Rose,The Wine Company,0,0.5,0.0,5.12,8.99,7.96,43,,2,6,
Orin Swift Abstract 750ml,Red Blends,Johnson Brothers - St. Paul,39,0.5,78.3,26.76,45.99,37.96,42,,2,7,Chanhassen:1;Roseville:1;Cottage Grove:2;Woodbury:3;Ramsey:4;Andover:5;Osseo:5;Plymouth:8;Stillwater:10
Hahn Chardonnay 750ml,Chardonnay,Johnson Brothers - St. Paul,56,0.5,105.9,9.09,15.99,13.96,43,,2,8,Minnetonka:1;Rosemount:2;Cottage Grove:3;Roseville:3;Stillwater:3;Woodbury:4;Blaine:8;Vadnais Heights:9;Osseo:10;Ramsey:13
J Friederich Bernkasteler Spat 750ml,Other Whites,Paustis Wine,6,0.5,11.3,7.33,12.49,10.96,41,,2,8,Roseville:6
Orin Swift Palermo 750ml,Cabernet,Johnson Brothers - St. Paul,7,0.5,12.9,46.76,56.49,49.95,17,,3,4,Ramsey:7
Oberon Sauvignon Blanc 750ml,Sauvignon Blanc,Oxford Street Merchants,8,0.5,14.7,10.09,18.99,15.96,47,,3,4,St. Louis Park:8
AxeBridge Mill City Red 750ml,Red Blends,,14,0.5,31.0,13.21,24.99,,47,,1,10,Cottage Grove:1;Minneapolis:1;Minnetonka:1;Osseo:11
One Stone Cabernet Sauvignon 750ml,Cabernet,"Grape Beginnings, Inc.",40,0.5,75.6,13.5,25.99,21.95,48,,2,8,Stillwater:1;Vadnais Heights:4;Minneapolis:5;Cottage Grove:6;Osseo:10;Minnetonka:14
Maculan Pino & Toi,Other Whites,,3,0.5,5.8,7.46,16.99,,56,,3,3,Osseo:3
Malat 'Crazy Creatures' Gruner Veltliner,Other Whites,"New France Wine Co, Inc",17,0.5,32.1,15.19,25.99,,42,,2,8,Minneapolis:1;Woodbury:1;Blaine:2;Chanhassen:5;Plymouth:8
Martin Woods Jessie James Pinot Noir 750ml,Pinot Noir,"New France Wine Co, Inc",15,0.5,29.2,44.21,70.99,59.96,38,,3,3,Roseville:4;Blaine:11
Joel Gott Red Blend 750ml,Red Blends,Phillips Wine & Spirits - St. Paul,13,0.5,26.1,7.98,11.49,9.96,31,,2,7,Blaine:1;Vadnais Heights:1;Minnetonka:11
Mas Fi Cava Zero N/A 750ml,Sparkling,"Bourget Imports, LLC",43,0.5,86.4,12.15,21.99,18.96,45,,2,7,Minnetonka:1;St. Louis Park:5;Rosemount:7;Roseville:7;Vadnais Heights:11;Woodbury:12
Estancia Pinot Noir 750ml,Pinot Noir,Johnson Brothers - St. Paul,5,0.5,10.7,9.42,14.99,,37,,2,6,Rosemount:1;Chanhassen:4
Domaine de la Solitude CDR Rose 750ml,Rose,"Maverick Beverage Co., LLC - MN",3,0.5,5.8,11.12,19.99,16.96,44,,3,3,St. Louis Park:3
Famille Dubbard Sauvignon Blanc 750ml,Sauvignon Blanc,"Maverick Beverage Co., LLC - MN",2,0.5,4.0,10.12,18.99,15.96,47,,2,7,St. Louis Park:2
Casal Garcia Vinho Verde 750ml,Other Whites,Phillips Wine & Spirits - St. Paul,7,0.5,12.9,7.42,13.79,11.96,46,,3,4,Osseo:7
Tre Pile Barolo 750ml,Other Reds,"New France Wine Co, Inc",16,0.5,29.4,38.21,63.99,52.96,40,,3,4,St. Louis Park:7;Minnetonka:9
Prost! Rheinhessen Dry Riesling 750ml,Other Whites,Small Lot MN,27,0.5,49.6,10.79,19.99,16.96,46,,3,4,Blaine:1;Minnetonka:7;Roseville:7;St. Louis Park:12
Fullerton Five Faces Pinot Noir 750ml,Pinot Noir,Rue 38 LLC,0,0.5,0.0,20.12,35.49,29.96,43,,2,8,
Yellow Tail Rose 1.5L,Rose,Phillips Wine & Spirits - St. Paul,6,0.5,12.9,8.28,12.99,,36,,2,6,Plymouth:1;Ramsey:2;Chanhassen:3
Twin Suns Cabernet Sauvignon 750ml,Cabernet,Bellboy Corporation,49,0.5,108.6,7.5,17.49,14.96,57,,1,10,Andover:1;Minneapolis:1;Plymouth:1;Woodbury:1;Blaine:3;Vadnais Heights:9;Cottage Grove:11;Osseo:11;Rosemount:11
Louis Jadot Pouilly Fuisse 750ml,Chardonnay,"Breakthru Beverage Minnesota Wine & Spirits, LLC",19,0.5,40.7,23.43,41.99,34.96,44,,2,6,Ramsey:1;Blaine:2;Stillwater:3;St. Louis Park:13
ClapBack At Me Apple Liter,Flavored,Paustis Wine,24,0.5,44.1,9.42,15.99,13.96,41,,1,13,Blaine:6;Roseville:6;Minneapolis:12
XXL Mango Cans 4pk 250ml,Flavored,Paustis Wine,16,0.5,32.1,8.17,13.79,11.96,41,,2,7,Minneapolis:2;Blaine:3;Plymouth:3;Vadnais Heights:4;Woodbury:4
XXL Strawberry Cans 4pk 250ml,Flavored,Paustis Wine,30,0.5,64.3,8.17,13.79,11.96,41,,2,6,Blaine:2;Woodbury:2;Osseo:3;Vadnais Heights:4;Plymouth:5;Minneapolis:7;Roseville:7
Flowers Sonoma Chardonnay 750ml,Chardonnay,Southern Glazer's Wine & Spirits of MN,26,0.5,47.8,36.73,59.99,49.96,39,,3,4,Plymouth:1;Chanhassen:3;St. Louis Park:3;Andover:3;Cottage Grove:5;Rosemount:5;Osseo:6
La Sueca Sangria Liter,Flavored,Rue 38 LLC,32,0.5,60.5,11.67,20.99,14.95,44,,2,8,Stillwater:3;Blaine:4;Cottage Grove:4;Plymouth:4;Woodbury:5;Minnetonka:6;Roseville:6
Laketown White 750ml,White Blends,,13,0.5,28.0,11.5,22.99,14.95,50,,2,7,Minneapolis:5;St. Louis Park:9
LATTA Kind Stranger Chardonnay 750ml,Chardonnay,Libation Project,24,0.5,53.2,12.17,22.49,18.96,46,,1,10,Chanhassen:3;Minnetonka:6;Vadnais Heights:7;St. Louis Park:8
Lagar De Cervara Albarino 750ml,Other Whites,"Bourget Imports, LLC",21,0.5,38.6,20.15,31.99,,37,,3,4,Minnetonka:3;St. Louis Park:6;Minneapolis:12
Copper Ridge Wt. Zin 750ml,Other Whites,Johnson Brothers - St. Paul,0,0.5,0.0,4.58,6.99,,34,,3,3,
Field Recordings Cabernet Franc Petnat 750ml,Sparkling,"Tradition Wine & Spirits, LLC",18,0.5,35.1,15.17,23.99,19.96,37,,3,3,Minnetonka:1;Chanhassen:2;Woodbury:4;Rosemount:5;Plymouth:6
Woodbridge Merlot 750ml,Merlot,Southern Glazer's Wine & Spirits of MN,34,0.5,72.9,4.07,7.99,6.96,49,,2,6,Chanhassen:2;Blaine:9;Vadnais Heights:11;Minneapolis:12
Winehaven Lakeside Red,Other Reds,Paustis Wine,13,0.5,27.0,13.33,22.99,,42,,1,11,Andover:1;Blaine:1;Minneapolis:11
Woodbridge Chardonnay 4pk 187ml,Chardonnay,Southern Glazer's Wine & Spirits of MN,18,0.5,33.1,5.47,9.99,,45,,3,4,Andover:1;Plymouth:2;Roseville:2;Chanhassen:6;Vadnais Heights:7
William Hill NC Merlot 750ml,Merlot,Johnson Brothers - St. Paul,10,0.5,18.4,10.76,18.99,15.96,43,,3,4,Rosemount:1;Vadnais Heights:3;Blaine:6
Ken Wright Willamette Valley Pinot Noir 750ml,Pinot Noir,"Maverick Beverage Co., LLC - MN",4,0.5,8.9,19.46,31.99,23.95,39,,1,10,Minnetonka:1;St. Louis Park:3
