Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
CQ Old Fashioned Lemonade 10mg THC 2oz,Beverages,Get Chai,540,17.7,30.4,1.66,4.49,3.46,63,,99,125,Woodbury:8;Chanhassen:18;Andover:25;Plymouth:29;Blaine:34;St. Louis Park:34;Bloomington:46;Minnetonka:47;Minneapolis:48;Osseo:48;Rosemount:48;Stillwater:48;Ramsey:49;Vadnais Heights:61
Nothing But Hemp Maui Wowie 10mg THC 5 Pack,Edibles,Logan Fleischman,254,17.7,14.4,3.5,17.49,14.96,80,,85,185,Woodbury:1;Vadnais Heights:2;Osseo:2;Blaine:3;Ramsey:7;Plymouth:14;Chanhassen:15;Roseville:15;Bloomington:18;St. Louis Park:20;Minnetonka:22;Cottage Grove:22;Minneapolis:24;Rosemount:42;Andover:47
Nothing But Hemp Mimosa 10mg 5 Pack,Edibles,Logan Fleischman,246,17.7,13.9,3.5,17.49,14.96,80,,75,233,Plymouth:4;St. Louis Park:8;Minneapolis:9;Vadnais Heights:9;Ramsey:18;Osseo:18;Minnetonka:21;Roseville:22;Bloomington:23;Chanhassen:26;Woodbury:27;Rosemount:28;Blaine:33
Lift Bridge Big Believer Variety Pack THC 12pk 12oz can,Beverages,,166,17.6,9.4,20.72,36.99,31.96,44,Lift Bridge Supports to Hit Pricing,70,252,Cottage Grove:19;Chanhassen:4;Ramsey:6;Osseo:7;Minneapolis:8;Plymouth:8;Minnetonka:8;St. Louis Park:8;Woodbury:9;Andover:11;Stillwater:11;Rosemount:12;Blaine:14;Vadnais Heights:17;Roseville:24
Looner 10mg THC Lemonade Variety Pack 12pk 12oz can,Beverages,Global Reserve LLC,135,17.4,7.8,27.5,52.99,44.96,48,,78,207,Plymouth:2;Minnetonka:3;Cottage Grove:3;Osseo:3;Stillwater:4;Ramsey:4;Minneapolis:6;Woodbury:7;Chanhassen:7;Vadnais Heights:7;Blaine:7;Rosemount:8;St. Louis Park:9;Andover:16;Bloomington:20;Roseville:29
Uncle Arnie's Orange Soda 10mg THC 4pk 12oz can,Beverages,,196,17.4,11.2,10.0,17.49,14.96,43,,83,187,Minneapolis:4;Plymouth:4;Chanhassen:6;Ramsey:6;St. Louis Park:7;Stillwater:9;Vadnais Heights:9;Osseo:10;Andover:14;Minnetonka:15;Bloomington:17;Rosemount:19;Roseville:20;Blaine:26;Woodbury:30
Insight Flavor Pixels 10mg THC Variety 12pk 12oz can,Beverages,Insight Brewing Company (D),96,17.4,5.5,24.78,47.49,35.96,48,Quarterly buy,77,213,Osseo:2;Cottage Grove:3;Minneapolis:3;Minnetonka:4;Chanhassen:4;Ramsey:4;Roseville:5;Plymouth:7;Rosemount:7;Blaine:7;Andover:8;Stillwater:8;Vadnais Heights:9;Woodbury:11;St. Louis Park:14
Acre Strawberry Tangerine 10mg THC 4pk 12oz can,Beverages,Mega Beer LLC,157,17.3,9.1,7.0,12.49,10.96,44,3cs Min Buy,80,197,Blaine:2;Cottage Grove:4;Plymouth:4;Ramsey:5;Chanhassen:5;Roseville:8;Stillwater:9;Vadnais Heights:9;Rosemount:10;Andover:14;St. Louis Park:14;Osseo:14;Minnetonka:17;Minneapolis:17;Woodbury:25
CQ Watermelon Lemonade 10mg THC 2oz,Beverages,Get Chai,461,17.2,26.8,1.66,4.49,3.46,63,,94,130,Minneapolis:3;Ramsey:5;Minnetonka:7;Blaine:13;Roseville:16;St. Louis Park:17;Chanhassen:21;Plymouth:24;Stillwater:30;Woodbury:32;Andover:41;Bloomington:45;Cottage Grove:46;Osseo:47;Rosemount:47;Vadnais Heights:67
Uncle Arnie's Strawberry Soda 10mg THC 4pk 12oz can,Beverages,,133,17.2,7.7,10.0,17.49,14.96,43,,81,188,Ramsey:3;Minneapolis:3;Minnetonka:4;Chanhassen:4;St. Louis Park:5;Stillwater:7;Vadnais Heights:7;Plymouth:8;Rosemount:9;Andover:11;Roseville:14;Bloomington:15;Woodbury:18;Blaine:25
Gigli Watermelon 5mg THC 10 Pack,Edibles,Gigli MN LLC,175,17.1,10.2,5.0,11.99,9.96,58,,79,194,Ramsey:1;Osseo:2;Bloomington:2;Cottage Grove:4;Plymouth:4;Roseville:5;Minnetonka:8;Chanhassen:10;Vadnais Heights:11;Blaine:12;Minneapolis:12;St. Louis Park:12;Rosemount:13;Andover:21;Woodbury:23;Stillwater:35
Daizy's Grape 10mg THC 4pk 12oz can,Beverages,Phillips Wine & Spirits - St. Paul,157,16.8,9.4,9.06,14.99,12.96,40,,80,179,Chanhassen:1;Osseo:2;Ramsey:4;Roseville:4;Vadnais Heights:4;Bloomington:5;Minnetonka:5;Plymouth:7;Stillwater:8;Minneapolis:9;Cottage Grove:11;Andover:14;Woodbury:15;Rosemount:17;St. Louis Park:24;Blaine:27
Gigli Peach Rings 5mg THC 10 Pack,Edibles,Gigli MN LLC,188,16.6,11.3,5.0,11.99,9.96,58,,59,267,Chanhassen:1;Stillwater:1;Blaine:2;Bloomington:3;Roseville:4;Andover:6;Cottage Grove:8;Ramsey:10;Osseo:10;Rosemount:10;Minnetonka:11;Plymouth:12;Vadnais Heights:16;St. Louis Park:18;Minneapolis:32;Woodbury:44
Leafy Old Fashioned 10mg THC 12oz can,Beverages,Get Chai,2134,16.6,128.7,2.23,5.99,4.96,63,60 Day Reorder Time,70,218,Blaine:43;Osseo:81;Ramsey:83;Rosemount:87;Stillwater:91;Bloomington:115;St. Louis Park:122;Cottage Grove:131;Plymouth:136;Vadnais Heights:137;Roseville:143;Minneapolis:150;Chanhassen:155;Woodbury:188;Minnetonka:234;Andover:238
Smokiez Jamberry THC 10 pack,Edibles,Bellboy Corporation,185,16.5,11.2,5.5,15.49,12.96,64,Case 1,79,175,Blaine:4;Chanhassen:6;Plymouth:7;Osseo:8;Roseville:9;Minneapolis:9;Bloomington:10;Ramsey:11;Woodbury:12;Rosemount:16;Minnetonka:22;St. Louis Park:35;Vadnais Heights:36
Stigma Black Cherry 10mg THC 4pk 16oz can,Beverages,,216,16.4,13.2,10.71,16.99,14.96,37,,74,193,Cottage Grove:9;Ramsey:2;Minnetonka:5;Stillwater:7;Chanhassen:7;Osseo:8;Vadnais Heights:8;Minneapolis:9;Bloomington:10;Plymouth:12;Roseville:13;Andover:13;Woodbury:14;St. Louis Park:15;Rosemount:18;Blaine:66
Drops Orange Creative 5mg THC 10 Pack,Edibles,Global Reserve LLC,176,16.4,10.7,6.0,14.99,12.96,60,Case 1,72,204,Ramsey:1;Osseo:5;Plymouth:5;Rosemount:5;Vadnais Heights:5;Chanhassen:8;Bloomington:9;Stillwater:10;Blaine:13;Woodbury:15;Roseville:16;Minnetonka:18;Minneapolis:18;Andover:20;St. Louis Park:28
Looner Pink Lemonade 10mg THC 12oz can,Beverages,Single Can,0,16.2,0.0,2.8,5.99,4.96,53,,67,220,
Plift Tart Lime 10mg THC 4pk 7.5 oz can,Beverages,"Capitol Beverage Sales, L.P.",165,16.2,10.2,11.33,15.99,13.96,29,,63,238,Chanhassen:2;Minneapolis:6;Blaine:7;Osseo:7;Roseville:8;Stillwater:8;Andover:10;Vadnais Heights:10;St. Louis Park:10;Minnetonka:11;Plymouth:11;Rosemount:12;Cottage Grove:13;Woodbury:16;Bloomington:17;Ramsey:17
Leafy Italian Roast Coffee 10mg 12oz can,Beverages,Get Chai,704,16.2,43.4,2.23,5.99,4.96,63,60 Day Reorder Time,71,202,Stillwater:9;Vadnais Heights:19;Ramsey:19;Woodbury:24;St. Louis Park:26;Plymouth:26;Osseo:27;Minnetonka:31;Chanhassen:40;Roseville:40;Rosemount:42;Minneapolis:43;Andover:66;Cottage Grove:67;Blaine:112;Bloomington:113
Lift Bridge Believer Dream 10mg THC 4pk 12oz can,Beverages,,82,16.0,5.1,8.4,14.99,12.96,44,Lift Bridge Supports to Hit Pricing,75,178,Cottage Grove:9;Osseo:2;Roseville:3;Chanhassen:4;Andover:7;Ramsey:7;Rosemount:7;Plymouth:9;Vadnais Heights:9;Blaine:10;Stillwater:15
CQ Strawberry Lemonade 10mg THC 2oz,Beverages,Get Chai,635,16.0,39.6,1.66,4.49,3.46,63,,90,110,Woodbury:9;Plymouth:12;Andover:28;Stillwater:34;Rosemount:38;Blaine:39;St. Louis Park:43;Bloomington:44;Minneapolis:45;Roseville:46;Minnetonka:47;Chanhassen:48;Osseo:50;Vadnais Heights:66;Ramsey:86
Minny Grown Caramel Apple Alien Abduction Yummy Gummy Bar 50mg THC,Edibles,Bellboy Corporation,64,16.0,4.0,6.0,17.49,14.96,66,$200 order qty per store,67,212,Minneapolis:1;Ramsey:1;Rosemount:2;St. Louis Park:3;Roseville:5;Andover:6;Cottage Grove:6;Minnetonka:8;Plymouth:9;Woodbury:11;Osseo:12
Looner Creme Soda 10mg THC 12oz can,Beverages,Single Can,0,15.8,0.0,2.8,5.99,4.96,53,,72,184,
Looner Peach Lemonade 10mg THC 4pk 12oz can,Beverages,Global Reserve LLC,113,15.7,7.2,11.2,22.49,14.96,50,,76,164,Minnetonka:2;Chanhassen:4;Roseville:5;Vadnais Heights:6;St. Louis Park:6;Blaine:6;Bloomington:6;Cottage Grove:6;Minneapolis:7;Osseo:7;Stillwater:7;Rosemount:8;Woodbury:9;Andover:9;Ramsey:10;Plymouth:11
Looner Peach Lemonade 10mg THC 12oz can,Beverages,Single Can,0,15.7,0.0,2.8,5.99,4.96,53,,77,157,
Minny Grown Highbernate Sleepy Time Tonic 10mg THC,Beverages,Bellboy Corporation,47,15.7,3.0,11.0,19.99,17.96,45,,61,229,Stillwater:1;Andover:2;Ramsey:3;Minnetonka:3;Plymouth:4;Woodbury:4;Roseville:4;Blaine:8;Rosemount:8;St. Louis Park:10
Jixxie 10mg Variety Pack 12pk 12oz cans,Beverages,Insight Brewing Company (D),62,15.6,4.0,20.37,39.99,33.96,49,,73,172,Rosemount:1;Stillwater:2;Minneapolis:2;Minnetonka:3;Chanhassen:3;Cottage Grove:3;Roseville:4;Ramsey:5;Andover:5;Plymouth:5;Woodbury:6;Vadnais Heights:7;St. Louis Park:7;Blaine:9
Minny Grown Sex on the Sandbar 4pk 12oz can,Beverages,Bellboy Corporation,77,15.6,4.9,11.0,19.99,16.96,45,$200 order qty per store,68,197,Cottage Grove:1;Chanhassen:1;Vadnais Heights:3;Minneapolis:4;Stillwater:4;Rosemount:4;St. Louis Park:6;Bloomington:8;Plymouth:8;Woodbury:8;Minnetonka:9;Ramsey:10;Osseo:12
Brez Single 2.5mg THC 7.5oz can,Beverages,Nothing But Hemp LLC,0,15.5,0.0,2.29,5.49,4.96,58,,70,184,
Clrty Variety 10mg THC 12pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",120,15.3,7.8,25.54,53.99,44.96,53,,67,191,Rosemount:1;Minneapolis:2;Ramsey:3;Minnetonka:3;Roseville:4;Stillwater:4;Chanhassen:4;Plymouth:7;Osseo:8;Blaine:10;Vadnais Heights:11;Woodbury:11;St. Louis Park:20;Andover:32
Gigli Pineapple Mojito 10mg THC 4pk 12oz can,Beverages,Gigli MN LLC,313,15.1,20.7,9.75,18.99,14.96,49,,72,161,Cottage Grove:9;Minnetonka:10;Osseo:11;Stillwater:11;Ramsey:12;Chanhassen:20;Vadnais Heights:20;Woodbury:21;Minneapolis:24;St. Louis Park:25;Rosemount:26;Plymouth:27;Andover:29;Roseville:33;Blaine:35
Fetch Lemon Lime 10mg THC 4pk 12oz can,Beverages,,108,15.0,7.2,8.67,15.99,14.96,46,,70,168,Cottage Grove:8;Vadnais Heights:2;Osseo:3;Rosemount:3;Stillwater:4;Roseville:4;Plymouth:5;Minneapolis:6;Woodbury:8;Andover:9;Ramsey:9;St. Louis Park:10;Minnetonka:10;Blaine:27
Leafy Raspberry Tea 10mg THC 12oz can,Beverages,Get Chai,1371,15.0,91.5,2.23,5.99,4.96,63,60 Day Reorder Time,65,189,Minneapolis:15;St. Louis Park:18;Ramsey:20;Blaine:34;Osseo:36;Roseville:52;Plymouth:73;Rosemount:86;Vadnais Heights:87;Stillwater:93;Bloomington:119;Chanhassen:136;Cottage Grove:140;Woodbury:146;Minnetonka:149;Andover:167
Odder Mango Guava 10mg THC 4pk 12oz can,Beverages,Wild State Cider,163,14.7,11.1,6.67,11.49,10.96,42,Pallet Orders,54,230,Blaine:3;Osseo:5;Chanhassen:6;Minneapolis:6;Ramsey:7;Andover:8;Minnetonka:9;Woodbury:9;St. Louis Park:10;Cottage Grove:11;Plymouth:12;Roseville:15;Stillwater:19;Vadnais Heights:20;Rosemount:23
Minny Grown Highbernate 2.0 Yummy Gummy Bar 50mg THC,Edibles,Bellboy Corporation,180,14.6,12.4,6.0,13.79,11.96,56,$200 order qty per store,64,180,Plymouth:7;Minnetonka:9;Cottage Grove:9;Bloomington:10;Osseo:10;Woodbury:10;St. Louis Park:14;Ramsey:15;Chanhassen:15;Minneapolis:16;Roseville:21;Andover:22;Blaine:22
Nothing But Hemp Bomb Pop 10mg THC 5 Pack,Edibles,Nothing But Hemp LLC,172,14.6,11.8,7.51,17.49,14.96,57,,57,212,Rosemount:1;Blaine:3;Chanhassen:3;Plymouth:3;Woodbury:7;Vadnais Heights:9;Roseville:11;Minnetonka:15;Cottage Grove:17;Minneapolis:21;Osseo:21;St. Louis Park:22;Ramsey:39
Looner Deww 10mg THC 12oz can,Beverages,Single Can,0,14.5,0.0,2.8,5.99,4.96,53,,68,160,
Granny's Cheddar Pretzels 50mg THC 50pk,Edibles,"Capitol Beverage Sales, L.P.",117,14.4,8.1,10.0,15.99,12.96,37,,64,174,Ramsey:2;Woodbury:3;Roseville:3;Blaine:5;St. Louis Park:7;Rosemount:9;Vadnais Heights:9;Andover:11;Minneapolis:11;Minnetonka:11;Osseo:12;Chanhassen:14;Plymouth:23
Lift Bridge Fruit Cup 10mg THC 4pk 12oz can,Beverages,,82,14.4,5.7,9.9,18.99,14.96,48,$14.40/cs Rebate paid out by LB at the end of each quarter,62,185,Woodbury:3;Rosemount:7;Osseo:1;Minnetonka:2;St. Louis Park:2;Ramsey:4;Cottage Grove:4;Minneapolis:5;Roseville:5;Chanhassen:6;Vadnais Heights:6;Plymouth:8;Andover:9;Blaine:20
Daizy's Cream Soda 10mg THC 4pk 12oz can,Beverages,Phillips Wine & Spirits - St. Paul,116,14.3,8.1,5.6,14.99,12.96,63,,73,132,St. Louis Park:2;Bloomington:3;Rosemount:4;Roseville:4;Chanhassen:5;Minneapolis:5;Ramsey:6;Vadnais Heights:6;Woodbury:9;Cottage Grove:13;Osseo:14;Plymouth:22;Minnetonka:26
Collective Project Orange Vanilla 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",127,14.2,9.0,9.33,16.99,14.96,45,,66,158,Chanhassen:1;Cottage Grove:4;Minneapolis:4;Roseville:4;Minnetonka:5;Osseo:5;Plymouth:6;Ramsey:6;Woodbury:6;St. Louis Park:7;Vadnais Heights:9;Rosemount:10;Blaine:18;Andover:20;Stillwater:22
Acre Ginger Lime 10mg THC 4pk 12oz can,Beverages,56 Brewing,165,14.2,11.6,7.0,12.49,10.96,44,3cs Min Buy,69,146,Ramsey:1;Plymouth:2;Cottage Grove:3;Blaine:3;Osseo:4;Minnetonka:8;Vadnais Heights:9;Chanhassen:12;Minneapolis:12;Woodbury:15;Stillwater:15;St. Louis Park:15;Andover:19;Rosemount:21;Roseville:26
Looner Diet Cola 10mg 4pk 12oz can,Beverages,Global Reserve LLC,93,14.1,6.6,11.2,22.49,14.96,50,,82,83,Vadnais Heights:2;Chanhassen:3;Minnetonka:5;Stillwater:5;Woodbury:5;Roseville:5;Cottage Grove:6;Rosemount:6;St. Louis Park:6;Plymouth:7;Andover:8;Minneapolis:8;Ramsey:8;Blaine:9;Osseo:10
GRAV Natural 10mg THC 50ml btl,Beverages,Gravitron LLC dba GRAV,392,13.9,28.2,1.84,4.99,4.46,63,,57,190,Stillwater:2;Minnetonka:3;Plymouth:4;Andover:11;Vadnais Heights:12;Osseo:16;Rosemount:16;Minneapolis:17;Ramsey:23;Roseville:26;St. Louis Park:32;Bloomington:32;Woodbury:32;Chanhassen:47;Cottage Grove:58;Blaine:61
Gigli Blood Orange Margarita 5mg THC 4pk 12oz can,Beverages,Gigli MN LLC,269,13.9,19.4,8.67,17.49,12.96,50,,61,172,Ramsey:5;Osseo:7;Cottage Grove:9;Stillwater:11;Vadnais Heights:11;Rosemount:14;Woodbury:15;Minnetonka:16;St. Louis Park:16;Minneapolis:18;Roseville:20;Plymouth:28;Andover:32;Blaine:32;Chanhassen:35
Looner Twilight Strawberry Gummies 5mg THC 10 Pack,Edibles,Global Reserve LLC,135,13.8,9.8,5.0,12.99,10.96,62,,60,173,Woodbury:5;Rosemount:6;St. Louis Park:6;Chanhassen:7;Vadnais Heights:7;Cottage Grove:7;Bloomington:8;Minneapolis:8;Andover:8;Minnetonka:9;Osseo:9;Blaine:12;Plymouth:12;Ramsey:14;Roseville:17
Wynk Black Cherry 5mg THC 6pk 12oz can,Beverages,Johnson Brothers - St. Paul,110,13.8,8.0,8.38,14.99,12.96,44,Case 1 Upfront,66,146,Chanhassen:4;Rosemount:4;Roseville:4;Vadnais Heights:6;Minneapolis:7;Minnetonka:8;Ramsey:8;St. Louis Park:8;Andover:8;Blaine:9;Bloomington:11;Woodbury:13;Plymouth:20
Odder Berry Pineapple 10mg THC 4pk 12oz can,Beverages,Wild State Cider,154,13.7,11.3,6.67,11.49,10.96,42,Pallet Orders,52,205,Minneapolis:4;Minnetonka:5;Ramsey:6;Plymouth:6;Chanhassen:7;Stillwater:7;Woodbury:9;Blaine:9;St. Louis Park:9;Roseville:10;Cottage Grove:12;Osseo:12;Andover:14;Rosemount:19;Vadnais Heights:25
Jixxie Lemon Sour 10mg THC 4pk 12oz can,Beverages,"Jixxie, Inc.",121,13.6,8.9,7.83,13.99,12.96,44,,58,175,Stillwater:1;Minnetonka:3;Vadnais Heights:3;Plymouth:4;Minneapolis:5;Osseo:5;Rosemount:5;Woodbury:7;Andover:10;Roseville:10;Cottage Grove:11;Bloomington:11;Chanhassen:11;Blaine:14;St. Louis Park:21
You Betcha Jasmine Green Tea 10mg THC 4pk 12oz can,Beverages,"North Star Hemp, LLC",98,13.6,7.2,10.0,18.99,15.96,47,Yellow (Daytime),57,180,Minnetonka:3;Stillwater:3;Cottage Grove:4;Minneapolis:4;Roseville:4;Bloomington:5;Blaine:5;Chanhassen:6;Vadnais Heights:7;Andover:7;Woodbury:8;Rosemount:9;Plymouth:10;St. Louis Park:11;Ramsey:12
Granny's Kitty Cocktail 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",64,13.4,4.8,11.0,17.99,14.96,39,,64,142,Minnetonka:1;Ramsey:1;Stillwater:3;Blaine:3;Plymouth:3;Rosemount:3;Osseo:3;Andover:4;St. Louis Park:4;Cottage Grove:5;Chanhassen:6;Minneapolis:6;Bloomington:6;Woodbury:7;Vadnais Heights:9
Drops Watermelon Chill 5mg THC 10 Pack,Edibles,Global Reserve LLC,199,13.4,14.9,6.0,14.99,12.96,60,Case 1,55,183,Rosemount:2;Osseo:2;Blaine:6;Andover:8;Bloomington:9;Woodbury:9;Stillwater:10;Vadnais Heights:11;Plymouth:12;Roseville:15;Minneapolis:20;Chanhassen:21;Minnetonka:35;St. Louis Park:39
Lift Bridge Limelon 10mg THC 4pk 12oz can,Beverages,,129,13.2,9.8,9.9,18.99,14.96,48,$14.40/cs Rebate paid out by LB at the end of each quarter,57,168,Rosemount:1;Woodbury:12;Stillwater:12;Roseville:4;Osseo:5;Plymouth:5;Chanhassen:7;Minnetonka:7;Blaine:7;St. Louis Park:7;Minneapolis:8;Cottage Grove:10;Andover:12;Ramsey:15;Bloomington:17
Wild State Birdie THC Variety 9pk 12oz can,Beverages,Wild State Cider,183,13.2,13.8,20.0,33.49,27.96,40,,58,164,Vadnais Heights:5;Roseville:5;Rosemount:10;Stillwater:10;Andover:10;Chanhassen:10;Cottage Grove:10;Minnetonka:11;Woodbury:11;Blaine:12;St. Louis Park:12;Plymouth:12;Minneapolis:13;Ramsey:14;Bloomington:19;Osseo:19
Nothing But Hemp Viking Ganja 10mg 5 Pack,Edibles,Logan Fleischman,241,13.1,18.4,3.5,17.49,14.96,80,,55,173,Chanhassen:2;Vadnais Heights:3;Roseville:6;Minneapolis:7;St. Louis Park:10;Osseo:12;Plymouth:13;Rosemount:13;Ramsey:14;Woodbury:16;Bloomington:21;Cottage Grove:23;Blaine:26;Minnetonka:29;Andover:46
Tempter's Strawberry 10mg THC 12oz can,Beverages,,0,12.9,0.0,10.67,5.99,4.96,-78,,58,154,
Fetch Zero Cola 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",99,12.7,7.8,8.67,15.99,14.96,46,,58,148,Roseville:1;Minnetonka:3;Vadnais Heights:3;Osseo:4;St. Louis Park:6;Minneapolis:6;Ramsey:8;Andover:9;Plymouth:9;Rosemount:9;Stillwater:11;Woodbury:12;Blaine:18
Climbing Kites Mixed Berry 10mg THC 4pk 12oz can,Beverages,Dahlheimer Beverage Monticello,111,12.7,8.7,10.67,18.99,15.96,44,Case 1,52,174,Blaine:2;Andover:5;Osseo:5;Woodbury:5;Stillwater:5;Vadnais Heights:6;Cottage Grove:7;Roseville:7;Minneapolis:8;Minnetonka:9;Rosemount:9;St. Louis Park:13;Chanhassen:30
Drops Lime Balanced 5mg THC 10 Pack,Edibles,Global Reserve LLC,140,12.7,11.0,6.0,14.99,12.96,60,Case 1,55,162,Ramsey:2;Rosemount:4;Osseo:4;Roseville:6;St. Louis Park:7;Blaine:8;Cottage Grove:8;Chanhassen:9;Plymouth:10;Andover:12;Vadnais Heights:12;Minnetonka:17;Minneapolis:18;Woodbury:23
Minny Grown CBD Chillbeary 10 Pack,Edibles,Bellboy Corporation,107,12.6,8.5,8.0,17.49,14.96,54,$200 order qty per store,55,159,Minneapolis:1;Chanhassen:1;St. Louis Park:3;Minnetonka:5;Blaine:5;Osseo:6;Plymouth:7;Cottage Grove:8;Ramsey:9;Andover:11;Bloomington:11;Woodbury:12;Rosemount:12;Roseville:16
Granny's Pear-Ginger 5mg THC Gummies 10pk,Edibles,"Capitol Beverage Sales, L.P.",173,12.6,13.8,5.7,9.99,7.96,43,,55,156,St. Louis Park:6;Vadnais Heights:6;Minnetonka:7;Woodbury:8;Bloomington:9;Osseo:10;Plymouth:12;Minneapolis:13;Chanhassen:14;Andover:15;Cottage Grove:17;Rosemount:17;Roseville:17;Ramsey:22
Drops Raspberry Calm 5mg THC 10 Pack,Edibles,Global Reserve LLC,152,12.5,12.2,6.0,14.99,12.96,60,Case 1,50,176,Osseo:4;Chanhassen:5;Andover:5;Plymouth:8;Ramsey:8;Minneapolis:8;Bloomington:9;Minnetonka:10;Stillwater:10;Vadnais Heights:10;St. Louis Park:13;Roseville:14;Rosemount:15;Woodbury:16;Blaine:17
Gigli 10mg THC Variety Punch 12pk 12oz can,Beverages,Gigli MN LLC,302,12.4,24.4,26.09,43.49,32.96,40,,49,178,Minnetonka:8;Rosemount:9;Chanhassen:11;Roseville:11;Cottage Grove:14;Plymouth:14;Ramsey:16;Stillwater:18;Osseo:21;Andover:22;St. Louis Park:24;Minneapolis:34;Bloomington:44;Vadnais Heights:56
Collective Project Raspberry Vanilla 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",128,12.2,10.5,9.33,16.99,14.96,45,,53,155,Osseo:2;Minneapolis:3;Plymouth:3;Blaine:4;Chanhassen:4;Rosemount:5;Ramsey:8;Minnetonka:9;Cottage Grove:11;Andover:11;St. Louis Park:12;Woodbury:13;Roseville:13;Stillwater:14;Vadnais Heights:16
Mary Jones Root Beer 10mg THC 4pk 12oz can,Beverages,College City Beverage,99,12.1,8.2,9.73,20.99,17.96,54,Extra on 12pk to make up for 4pk,51,158,Ramsey:3;Andover:4;Chanhassen:5;Roseville:5;Minneapolis:6;Minnetonka:6;Vadnais Heights:7;Stillwater:7;Plymouth:8;Osseo:8;St. Louis Park:11;Blaine:29
Looner Lemon Lime 10mg THC 12oz can,Beverages,Single Can,0,12.1,0.0,2.8,5.99,4.96,53,,51,159,
Drops Blackberry Soothing Relaxation 5mg THC 10 Pack,Edibles,Global Reserve LLC,113,12.1,9.3,6.0,14.99,12.96,60,Case 1,52,155,Ramsey:1;Vadnais Heights:3;Minnetonka:5;Osseo:5;Minneapolis:5;Chanhassen:5;Woodbury:8;Rosemount:9;Blaine:9;Plymouth:10;Stillwater:10;Andover:10;Roseville:13;St. Louis Park:20
Sweet Leaves Tropical Mix 5mg THC 10 Pack,Edibles,"Sweet Leaves, LLC",198,12.0,16.5,5.2,11.49,9.96,55,Direct Ship to Blaine,49,166,Cottage Grove:2;Osseo:8;Rosemount:8;Roseville:8;Ramsey:10;Blaine:12;Chanhassen:12;St. Louis Park:12;Vadnais Heights:13;Minnetonka:14;Woodbury:14;Plymouth:16;Stillwater:17;Minneapolis:18;Andover:34
Nothing But Hemp Runtz 10mg 5 Pack,Edibles,Nothing But Hemp LLC,176,12.0,14.7,3.5,17.49,14.96,80,,47,173,Osseo:1;St. Louis Park:2;Plymouth:3;Ramsey:11;Roseville:14;Minneapolis:18;Vadnais Heights:19;Bloomington:22;Rosemount:22;Chanhassen:24;Minnetonka:40
Gigli Sleep 5mg THC 10 Pack,Edibles,Gigli MN LLC,219,11.9,18.5,5.0,11.99,9.96,58,,52,147,Roseville:3;Woodbury:6;Ramsey:8;Stillwater:8;Minneapolis:8;Cottage Grove:10;Chanhassen:11;Minnetonka:12;Plymouth:12;St. Louis Park:12;Blaine:13;Vadnais Heights:14;Andover:17;Rosemount:21;Osseo:30;Bloomington:34
IYKYK Party Pack 10mg 8pk 12oz can,Beverages,"IYKYK Beverages, LLC",117,11.9,9.8,18.0,33.49,27.96,46,Pallet Buy,51,153,Blaine:2;Ramsey:3;St. Louis Park:3;Rosemount:4;Minneapolis:4;Plymouth:6;Andover:6;Chanhassen:7;Stillwater:7;Roseville:8;Vadnais Heights:8;Minnetonka:9;Woodbury:9;Osseo:11;Bloomington:14;Cottage Grove:16
Brez Double 5mg THC 12oz can,Beverages,Nothing But Hemp LLC,0,11.9,0.0,2.85,5.49,4.96,48,,50,156,
Daizy's Orange Cream 10mg THC 4pk 12oz can,Beverages,Phillips Wine & Spirits - St. Paul,106,11.9,8.9,9.06,14.99,12.96,40,,54,139,Minnetonka:2;Chanhassen:2;Osseo:3;Rosemount:4;Bloomington:4;Plymouth:5;Ramsey:5;Roseville:5;Andover:7;St. Louis Park:7;Minneapolis:7;Blaine:7;Woodbury:11;Vadnais Heights:17;Cottage Grove:20
Fetch Cream Soda 10mg THC 4pk 12oz can,Beverages,,108,11.8,9.2,8.67,15.99,14.96,46,,51,149,Cottage Grove:5;Minnetonka:2;Chanhassen:3;Andover:3;Rosemount:4;Osseo:5;Ramsey:6;Plymouth:6;Roseville:6;Minneapolis:7;Stillwater:8;St. Louis Park:9;Vadnais Heights:13;Blaine:14;Woodbury:17
Looner Wild Grape 5mg THC 4pk 12oz can,Beverages,Global Reserve LLC,96,11.8,8.1,6.99,11.49,9.96,39,,53,142,Stillwater:2;Chanhassen:3;Minneapolis:3;Rosemount:3;Cottage Grove:4;Ramsey:4;Woodbury:4;Minnetonka:5;Osseo:6;Vadnais Heights:7;Plymouth:7;St. Louis Park:8;Roseville:9;Andover:15;Blaine:16
