upc,Department,Buyer Cost,Deal,Buy Months
850887004208,Spirits,28.0,,
850151007034,Spirits,14.0,,
850887004352,Spirits,20.5,,
850887004710,Spirits,26.5,,
850887004833,Spirits,20.16,,
850887004376,Spirits,20.5,,
850887004154,Spirits,42.0,,
850151007010,Spirits,13.0,,
850887004314,Spirits,20.5,,
851972006008,Spirits,16.79,,
7460855252888,Spirits,33.93,,
812066020065,Spirits,21.47,,
812066020058,Spirits,18.09,,
812066020171,Spirits,22.6,,
87236700386,Spirits,42.93,,
87236701253,Spirits,46.5,,
815079020862,Spirits,21.63,,
815079020404,Spirits,18.13,,
39383009812,Spirits,17.5,,
39383011747,Spirits,15.17,Case 1,
39383011860,Spirits,15.17,Case 1,
39383012089,Spirits,15.17,Case 1,
88110955311,Spirits,55.18,Case 1,
88076182691,Spirits,42.17,,
88076177789,Spirits,36.84,Case 1,
88076187245,Spirits,26.59,Case 1,1|3|5|7|9|11
88110955328,Spirits,27.46,Case 1,1|3|5
88110955342,Spirits,63.33,,
88076170087,Spirits,120.18,Case 1,
88110955304,Spirits,34.84,Case 1,1|3|5|7|9|11
810879022085,Spirits,13.17,,
810879022351,Spirits,7.17,Buyer's Select,
80244009236,Spirits,26.75,,
80244009212,Spirits,37.69,,
80244003715,Spirits,16.58,,
88004063702,Spirits,57.49,Case 1,
82000760832,Spirits,32.59,Case 1,
82000752967,Spirits,17.52,"Case 1 Must hit 8 cs within month – 1 on 16, free good is 6pk VAP",2|4|6|8|10|12
82000766070,Spirits,38.18,Case 1 Must hit 7 cs within month,1|3|5|7|9|11
82000766087,Spirits,14.38,Case 1,
820000778514,Spirits,41.43,Case 1,
87000005525,Spirits,19.25,8  cases M/M RYE  - across chain - same week,2|4|6|8|10|12
87000005549,Spirits,23.43,Case 1 Must hit 3 cs within month,1|3|5|7|9|11
87000004047,Spirits,38.18,Case 1 Must hit 7 cs within month,1|3|5|7|9|11
87000004122,Spirits,14.38,Case 1,
8755603,Spirits,2.26,Case 1,
82000808633,Spirits,37.59,Case 1,
82000810841,Spirits,37.58,Case 1,
82000797357,Spirits,17.4,Case 1,
82000798347,Spirits,9.09,Case 1,
82000797319,Spirits,17.4,Case 1,
82000798330,Spirits,9.09,Case 1,
82000752974,Spirits,23.43,Case 1 Must hit 3 cs within month,1|3|5|7|9|11
82000803195,Spirits,45.18,Case 1,
813497006109,Spirits,25.52,Case 1,
813497006130,Spirits,16.18,Case 1,
813497006178,Spirits,22.68,Case 1,
813497006147,Spirits,28.12,,
813497006307,Spirits,16.19,Case 1,
758371130818,Spirits,60.13,,
96749200306,Spirits,11.3,,
96749002023,Spirits,6.67,,1|4|7|8|10|12
96749200313,Spirits,10.28,,1|4|7|8|10|12
811538016216,Spirits,22.59,Case One,
811538016230,Spirits,14.24,Case One,
88076168992,Spirits,24.42,,
811538016162,Spirits,19.0,,
88076169005,Spirits,25.6,1 on 5,
811538016179,Spirits,10.84,Case One,
50037596052,Spirits,36.93,,
857674007985,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
851091006347,Spirits,11.74,2cs of Vikings 187ml on 25cs,
88004076603,Spirits,11.74,Case 1,
851091006187,Spirits,11.74,2cs of Vikings 187ml on 25cs,
851091006224,Spirits,11.74,2cs of Vikings 187ml on 25cs,
855200005542,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
880040806,Spirits,15.37,22 on 100,
8800408039,Spirits,12.66,,
8510910062,Spirits,15.37,22 on 100,
851091006330,Spirits,11.74,2cs of Vikings 187ml on 25cs,
851091006217,Spirits,11.74,2cs of Vikings 187ml on 25cs,
851091006200,Spirits,11.74,2cs of Vikings 187ml on 25cs,
880040820,Spirits,12.66,,
466434306,Spirits,22.12,,
466434286,Spirits,22.12,,
857674007886,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
8800407777,Spirits,22.12,,
88004076573,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
8800408229,Spirits,2.19,22 on 100,
8800407840,Spirits,22.12,,
8800408188,Spirits,2.19,22 on 100,
8800408192,Spirits,2.19,22 on 100,
8800408183,Spirits,2.19,22 on 100,
8800408176,Spirits,2.19,22 on 100,
8800408185,Spirits,2.19,22 on 100,
8800408187,Spirits,2.19,22 on 100,
8800408189,Spirits,2.19,22 on 100,
8800408249,Spirits,2.19,22 on 100,
857641002890,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
851091006774,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
857641002104,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
857674007909,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
857641002517,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
857674007947,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
8577674007947,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
855200005528,Spirits,0.67,5cs Per Store Min,
857674007671,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
854530008605,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
857641002142,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
850042638286,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
855200005283,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
857641002296,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
855200005702,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
851091006231,Spirits,11.74,Case 1,
857641002210,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
857641002651,Spirits,2.4,Used As Free Good,
857641002654,Spirits,1.8,1 Case 48 pack Chiller free on 25 Chiller 187,
96749232406,Spirits,8.98,,
96749232505,Spirits,14.99,,
720815910737,Spirits,30.17,,
720815910133,Spirits,24.88,Case 1,
720815910539,Spirits,26.38,Case 1,
7896002108133,Spirits,16.08,,
80686930334,Spirits,12.14,,
51497237301,Spirits,29.38,,
812459012004,Spirits,51.19,,
80368743757,Spirits,14.17,,
85676565060,Spirits,10.63,,
85676565015,Spirits,10.63,,
85676563837,Spirits,5.48,,
85676563745,Spirits,0.46,,
85676563868,Spirits,10.63,,
85000026915,Spirits,25.02,,
85000017302,Spirits,37.68,Case 1,
85000017326,Spirits,18.09,,
85000017319,Spirits,24.18,,
85000017340,Spirits,2.86,,
85000017333,Spirits,10.38,,
85000008829,Spirits,2.02,,
85000016800,Spirits,36.35,,
85000016824,Spirits,17.34,,
85000016817,Spirits,21.93,,
85000017289,Spirits,2.69,,
85000017272,Spirits,10.05,,
85000008812,Spirits,2.02,,
721059047500,Spirits,24.93,Case 1,
88734100708,Spirits,12.12,,
610854005016,Spirits,43.5,,
652341409266,Spirits,20.21,Rewards sale pricing,
652341409273,Spirits,20.21,Rewards sale pricing,
652341409488,Spirits,22.21,,
850008153044,Spirits,16.08,Case 1,
850008153129,Spirits,0.68,"1 on 20 accumulating (open-ended, not monthly)",
47878450001,Spirits,1.83,,
80686821120,Spirits,18.83,,
80686821021,Spirits,10.82,,2|5|8|11
80686821434,Spirits,8.21,,2|5|8|11
80686821601,Spirits,6.17,,
80686017066,Spirits,30.13,,
80686818229,Spirits,10.82,,2|5|8|11
80686818212,Spirits,16.22,,2|5|8|11
80686823766,Spirits,15.07,,
80686824060,Spirits,13.56,,
80686823117,Spirits,15.07,,
84848301109,Spirits,12.78,,
89708732406,Spirits,0.6,"24 cases mix and match with dr, fireball, parrot bay, platinum, sheep dog, southern comfort, taaka, wheatley, and yukon jack",
88004700256,Spirits,12.94,Case 1,
88004700263,Spirits,7.6,net down pricing,
88004733902,Spirits,4.97,15 case deal,
82928399749,Spirits,6.36,,
82928223396,Spirits,0.46,,
81128023119,Spirits,10.0,,
88004048273,Spirits,7.69,"11cs at $45/cs, 25cs at $42.50/cs",
81128023256,Spirits,4.83,,
88004048259,Spirits,8.35,5 case deal on one invoice,
81128723347,Spirits,0.69,"Case 1, can do a 24 cases mix and match Sazerac to get to $71.05",
695521153474,Spirits,19.6,1cs free every 6cs purchased-accum chain monthly,
853278007062,Spirits,40.98,Case 1,
853278007093,Spirits,16.68,1 cs any Redemption 750 free on 15 m&m café and extra anejo,
853278007055,Spirits,65.64,1 cs any Redemption 750 free on 15 m&m café and extra anejo,
853278007079,Spirits,33.92,Case 1,
853278007086,Spirits,27.92,Case 1,
857986008847,Spirits,22.75,Net Down Pricing,
857986008946,Spirits,30.25,Net Down Pricing,
88076163461,Spirits,57.5,,
88320152012,Spirits,13.25,,
82000808855,Spirits,10.42,Case 1 Must hit 5 cs within month,2|4|6|8|10|12
82000808862,Spirits,13.84,Case 1 Must hit 8 cs within month,1|3|5|7|9|11
8273303,Spirits,0.68,Case 1,
82000800446,Spirits,9.18,Case 1,
82000800422,Spirits,9.18,Case 1,
82000800439,Spirits,9.18,Case 1,
82000741992,Spirits,19.38,4 cases  - across chain - same week,1|3|5|7|9|11
82000742005,Spirits,24.32,4 cases  - across chain - same week,2|4|6|8|10|12
82000741985,Spirits,18.84,Case 1,
82000741978,Spirits,7.38,Case 1,
8224705,Spirits,18.84,Case 1,
82000757917,Spirits,21.0,,
82000757900,Spirits,16.59,Case 1,
82000773146,Spirits,13.59,Case 1,
8727707,Spirits,7.12,case 1,
82000759102,Spirits,18.66,4cs + 1cs seagrams mags on 60,2|4|6|8|10|12
8727008,Spirits,13.84,Case 1 Must hit 8 cs within month,1|3|5|7|9|11
8727309,Spirits,4.42,Case 1,
8731409,Spirits,0.68,Case 1,
8719300,Spirits,10.42,Case 1 Must hit 5 cs within month,2|4|6|8|10|12
87000002708,Spirits,14.91,8 cases  - across chain-same week,1|3|5|7|9|11
87000002715,Spirits,9.0,5 cases - across chain-one week,2|4|6|8|10|12
87000201156,Spirits,19.0,M/M 175's PET/Glass/lsilver-20cs across chain same week,2|4|6|8|10|12
82000773153,Spirits,13.59,Case 1,
87000202078,Spirits,24.0,,
87000202443,Spirits,35.17,Case 1,
87000201781,Spirits,20.25,,4|6
82000743507,Spirits,15.18,Case 1,
82000797432,Spirits,15.18,Case 1,
82000797449,Spirits,15.18,Case 1,
87000201484,Spirits,19.17,M/M 175's PET/Glass/lsilver-20cs across chain same week,2|4|6|8|10|12
87000003323,Spirits,10.42,Case 1,2|4|6|8|10|12
820000006435,Spirits,1.13,Case 1,
82000808879,Spirits,20.18,Case 1,
82000766834,Spirits,12.91,4cs across chain - same week,
82000766858,Spirits,16.58,3cases across chain in one week,
816136023222,Spirits,34.83,,
816136023376,Spirits,21.33,,
80660776057,Spirits,12.28,,
80660776163,Spirits,12.28,,
8832056000,Spirits,38.5,,
88076176294,Spirits,47.17,,
88004004880,Spirits,43.13,,
810845030137,Spirits,10.81,,3|6|8|11|12
721059517508,Spirits,14.35,10 case deal on invoice,
810845030069,Spirits,24.19,10 case deal on invoice,
810845030106,Spirits,1.32,,
810845030038,Spirits,17.6,10 case deal on invoice,
96749004157,Spirits,10.81,,3|6|8|11|12
810845030083,Spirits,10.81,,3|6|8|11|12
84105341008,Spirits,34.69,,
898563002605,Spirits,30.19,,
898563002506,Spirits,15.1,,
898563002551,Spirits,11.35,,
898563002681,Spirits,15.19,,
898563002568,Spirits,11.35,,
898563002575,Spirits,11.35,,
84105311315,Spirits,20.44,5 case deal,
736040532774,Spirits,54.97,,
8436030111041,Spirits,19.62,,
81240050499,Spirits,39.38,,
82100783182,Spirits,31.13,,
81240044818,Spirits,35.46,,
88076189881,Spirits,18.9,Case 1,
856724006015,Spirits,39.33,Case 1,
856724006008,Spirits,50.67,Case 1,
856724006046,Spirits,83.28,1 Repo 750 free on 20 m&m,
856724006022,Spirits,19.45,1 Repo 750 free on 20 m&m,
856724006039,Spirits,3.86,Case 1,
83089452359,Spirits,21.11,,
83089452151,Spirits,4.15,,
83089450003,Spirits,30.17,Case 1,
83089450102,Spirits,39.83,Case 1,
856724006145,Spirits,69.67,Case 1,
83089450355,Spirits,15.58,Case 1,
856724006121,Spirits,15.95,1 Repo 750 free on 20 m&m,
856724006138,Spirits,2.98,Case 1,
88076186880,Spirits,29.89,1 Repo 750 free on 20 m&m,
82000812098,Spirits,9.09,6 case M&M,
82000812128,Spirits,17.09,6 case M&M,
82000811374,Spirits,13.66,25 CASES,
856724006329,Spirits,44.0,Case 1,
856724006336,Spirits,49.97,1 Repo 750 free on 20 m&m,
856724006435,Spirits,24.84,1 Repo 750 free on 20 m&m,
856724006213,Spirits,36.5,Case 1,
856724006206,Spirits,43.5,Case 1,
856724006244,Spirits,75.67,Case 1,
856724006220,Spirits,15.92,Case 1,
856724006237,Spirits,3.52,Case 1,
82000812104,Spirits,9.09,6 case M&M,
82000812135,Spirits,17.09,6 case M&M,
82000815136,Spirits,,25 case,
88076189041,Spirits,35.64,1 Repo 750 free on 20 m&m,
88076189089,Spirits,44.14,1 Repo 750 free on 20 m&m,
80480075200,Spirits,14.88,,
80480075309,Spirits,7.47,,
80480065300,Spirits,7.73,,
80480065201,Spirits,15.13,,
80480275204,Spirits,14.88,,
855810007189,Spirits,31.79,Net Down Pricing,
851484003410,Spirits,12.26,Case 1,
851484003724,Spirits,23.1,Case 1,
851484003076,Spirits,12.26,Case 1,
851484003694,Spirits,42.93,Case 1,
851484003243,Spirits,29.93,Case 1,
851484003670,Spirits,12.26,Case 1,
851484003007,Spirits,20.01,Case 1,
851484003021,Spirits,12.26,Case 1,
80480987954,Spirits,15.19,,
80480987589,Spirits,13.97,,
80480987596,Spirits,13.97,,
80480987046,Spirits,9.77,,
80480170011,Spirits,27.1,,
80480172527,Spirits,24.14,,2|4|6|8|10|12
80480984243,Spirits,31.96,,2|4|6|8|10|12
80480172008,Spirits,29.27,,2|4|6|8|10|12
80480172022,Spirits,16.13,,2|4|6|8|10|12
80480983512,Spirits,1.33,,
80480001254,Spirits,40.47,,2|4|6|8|10|12
80480170004,Spirits,29.27,,2|4|6|8|10|12
80480170028,Spirits,16.13,,2|4|6|8|10|12
80480170103,Spirits,19.88,,2|4|6|8|10|12
80480170035,Spirits,7.94,,
7500925000005,Spirits,63.75,case 1,
7500462805432,Spirits,98.0,case 1,
7500462805401,Spirits,48.67,case 1,
7500462805449,Spirits,146.0,case 1,
7500462805418,Spirits,67.5,case 1,
7500426805425,Spirits,56.25,case 1,
736040000402,Spirits,8.42,,
811751022032,Spirits,41.17,1 Free Blanco on 5,
811751021974,Spirits,25.21,1 Free Blanco on 5,
811751022001,Spirits,32.67,1 Free Blanco on 5,
695521102014,Spirits,38.17,,
786992210121,Spirits,35.58,"1/2 on 5 m/m all chairman's, spiced as FG",
786992224975,Spirits,20.25,"1/2 on 5 m/m all chairman's, spiced as FG",
786992000609,Spirits,20.25,"1/2 on 5 m/m all chairman's, spiced as FG",
83300034517,Spirits,0.05,,
83300034524,Spirits,14.64,,
83300034739,Spirits,0.02,,
83300001403,Spirits,22.88,,
859524004960,Spirits,16.0,Net Down Pricing,
89744329615,Spirits,40.92,,
89744329561,Spirits,40.92,,
8066000408,Spirits,9.13,,
89000546916,Spirits,9.13,,
80660018836,Spirits,3.82,,
89000548811,Spirits,9.13,,
80660011370,Spirits,0.95,,
89000500116,Spirits,9.13,,
89000018758,Spirits,9.13,,
80660018812,Spirits,3.82,,
80660018843,Spirits,3.82,,
88004027391,Spirits,0.95,,
89000547814,Spirits,9.13,,
89000547210,Spirits,9.13,,
80660018850,Spirits,9.13,,
88004024291,Spirits,9.13,,
88004031541,Spirits,0.95,,
89000500307,Spirits,9.13,,
80660000428,Spirits,3.82,,
89000547227,Spirits,9.13,,
80660010229,Spirits,9.13,,
80660011516,Spirits,0.95,,
89000016013,Spirits,9.13,,
80660011424,Spirits,0.95,,
89000015559,Spirits,9.13,,
80660018829,Spirits,3.82,,
80660141879,Spirits,9.13,,
89000019182,Spirits,9.13,,
89000549818,Spirits,9.13,,
791126147327,Spirits,1.0,,
791126147266,Spirits,17.38,,
810020890020,Spirits,38.52,Netted down price,
810020890037,Spirits,38.52,Netted down price,
88004016388,Spirits,14.1,,
88004016395,Spirits,11.38,,
12484523036,Spirits,36.83,,
80432400395,Spirits,26.83,,
80432115343,Spirits,30.47,,
80432116609,Spirits,30.47,,
80432400487,Spirits,64.63,,
80432104040,Spirits,262.77,,
89552000522,Spirits,12.75,,
852935001153,Spirits,19.62,,1|3|5|7|8|10|12
852935001085,Spirits,19.62,,1|3|5|7|8|10|12
852935001221,Spirits,19.62,,1|3|5|7|8|10|12
852935001245,Spirits,32.38,,1|3|5|7|8|10|12
86036100198,Spirits,0.95,,
86036815702,Spirits,3.53,,2|5|7|9|11
86036815474,Spirits,14.91,,3|6|8|10|12
86036815559,Spirits,8.87,,3|6|8|10|12
86036815597,Spirits,7.52,,3|6|8|10|12
86036815672,Spirits,4.9,,1|3|5|7|8|10|12
86036707045,Spirits,7.52,,3|6|8|10|12
96749000692,Spirits,7.57,,
96749000678,Spirits,0.67,,2|5|7|9|11
96749001194,Spirits,18.06,,
86036862775,Spirits,7.57,,
87229010072,Spirits,31.69,,
51497298371,Spirits,13.5,CASE 1,
51497439675,Spirits,6.75,CASE 1,
51497308322,Spirits,0.68,CASE 1,
816529020067,Spirits,27.92,,
816529020173,Spirits,19.21,,
816529020142,Spirits,15.42,,
850008649059,Spirits,97.63,,
850008649011,Spirits,45.13,,
850008649035,Spirits,63.88,,
96749000210,Spirits,11.31,,
86785900025,Spirits,9.06,,
721059107501,Spirits,9.06,,
88076180451,Spirits,20.83,4cs across chain - Same Week,1|3|5|7|9|11
88076180444,Spirits,14.38,Case 1,
88076174955,Spirits,20.93,Case 1 Must hit 4 cs within month,
88076174948,Spirits,14.38,Case 1,
88076188198,Spirits,20.93,Case 1 Must hit 4 cs within month,1|3|5|7|9|11
88076180697,Spirits,20.93,Case 1 Must hit 4 cs within month,1|3|5|7|9|11
88076177420,Spirits,45.0,,
88076177406,Spirits,20.83,4cs across chain - Same Week,1|3|5|7|9|11
88076177390,Spirits,14.38,Case 1,
88076179103,Spirits,45.0,,
88076179080,Spirits,20.83,4cs across chain - Same Week,1|3|5|7|9|11
88076179073,Spirits,13.0,,
88076186040,Spirits,20.93,Case 1 Must hit 4 cs within month,1|3|5|7|9|11
88076175075,Spirits,45.0,,
88076175051,Spirits,20.83,4cs across chain - Same Week,1|3|5|7|9|11
88076175044,Spirits,13.0,,
88076185395,Spirits,20.93,Case 1 Must hit 4 cs within month,1|3|5|7|9|11
88076183728,Spirits,20.93,Case 1 Must hit 4 cs within month,1|3|5|7|9|11
88076162648,Spirits,45.0,,
88076161863,Spirits,20.83,4cs across chain - Same Week,1|3|5
88076162655,Spirits,13.0,,
88076161870,Spirits,32.34,Case 1,
8215309,Spirits,3.1,Case 1,
8257606,Spirits,32.34,Case 1,
8257402,Spirits,12.84,Case 1,
695521103011,Spirits,17.88,1 on 6 accumulated monthly,
695521103028,Spirits,24.5,,
695521154273,Spirits,19.22,1 on 6 accumulated monthly,
695521152989,Spirits,17.88,1 on 6 accumulated monthly,
14800512755,Spirits,7.44,,
14800103274,Spirits,4.53,net down pricing,
14800511345,Spirits,4.52,,
14800513240,Spirits,4.02,,
14800516470,Spirits,6.12,,
14800003819,Spirits,6.17,net down pricing,
83664120260,Spirits,16.69,,
83664120420,Spirits,10.6,,
81240120758,Spirits,400.37,Case 1,
81240049547,Spirits,113.52,Case 1,
81240049516,Spirits,126.83,Case 1,
850014275105,Spirits,113.13,,
5060769130276,Spirits,18.7,,
5060769130542,Spirits,18.7,,
5060769130115,Spirits,18.7,,
5060769130597,Spirits,18.7,,
5060769130122,Spirits,18.7,,
182972000025,Spirits,22.67,,
128972000474,Spirits,23.58,,
182972001206,Spirits,26.49,"1/2 on 5 m/m all clement, blanc as FG",
182972000513,Spirits,29.3,"1/2 on 5 m/m all clement, blanc as FG",
80686026013,Spirits,38.7,,
96749766109,Spirits,16.83,,
89016016632,Spirits,42.19,,
89016016915,Spirits,30.03,5 case deal,
56160000015,Spirits,26.36,5 case deal,
88076163485,Spirits,53.35,Case 1,
8007117010061,Spirits,17.75,Case 1,
8007117010221,Spirits,12.08,Case 1,
8007117011327,Spirits,12.25,Case 1,
8007117010108,Spirits,17.75,Case 1,
72924892047,Spirits,4.35,Case 1,
72924912134,Spirits,4.35,Case 1,
72924012131,Spirits,4.35,Case 1,
72924041209,Spirits,4.35,Case 1,
72924112046,Spirits,4.35,Case 1,
71845098309,Spirits,5.08,,
859061006021,Spirits,93.11,M&M 5 Cases Receive 1 Case Blanco NC,
859061006007,Spirits,30.94,M&M 5 Cases Receive 1 Case Blanco NC,
859061006045,Spirits,213.72,M&M 5 Cases Receive 1 Case Blanco NC,
859061006014,Spirits,45.61,M&M 5 Cases Receive 1 Case Blanco NC,
859061006113,Spirits,41.44,M&M 5 Cases Receive 1 Case Blanco NC,
859061006632,Spirits,5.65,Case 1,
87236565008,Spirits,32.17,,
87236565107,Spirits,29.67,,
87236565206,Spirits,18.46,,
736040511366,Spirits,27.12,,
736040520283,Spirits,33.92,,
736040525851,Spirits,14.79,,
860004438656,Spirits,30.18,,
860004438618,Spirits,30.18,,
80686187134,Spirits,37.63,,
86024000608,Spirits,33.18,3 bottles free on 2 cases,
96749003471,Spirits,18.17,,
96749003204,Spirits,9.06,,
810204640687,Spirits,43.17,,
810204640694,Spirits,46.5,,
810879022818,Spirits,34.67,,
810204641189,Spirits,39.83,Limited Release Allocation,
810204641172,Spirits,39.83,Limited Release Allocation,
810879022825,Spirits,37.17,,
810879027431,Spirits,53.17,,
810879027615,Spirits,53.17,,
810879028049,Spirits,35.83,,
810879028056,Spirits,38.17,,
810879024485,Spirits,31.67,,
648676508415,Spirits,13.5,,
88076181434,Spirits,18.93,Case 1 Must hit 3 cs within month,
865072000347,Spirits,15.5,,
3559621710333,Spirits,22.17,,
3559631710319,Spirits,33.0,,
83089004046,Spirits,26.44,,
83089003971,Spirits,18.94,,
83089004015,Spirits,22.69,,
867931000420,Spirits,40.5,,
96749354504,Spirits,15.91,,
720815930339,Spirits,28.69,10cs purchase in a month,
720815930636,Spirits,21.18,10cs purchase in a month,
720815930131,Spirits,21.94,10cs purchase in a month,
720815930513,Spirits,41.44,10cs purchase in a month,
80686961031,Spirits,28.56,,
80686961024,Spirits,52.62,,
80686961086,Spirits,10.11,,
80686961048,Spirits,22.56,,
80686961109,Spirits,5.39,,
80686962045,Spirits,27.81,,
80686962083,Spirits,17.31,,
88110090050,Spirits,66.09,Case 1 pricing,
80480005382,Spirits,47.38,,
612484750014,Spirits,18.5,,
612484750045,Spirits,18.5,,
612484750083,Spirits,22.17,,
612484750021,Spirits,18.5,,
860000790970,Spirits,70.25,Allocated - 1bt,
860000790901,Spirits,115.25,Allocated,
860000790963,Spirits,60.25,Allocated,
646437211697,Spirits,22.43,Case 1,
712038686131,Spirits,37.43,Case 1,
892060006012,Spirits,35.18,Case 1,
711841589165,Spirits,48.68,Case 1,
712038686148,Spirits,27.68,Case 1,
711841589257,Spirits,41.43,Case 1,
712038686117,Spirits,18.93,Case 1,
82000750437,Spirits,22.79,,
82000750444,Spirits,32.34,Case 1,
82000750451,Spirits,46.68,Case 1,
82000750420,Spirits,12.71,Case 1,
82000807964,Spirits,9.09,Case 1,
82000807971,Spirits,17.4,Case 1,
82000789550,Spirits,23.01,Case 1,
87000007253,Spirits,19.75,"12cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",2|4|6|8|10|12
87000007246,Spirits,26.75,"3cs m/m crown Apple  liter across chain, same week",1|3|5|7|9|11
87000700604,Spirits,37.17,"6cs m/m crown Apple175 across chain, MONTHLY ACCUM",1|3|5|7|9|11
87000007604,Spirits,12.37,,
8772707,Spirits,5.87,Case 1,
8719902,Spirits,1.27,Case 1,
82000811053,Spirits,16.09,Case 1 Must hit 12 cs within month,2|4|6|8|10|12
82000796794,Spirits,105.18,Case 1,
82000773061,Spirits,41.34,Case 1 Must hit 12 cs within month,
82000809616,Spirits,30.09,Case 1,
82000776376,Spirits,60.18,Case 1,
82000782919,Spirits,19.75,"12cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",2|4|6|8|10|12
82000795377,Spirits,26.59,Case 1 Must hit 3 cs within month,
82000795360,Spirits,37.18,Case 1 Must hit 6 cs within month,1|3|5|7|9|11
82000795391,Spirits,11.94,Case 1,
82000807322,Spirits,1.27,Case 1,
82000771562,Spirits,19.75,"12cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",2|4|6|8|10|12
82000771586,Spirits,26.75,"3cs m/m crown liter , across chain same week",1|3|5|7|9|11
82000771593,Spirits,37.17,"6cs m/m crown Apple175 across chain, MONTHLY ACCUM",1|3|5|7|9|11
82000771555,Spirits,12.37,,
82000771548,Spirits,5.87,Case 1,
8245805,Spirits,1.27,Case 1,
82000809791,Spirits,35.34,Case 1,
82000773375,Spirits,22.62,,
82000783978,Spirits,22.58,,
82000007036,Spirits,41.34,Case 1,
87000202436,Spirits,71.3,Case 1,
82000776598,Spirits,19.75,"12cs m/m (Reg, Apple, Peach,Vanilla)across chain-same week",2|4|6|8|10|12
82000776611,Spirits,37.18,Case 1 Must hit 6 cs within month,1|3|5|7|9|11
8252300,Spirits,1.27,Case 1,
82000796220,Spirits,2.46,Case 1 Must hit 8 cs within month,
82000796237,Spirits,9.83,Case 1 Must hit 8 cs within month,
82000796244,Spirits,14.74,Case 1 Must hit 8 cs within month,
82000796251,Spirits,9.83,Case 1 Must hit 8 cs within month,
82000805564,Spirits,15.37,Case 1 Must hit 8 cs within month,
82000003823,Spirits,26.58,,
82000734338,Spirits,85.17,,
80686970835,Spirits,7.91,,
80686982043,Spirits,12.56,,
80686967668,Spirits,7.91,,9|12
80686967675,Spirits,12.56,,
80686970095,Spirits,7.91,,9|12
80686970637,Spirits,7.91,,9|12
80686967453,Spirits,7.91,,9|12
80686970156,Spirits,7.91,,9|12
80686973935,Spirits,7.91,,9|12
80686970200,Spirits,7.91,,9|12
80686970262,Spirits,7.91,,9|12
80686970316,Spirits,7.91,,9|12
80686967026,Spirits,22.63,,
80686973089,Spirits,7.91,,9|12
714439500276,Spirits,4.5,,
818844028650,Spirits,3.36,netted down case price,
810178380039,Spirits,3.36,netted down case price,
811538010924,Spirits,4.21,Case 1,
811538010931,Spirits,4.21,netted down case price,
810178380046,Spirits,6.93,netted down case price,
810178380107,Spirits,6.93,netted down case price,
810178380084,Spirits,6.93,netted down case price,
810178380060,Spirits,6.93,netted down case price,
810178380121,Spirits,13.85,netted down case price,
811538011365,Spirits,9.88,,
721059057509,Spirits,14.34,,
812066020812,Spirits,17.92,,
812066020799,Spirits,19.69,3 case deal,
721059002134,Spirits,29.17,,
887341000018,Spirits,20.17,,
18959754653,Spirits,4.01,,
80480002923,Spirits,47.52,Case 1,
80480983192,Spirits,11.01,,
80480002930,Spirits,17.46,,
80480002947,Spirits,114.14,,
74806000472,Spirits,4.77,Case 1,
74806000502,Spirits,4.48,Case 1,
74806111314,Spirits,6.76,Case 1,
74806002124,Spirits,4.77,Case 1,
74806000564,Spirits,5.98,Case 1,
74806000441,Spirits,6.76,Case 1,
74806001059,Spirits,6.76,Case 1,
74806001066,Spirits,4.77,Case 1,
74806000519,Spirits,4.77,Case 1,
74806000526,Spirits,6.76,Case 1,
74806000595,Spirits,4.77,Case 1,
88110100056,Spirits,57.17,,
81932049534,Spirits,18.67,,
852064007088,Spirits,23.29,,
852064007101,Spirits,29.12,,
852064007170,Spirits,28.92,,
852064007071,Spirits,34.25,,
852064007026,Spirits,21.46,,
852064007019,Spirits,26.25,,
852064007323,Spirits,13.79,,
852064007132,Spirits,26.62,,
852064007262,Spirits,25.12,,
852064007125,Spirits,28.62,,
852064007248,Spirits,44.25,,
852064007224,Spirits,28.92,,
